,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters
0,Operating Revenue,400.65,363.04,333.56,378.99,370.57,328.74,320.92,425.01,450.47,494.94,488.64,576.04,488.5,577.5,429.82,634.43,598.08,478.26,235.14,372.51,Upgrade
1,Other Revenue,-0.07,0.07,-,0.38,-0.28,0.28,-,0.71,-0.5,0.5,-,0.73,-0.66,0.66,-,0.05,-0.04,0.04,-,0.19,Upgrade
2,Revenue,400.58,363.11,333.56,379.36,370.28,329.02,320.92,425.72,449.97,495.44,488.64,576.78,487.83,578.16,429.82,634.48,598.04,478.3,235.14,372.7,Upgrade
3,Revenue Growth (YoY),8.18%,10.36%,3.94%,-10.89%,-17.71%,-33.59%,-34.32%,-26.19%,-7.76%,-14.31%,13.68%,-9.10%,-18.43%,20.88%,82.80%,70.24%,75.25%,49.50%,-25.91%,-,Upgrade
4,Cost of Revenue,337.9,307.88,283.92,332.36,309.92,275.18,268.13,353.02,392.54,439.99,433.74,514.66,452.67,517.02,413.37,560.6,494.64,402.75,191.33,309.05,Upgrade
5,Gross Profit,62.68,55.22,49.63,47.01,60.36,53.84,52.8,72.7,57.43,55.45,54.89,62.12,35.16,61.14,16.45,73.88,103.4,75.55,43.81,63.64,Upgrade
6,"Selling, General & Admin",25.48,23.54,22.21,22.27,22.25,22.09,20.27,28.82,24.95,21.83,24.56,29.36,24.9,30.33,25.13,37.8,23.2,14.44,23.7,34.29,Upgrade
7,Research & Development,7.64,7.79,7.37,9.19,7.79,6.76,7.59,8.52,10.24,6.65,7.26,9.27,9.4,6.47,7.2,8,8.87,7.17,5.71,5.88,Upgrade
8,Other Operating Expenses,1.05,1.18,0.55,1.72,0.71,0.66,-0.3,1.91,1.2,0.51,1.1,1.54,0.86,0.27,0.57,2.87,1.3,0.43,0.53,0.93,Upgrade
9,Operating Expenses,32.73,33.17,31.21,33.5,26.77,33.36,28.55,38.85,34.08,28.79,34.42,39.91,34.41,39.79,32.75,48.98,32.97,22.02,30.18,40.94,Upgrade
10,Operating Income,29.95,22.05,18.43,13.5,33.59,20.48,24.24,33.85,23.35,26.66,20.48,22.2,0.76,21.35,-16.3,24.9,70.43,53.53,13.63,22.71,Upgrade
11,Interest Expense,-0.1,-0.07,-0.02,-0.05,-0.03,-0.19,-0.68,-4.61,-1.71,-1.19,-1.48,-4.01,-2.3,-2.42,-1.83,-2.41,-1.89,-1.26,-0.67,-,Upgrade
12,Interest & Investment Income,2.75,4.78,0.07,1.05,0.7,0.66,0.4,-,1.45,1.43,3.64,0.67,1.33,0.57,0.14,0.46,0.7,0.32,0.42,0.63,Upgrade
13,Currency Exchange Gain (Loss),-8.65,8.65,-,2.01,-1.95,1.95,-,7.74,-5.46,5.46,-,-8.07,4.41,-4.41,-,-0.27,0.46,-0.46,-,-1.18,Upgrade
14,Other Non Operating Income (Expenses),5.46,-6.99,6.83,-7.98,7.44,1.05,-0.67,-7.56,7.3,-3.8,3.44,5.92,-7.86,2.14,-2.27,7.55,-8.62,2.74,-2.87,8.45,Upgrade
