,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,221.91,230.65,205.08,132.07,119.37,103.73,97.87,92.41,79.69,149.53
1,Short-Term Investments,113.04,182.98,131.67,142.61,168.7,152.57,201.63,141.54,172.85,111.35
2,Accounts Receivable,142.71,124.08,160.44,240.22,286.11,287.46,270,295.77,349.29,219.29
3,Other Receivables,1.9,1.41,0.68,0,0.02,-,2.89,2.76,-,9.93
4,"Property, Plant & Equipment",1,1.41,0.59,1.36,2.06,2.8,0.67,1.62,2.55,3.44
5,Other Intangible Assets,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74,2.74
6,Other Current Assets,0.27,0.26,0.75,0.66,0.27,0.29,0.81,0.81,0.26,0.17
7,Other Long-Term Assets,0.43,1.15,0.2,0.2,1.2,0.93,2.26,0.7,0.98,1.3
8,Total Assets,483.99,544.68,502.14,519.85,580.47,550.52,578.87,538.33,608.35,497.75
9,Accounts Payable,124.89,186.53,146.51,164.28,195.45,174.55,229.44,206.2,223.66,156.42
10,Accrued Expenses,0.78,1.16,0.72,1.03,0.73,1.22,0.74,1.79,1.8,3.09
11,Short-Term Debt,-,-,-,-,30,30,10,-,55,10
12,Current Portion of Leases,0.69,0.67,0.52,1.27,1.49,1.46,0.61,1.52,1.78,1.74
13,Other Current Liabilities,0.51,0.31,0.68,1.3,1.61,1.67,2.26,1.67,1.86,0.63
14,Long-Term Leases,0.12,0.47,-,-,0.52,1.27,-,-,0.61,1.52
15,Total Liabilities,126.99,189.14,148.43,167.89,231.82,210.55,243.06,211.18,285.17,181.28
16,Common Stock,10,10,10,10,10,10,10,10,10,10
17,Additional Paid-In Capital,104.82,104.82,104.82,104.82,104.82,104.82,104.82,104.82,104.82,104.82
18,Retained Earnings,162.18,160.72,158.9,157.15,153.82,145.14,141,132.34,128.36,121.65
19,Comprehensive Income & Other,80,80,80,80,80,80,80,80,80,80
20,Shareholders' Equity,357,355.54,353.72,351.97,348.64,339.96,335.82,327.15,323.18,316.47
21,Total Liabilities & Equity,483.99,544.68,502.14,519.85,580.47,550.52,578.87,538.33,608.35,497.75
22,Total Debt,0.81,1.14,0.52,1.27,32.01,32.73,10.61,1.52,57.39,13.25
23,Net Cash (Debt),334.14,412.49,336.23,273.41,256.07,223.57,288.89,232.43,195.15,247.63
24,Net Cash Growth,-0.62%,50.87%,31.31%,22.29%,-11.36%,-3.81%,48.04%,-6.14%,-,-
25,Net Cash Per Share,0.33,0.41,0.34,0.27,0.26,0.22,0.29,0.23,0.20,0.31
26,Filing Date Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
27,Total Common Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
28,Working Capital,352.96,350.71,350.19,347.68,343.16,334.76,330.15,322.11,317.53,310.51
29,Book Value Per Share,0.36,0.36,0.35,0.35,0.35,0.34,0.34,0.33,0.32,0.32
30,Tangible Book Value,354.27,352.8,350.98,349.23,345.91,337.23,333.08,324.42,320.44,313.73
31,Tangible Book Value Per Share,0.35,0.35,0.35,0.35,0.35,0.34,0.33,0.32,0.32,0.31
