,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Interest and Dividend Income,8.48,9.15,10.6,13.38,14.43,12.63,9.4,10.38,9.33,8.98
1,Total Interest Expense,0.04,0.02,0.02,0.42,0.56,0.64,0.27,0.96,0.96,0.69
2,Net Interest Income,8.43,9.13,10.58,12.97,13.87,11.99,9.13,9.42,8.38,8.29
3,Brokerage Commission,2.59,20.71,4.69,3.69,5.43,3.78,12.22,7.83,11.65,20.4
4,Revenue,11.02,29.84,15.27,16.66,19.3,15.77,21.35,17.25,20.03,28.7
5,Revenue Growth (YoY),-27.82%,79.11%,-20.90%,5.62%,-9.60%,-8.57%,6.62%,-39.88%,-36.31%,-
6,Salaries & Employee Benefits,5.51,6.26,4.74,5.77,4.98,5.35,5.35,6.9,4.07,3.93
7,Cost of Services Provided,0.18,17.4,1,0.74,0.63,0.4,1.53,0.87,0.81,-10.3
8,Other Operating Expenses,3.84,4.09,2.84,2.91,2.93,3.16,4.68,4.77,4.94,4.96
9,Total Operating Expenses,14.48,32.91,17.53,15.14,10.11,11.38,11.39,13.47,12.35,0.24
10,Operating Income,-3.46,-3.07,-2.26,1.52,9.19,4.39,9.96,3.78,7.68,28.45
11,Currency Exchange Gains,-,-0.16,-,0.05,-,0.23,-,0.13,-,-0.57
12,Other Non-Operating Income (Expenses),4.93,5.06,4.01,2.08,0.82,0.29,0.6,0.24,0.43,0.75
13,EBT Excluding Unusual Items,1.46,1.82,1.75,3.65,10.01,4.9,10.56,4.14,8.11,28.64
14,Other Unusual Items,-,-,-,0.04,0.31,-,-,0.73,0.05,-20.37
15,Pretax Income,1.46,1.82,1.75,3.69,10.32,4.9,10.56,4.86,8.16,8.27
16,Income Tax Expense,-,-,-,0.36,1.64,0.76,1.9,0.89,1.45,3.05
17,Net Income,1.46,1.82,1.75,3.33,8.68,4.14,8.66,3.98,6.71,5.22
18,Net Income to Common,1.46,1.82,1.75,3.33,8.68,4.14,8.66,3.98,6.71,5.22
19,Net Income Growth,-16.20%,-45.27%,-79.87%,-19.73%,0.18%,4.28%,29.05%,-23.87%,-19.91%,-
20,Shares Outstanding (Basic),1000,1000,1000,1000,1000,1000,1000,1000,1000,807
21,Shares Outstanding (Diluted),1000,1000,1000,1000,1000,1000,1000,1000,1000,807
22,Shares Change (YoY),-,-,-,-,-,-,-,23.86%,33.33%,-
23,EPS (Basic),0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.01,0.01
24,EPS (Diluted),0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.01,0.01
25,EPS Growth,-16.20%,-45.27%,-79.87%,-19.73%,0.18%,4.28%,29.05%,-38.52%,-39.93%,-
26,Free Cash Flow,-8.37,26.21,73.79,43.85,16.93,-12.66,-3.37,69.55,-113.02,38.86
27,Free Cash Flow Per Share,-0.01,0.03,0.07,0.04,0.02,-0.01,-0.00,0.07,-0.11,0.05
28,Operating Margin,-31.40%,-10.30%,-14.79%,9.11%,47.62%,27.83%,46.64%,21.90%,38.34%,99.15%
29,Profit Margin,13.28%,6.10%,11.44%,19.97%,44.96%,26.28%,40.57%,23.04%,33.52%,18.19%
30,Free Cash Flow Margin,-75.95%,87.85%,483.25%,263.22%,87.69%,-80.26%,-15.79%,403.20%,-564.36%,135.41%
31,Revenue as Reported,11.06,29.86,15.29,17.08,19.86,16.41,21.62,18.21,20.98,29.38
