,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,144062,169152,131760,184934,216093,209614,151504,146972,264647,275469,245908,Upgrade
1,Market Cap Growth,-8.53%,-8.53%,-39.03%,-11.77%,42.63%,42.62%,-42.75%,-46.65%,7.62%,-18.23%,-18.58%,Upgrade
2,Enterprise Value,192135,218859,186185,246128,289318,271561,208319,199096,312749,317383,270069,Upgrade
3,Last Close Price,17.80,20.90,16.28,22.85,26.70,25.90,18.72,18.16,32.70,34.05,30.40,Upgrade
4,PE Ratio,17.75,20.84,15.95,34.21,-42.62,-,-,-,-,-,-,Upgrade
5,Forward PE,14.94,16.20,10.96,15.75,24.74,-,-,-,111.40,-,27.84,Upgrade
6,PS Ratio,2.62,3.08,2.35,3.62,7.69,16.75,8.90,6.56,13.86,21.06,6.12,Upgrade
7,PB Ratio,17.99,21.12,32.02,-5918.37,-52.42,-38.40,148.51,21.23,21.82,18.42,11.63,Upgrade
8,P/TBV Ratio,36.72,36.72,228.03,-,-,-,201.11,22.17,22.42,18.82,11.83,Upgrade
9,P/FCF Ratio,-,-,8.68,11.32,38.46,-,-,-,-,-,-,Upgrade
10,P/OCF Ratio,-,-,7.39,10.32,32.29,-,-,214.18,-337.41,-,-,Upgrade
11,PEG Ratio,0.60,-,-,-,-,-,-,-,15.91,-,3.60,Upgrade
12,EV/Sales Ratio,3.49,3.98,3.32,4.82,10.30,21.70,12.24,8.88,16.38,24.27,6.72,Upgrade
13,EV/EBITDA Ratio,11.45,13.04,10.48,15.59,66.16,-,-,127.03,-298.32,-,-,Upgrade
14,EV/EBIT Ratio,17.85,20.33,15.89,25.29,-233.67,-,-,-,-,-,-,Upgrade
15,EV/FCF Ratio,-,-,12.27,15.06,51.49,-,-,-,-,-,-,Upgrade
16,Debt / Equity Ratio,7.91,7.91,15.47,-2082.00,-17.18,-14.60,66.62,8.97,4.85,3.66,2.59,Upgrade
17,Debt / FCF Ratio,-,-,4.19,3.98,12.60,-,-,-,-,-,-,Upgrade
18,Return on Capital Employed (ROCE),16.95%,16.95%,16.25%,14.02%,-1.74%,-,-,-,-,-,-,Upgrade
19,Earnings Yield,5.63%,4.80%,6.27%,2.92%,-2.35%,-5.88%,-7.39%,-5.56%,-3.49%,-4.29%,0.79%,Upgrade
20,FCF Yield,-,11.52%,8.84%,2.60%,-2.51%,-3.29%,-2.53%,-2.59%,-5.16%,-1.22%,Upgrade,
21,Dividend Yield,1.40%,-,-,-,-,-,-,-,-,-,-,Upgrade
22,Buyback Yield / Dilution,0.00%,0.00%,0.00%,-0.00%,-0.01%,0.00%,-0.01%,-0.04%,-0.04%,0.03%,-0.00%,Upgrade
23,Total Shareholder Return,1.40%,0.00%,0.00%,-0.00%,-0.01%,0.00%,-0.01%,-0.04%,-0.04%,0.03%,-0.00%,Upgrade
