,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Revenue,3529,3551,3639,2895,690,915,1254,1620,839,848,Upgrade
1,Revenue Growth (YoY),-3.02%,22.66%,427.39%,216.39%,-44.98%,-43.52%,49.46%,91.04%,-80.67%,-81.02%,Upgrade
2,Cost of Revenue,753,647,698,600,579,539,582,565,573,565,Upgrade
3,Gross Profit,2776,2904,2941,2295,111,376,672,1055,266,283,Upgrade
4,"Selling, General & Admin",114,-,76,-,26,-,43,-,30,-,Upgrade
5,Other Operating Expenses,1593,1833,1626,1479,305,571,556,886,498,554,Upgrade
6,Operating Expenses,2078,2216,2128,1862,702,950,974,1244,874,892,Upgrade
7,Operating Income,698,688,813,433,-591,-574,-302,-189,-608,-609,Upgrade
8,Interest Expense,-187,-220,-236,-287,-246,-189,-171,-189,-150,-116,Upgrade
9,Interest & Investment Income,38,29,21,27,18,1,1,1,2,9,Upgrade
10,Currency Exchange Gain (Loss),12,-,-13,-,4,-,-38,-,17,-,Upgrade
11,Other Non Operating Income (Expenses),-17,-,-9,-,-9,-,-13,-,-13,-,Upgrade
12,EBT Excluding Unusual Items,544,497,576,173,-824,-762,-523,-377,-752,-716,Upgrade
13,Gain (Loss) on Sale of Assets,-,-,-8,-,-2,-,-8,-,-39,-,Upgrade
14,Asset Writedown,-32,-,-,-,-,-,-,-,-,-,Upgrade
15,Other Unusual Items,-,1,-,-,-,-,-137,-,-,-,Upgrade
16,Pretax Income,512,498,568,173,-826,-762,-668,-377,-791,-716,Upgrade
17,Income Tax Expense,8,-43,51,-2,-4,-2,-1,4,16,-,Upgrade
18,Net Income,504,541,517,175,-822,-760,-667,-381,-807,-716,Upgrade
19,Net Income to Common,504,541,517,175,-822,-760,-667,-381,-807,-716,Upgrade
20,Net Income Growth,-2.51%,209.14%,-,-,-,-,-,-,-,-,Upgrade
21,Shares Outstanding (Basic),8093,8093,8093,8093,8093,8093,8093,8092,8090,8089,Upgrade
22,Shares Outstanding (Diluted),8093,8093,8093,8094,8093,8093,8093,8092,8090,8089,Upgrade
23,Shares Change (YoY),-0.00%,-0.00%,0.00%,0.01%,-0.00%,0.01%,0.04%,0.04%,-0.03%,0.00%,Upgrade
24,EPS (Basic),0.06,0.07,0.06,0.02,-0.10,-0.09,-0.08,-0.05,-0.10,-0.09,Upgrade
25,EPS (Diluted),0.06,0.07,0.06,0.02,-0.10,-0.09,-0.08,-0.05,-0.10,-0.09,Upgrade
26,EPS Growth,-2.63%,209.48%,-,-,-,-,-,-,-,-,Upgrade
27,Free Cash Flow,-,832,1112,980,-263,-413,-222,-254,-630,-1205,Upgrade
28,Free Cash Flow Per Share,-,0.10,0.14,0.12,-0.03,-0.05,-0.03,-0.03,-0.08,-0.15,Upgrade
29,Operating Margin,19.78%,19.37%,22.34%,14.96%,-85.65%,-62.73%,-24.08%,-11.67%,-72.47%,-71.82%,Upgrade
30,Profit Margin,14.28%,15.24%,14.21%,6.04%,-119.13%,-83.06%,-53.19%,-23.52%,-96.19%,-84.43%,Upgrade
31,Free Cash Flow Margin,-,23.43%,30.56%,33.85%,-38.12%,-45.14%,-17.70%,-15.68%,-75.09%,-142.10%,Upgrade
32,EBITDA,1090,1071,1205,816,-258,-195,32,169,-304,-271,Upgrade
33,D&A For EBITDA,392,383,392,383,333,379,334,358,304,338,Upgrade
34,EBIT,698,688,813,433,-591,-574,-302,-189,-608,-609,Upgrade
