,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,852,1183,2972,4866,3773,12288,21342,22413,18643,25885,14448,Upgrade
1,Market Cap Growth,-75.69%,-75.69%,-21.22%,-60.40%,-82.32%,-45.17%,14.48%,-13.42%,29.04%,53.57%,5.49%,Upgrade
2,Enterprise Value,21007,22173,24346,38154,37061,44902,54246,54763,45619,54306,43072,Upgrade
3,Last Close Price,0.02,0.03,0.06,0.10,0.11,0.38,0.66,1.00,0.93,1.29,0.72,Upgrade
4,PS Ratio,1.97,2.74,4.17,0.78,0.19,0.32,0.37,0.36,0.36,0.53,0.22,Upgrade
5,PB Ratio,-0.08,-0.08,-0.29,-1.96,6.77,0.66,0.99,6.29,12.38,4.39,1.58,Upgrade
6,P/TBV Ratio,-,-,-,4.49,0.90,1.06,1.54,-,-,-,-,Upgrade
7,P/FCF Ratio,0.33,0.46,2.52,-,15.81,-,63.92,-,-,7.00,10.67,Upgrade
8,P/OCF Ratio,0.47,0.47,2.42,-,4.07,3.69,26.80,-,-,5.62,5.38,Upgrade
9,PEG Ratio,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,Upgrade
10,EV/Sales Ratio,48.72,51.42,34.16,6.14,1.88,1.18,0.95,0.89,0.87,1.12,0.65,Upgrade
11,EV/FCF Ratio,8.25,8.71,20.62,-,155.26,-,162.46,-,-,14.69,31.81,Upgrade
12,Debt / Equity Ratio,-1.74,-1.74,-2.68,-10.72,57.25,2.24,2.07,12.75,32.94,7.51,4.70,Upgrade
13,Debt / FCF Ratio,9.83,9.83,23.15,-,133.76,-,133.89,-,-,11.98,31.71,Upgrade
14,Earnings Yield,-1381.66%,-994.79%,-372.75%,-455.88%,-597.96%,-51.42%,-25.32%,-34.05%,-44.55%,-20.48%,-20.05%,Upgrade
15,FCF Yield,298.84%,215.16%,39.72%,-21.25%,6.33%,24.51%,1.56%,-19.12%,2.85%,14.28%,9.37%,Upgrade
16,Buyback Yield / Dilution,-20.77%,-9.58%,-34.51%,-30.30%,-26.48%,-52.80%,-38.04%,-7.82%,-0.19%,-0.00%,0.65%,Upgrade
17,Total Shareholder Return,-20.77%,-9.58%,-34.51%,-30.30%,-26.48%,-52.80%,-38.04%,-7.82%,-0.19%,-0.00%,0.65%,Upgrade
