,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+19 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters
0,Cash & Equivalents,10627,540.19,9395,1305,7711,675.51,10704,1666,10638,4200,8135,1205,9577,2446,3992,3785,2146,3952,5524,2892,Upgrade
1,Investment Securities,79806,77113,78448,72360,76394,69719,73959,63399,64969,61227,70719,62723,69767,61516,70766,56942,66522,54709,59062,49151,Upgrade
2,Trading Asset Securities,9938,10321,8974,8491,9438,9791,9205,8746,8983,8860,9368,8802,9540,9635,9158,9515,9824,10139,10170,12365,Upgrade
3,Total Investments,89745,87434,87422,80852,85832,79510,83164,72145,73952,70087,80086,71525,79308,71151,79925,66456,76346,64848,69232,61516,Upgrade
4,Gross Loans,149773,154012,145527,144438,136990,139037,129872,129959,122806,126128,117091,117906,111864,113218,104670,99693,95621,94460,88270,84931,Upgrade
5,Allowance for Loan Losses,-,-6072,-,-5876,-,-5906,-,-5734,-,-5758,-,-5251,-,-4599,-,-3909,-,-3305,-,-2969,Upgrade
6,Net Loans,149773,147939,145527,138562,136990,133131,129872,124225,122806,120370,117091,112655,111864,108619,104670,95784,95621,91155,88270,81961,Upgrade
7,"Property, Plant & Equipment",916.79,928.2,956.13,973.07,960.58,958.83,957.86,944.5,940.91,985.33,978.95,1012,1013,1004,1018,957.25,960.56,942.01,957.66,932.75,Upgrade
8,Other Intangible Assets,210.71,207.25,213.58,222.26,208.19,209.26,213.54,256.97,257.24,211.87,219.53,226.1,220.72,219.52,222.05,225.25,213.38,209.27,213.45,218.11,Upgrade
9,Investments in Real Estate,2.1,2.17,2.24,2.32,2.39,2.46,2.53,2.6,4,4.31,4.62,4.93,5.24,7.69,8.08,8.48,8.87,9.26,9.66,10.05,Upgrade
10,Accrued Interest Receivable,-,871.19,-,1161,-,899.85,-,1052,-,907.3,-,1164,-,1139,-,1251,-,1118,-,1121,Upgrade
