,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,3870,1717,7922,3270,14230,14727,44450,42973,33581,35307
1,Short-Term Investments,-,1303,-,2705,-,3793,-,3555,-,-
2,Trading Asset Securities,-,2.7,279.69,282.47,325.6,483.67,360.45,445,348.43,103.73
3,Cash & Short-Term Investments,3870,3023,8202,6257,14555,19004,44810,46972,33930,35411
4,Cash Growth,-52.82%,-51.69%,-43.65%,-67.07%,-67.52%,-59.54%,32.07%,32.65%,35.25%,47.67%
5,Accounts Receivable,397.32,574.28,11737,747.86,19621,768.41,9879,8006,6610,6762
6,Other Receivables,11738,30152,2156,32870,1926,36663,1641,13974,1285,1135
7,Receivables,12135,30727,13893,33618,21547,37431,11520,21979,7896,7898
8,Inventory,71749,94231,110500,123269,131072,142628,138738,125558,105274,94006
9,Prepaid Expenses,-,25.41,-,57.6,-,207.8,-,266.3,-,-
10,Restricted Cash,-,3187,-,5893,-,24393,-,-,5806,-
11,Other Current Assets,20494,3392,23698,4419,29631,3147,31252,4464,19878,14204
12,Total Current Assets,108247,134585,156293,173512,196805,226811,226321,199240,172784,151518
13,"Property, Plant & Equipment",1461,1492,1547,1548,1614,1623,870.24,906.77,904.73,970.29
14,Long-Term Investments,8531,8526,8797,9807,11665,13096,9746,8813,7122,5542
15,Other Intangible Assets,0.02,0.03,0.04,0.05,0.08,4.03,4.41,6.9,6.44,6.84
16,Long-Term Deferred Tax Assets,495.43,578.26,790.83,971.75,1928,2446,2293,1803,1698,1685
17,Other Long-Term Assets,7781,8007,8521,8627,8805,9862,11111,10615,9882,9498
18,Total Assets,126516,153188,175950,194466,220817,253842,250346,221386,192397,169219
19,Accounts Payable,17560,17928,14790,15810,17661,20622,22597,21258,18930,16780
20,Accrued Expenses,-,6758,-,4129,-,2735,-,2850,-,2125
21,Short-Term Debt,5003,5314,4811,5265,5707,8821,3964,1656,1510,3296
22,Current Portion of Long-Term Debt,48690,49816,53235,52220,26910,26583,17347,17893,17553,16745
23,Current Portion of Leases,7.9,14.03,18.96,29.29,43.18,47.44,44.89,54.67,53.31,68.17
24,Current Income Taxes Payable,3892,2989,4628,3242,4086,3313,4863,2643,3399,1397
25,Current Unearned Revenue,21375,45549,63174,77053,83483,91464,79905,61098,46514,38903
26,Other Current Liabilities,18798,11030,16715,12604,15368,17949,20995,24806,24075,17132
27,Total Current Liabilities,115325,139398,157372,170352,153259,171534,149715,132259,112033,96446
28,Long-Term Debt,7766,7260,2658,6125,31453,39709,50995,47736,44491,38625
29,Long-Term Leases,4.09,10.29,14.68,12.83,52.75,68.11,53.99,48.44,41.22,63.48
30,Long-Term Deferred Tax Liabilities,353.41,367.88,478.11,496.71,488.07,681.53,635.22,848.3,708.6,702.93
31,Other Long-Term Liabilities,-,-,318.09,-,1914,907.11,1906,2891,1888,2322
32,Total Liabilities,123449,147036,160841,176987,187167,212899,203305,183783,159161,138159
33,Common Stock,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28
34,Additional Paid-In Capital,3696,3696,3696,3696,3696,3696,3696,4248,4248,4645
35,Retained Earnings,-13215,-10872,-3868,-2404,7862,10473,10830,9664,7889,7013
36,Comprehensive Income & Other,3104,3286,2930,3466,4378,5184,5718,5664,4662,4738
37,Total Common Equity,-6415,-3889,2759,4759,15936,19354,20244,19576,16799,16397
38,Minority Interest,9481,10040,12350,12721,17714,21588,26796,18027,16436,14663
39,Shareholders' Equity,3066,6152,15109,17480,33650,40943,47041,37603,33236,31060
40,Total Liabilities & Equity,126516,153188,175950,194466,220817,253842,250346,221386,192397,169219
41,Total Debt,61471,62414,60738,63652,64166,75228,72404,67387,63648,58797
42,Net Cash (Debt),-57602,-59392,-52536,-57395,-49611,-56224,-27594,-20415,-29718,-23387
43,Net Cash Per Share,-13.19,-13.60,-12.03,-13.14,-11.36,-12.87,-6.32,-4.67,-6.80,-5.40
44,Filing Date Shares Outstanding,4368,4368,4368,4368,4368,4368,4368,4368,4368,4368
45,Total Common Shares Outstanding,4368,4368,4368,4368,4368,4368,4368,4368,4368,4368
46,Working Capital,-7078,-4813,-1078,3160,43546,55277,76606,66981,60751,55072
47,Book Value Per Share,-1.47,-0.89,0.63,1.09,3.65,4.43,4.63,4.48,3.85,3.75
48,Tangible Book Value,-6415,-3889,2759,4759,15936,19350,20240,19569,16793,16390
49,Tangible Book Value Per Share,-1.47,-0.89,0.63,1.09,3.65,4.43,4.63,4.48,3.84,3.75
50,Buildings,-,514.11,-,525.33,-,525.33,-,525.33,-,523.25
51,Machinery,-,95.98,-,101.97,-,149.91,-,148.66,-,137.18
52,Construction In Progress,-,827.74,-,827.74,-,746.99,-,-,-,-
53,Leasehold Improvements,-,16.27,-,16.18,-,128.61,-,118.02,-,91.6
