,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,24658,20274,18501,13027,12868,20981,16011,21584,14542,18909
1,Revenue Growth (YoY),33.28%,55.63%,43.77%,-37.91%,-19.63%,-2.79%,10.10%,14.14%,6.55%,33.74%
2,Cost of Revenue,24543,23627,17345,20081,12461,19678,13093,17723,11588,15252
3,Gross Profit,115.62,-3353,1156,-7054,407.44,1304,2918,3861,2954,3658
4,"Selling, General & Admin",807.48,793.58,785.3,989.3,911.67,1163,1271,1300,997.89,1308
5,Other Operating Expenses,148.97,1213,236.18,1158,707.22,44.19,89.09,6.29,71.71,32.48
6,Operating Expenses,956.45,2006,1021,2147,1619,1207,1360,1306,1070,1341
7,Operating Income,-840.82,-5360,134.75,-9201,-1211,96.68,1558,2555,1885,2317
8,Interest Expense,-1565,-1916,-673.39,-985.77,-384.57,-289.5,-355.62,-197.71,-307.09,-276.44
9,Interest & Investment Income,-,14.83,-,42.36,85.99,213.68,318.54,260.82,317.86,238.84
10,Earnings From Equity Investments,4.58,-148.11,-29.77,-391.93,136.51,209.17,61.45,212.76,366.4,449.61
11,Currency Exchange Gain (Loss),-33.78,54.18,-215.04,-188.65,-243.88,12.6,29.05,64.35,-,1.8
12,Other Non Operating Income (Expenses),14.82,12.35,52.98,19.41,13.06,17.34,24.73,17.82,19.92,29.22
13,EBT Excluding Unusual Items,-2420,-7342,-730.47,-10705,-1604,259.97,1636,2913,2282,2760
14,Gain (Loss) on Sale of Investments,-0.09,-249.52,-14.14,1.88,-108.63,-121.86,36.06,189.35,-5.57,49.48
15,Gain (Loss) on Sale of Assets,-0.01,284.41,-308.14,-105.27,43.44,23.08,853.24,87.22,15.76,54.41
16,Asset Writedown,-225.6,-523.24,-121.18,-144.32,-266.24,-206.38,5.18,244.34,79.62,203.26
17,Other Unusual Items,-,-,-,-,47.38,-17.86,-141.15,10.45,11.3,-
18,Pretax Income,-2646,-7830,-1174,-10953,-1888,-63.04,2389,3444,2383,3067
19,Income Tax Expense,-137.23,70.5,410.78,1411,364.4,245.1,885.83,1160,1108,1152
20,Earnings From Continuing Operations,-2508,-7901,-1585,-12364,-2253,-308.14,1504,2284,1275,1915
21,Minority Interest in Earnings,164.93,897.25,120.38,2106,-358.28,73.81,-337.51,-509.51,-398.68,-341.78
22,Net Income,-2343,-7004,-1464,-10258,-2611,-234.33,1166,1775,875.85,1573
23,Preferred Dividends & Other Adjustments,-,-,-,7.75,-,122.81,-,-,-,-
24,Net Income to Common,-2343,-7004,-1464,-10266,-2611,-357.13,1166,1775,875.85,1573
25,Net Income Growth,-,-,-,-,-,-,33.14%,12.84%,-6.17%,22.85%
26,Shares Outstanding (Basic),4368,4368,4368,4368,4368,4368,4368,4368,4368,4331
27,Shares Outstanding (Diluted),4368,4368,4368,4368,4368,4368,4368,4368,4368,4331
28,Shares Change (YoY),-,-,-,-,-,-,-,0.85%,5.94%,5.02%
29,EPS (Basic),-0.54,-1.60,-0.34,-2.35,-0.60,-0.08,0.27,0.41,0.20,0.36
30,EPS (Diluted),-0.54,-1.60,-0.34,-2.35,-0.60,-0.08,0.27,0.41,0.20,0.36
31,EPS Growth,-,-,-,-,-,-,33.14%,11.88%,-11.43%,16.98%
32,Free Cash Flow,-150.28,201.43,1984,-2430,3198,10123,1586,839.02,1022,-6354
33,Free Cash Flow Per Share,-0.03,0.05,0.45,-0.56,0.73,2.32,0.36,0.19,0.23,-1.47
34,Operating Margin,-3.41%,-26.44%,0.73%,-70.63%,-9.41%,0.46%,9.73%,11.84%,12.96%,12.25%
35,Profit Margin,-9.50%,-34.54%,-7.91%,-78.80%,-20.29%,-1.70%,7.28%,8.22%,6.02%,8.32%
36,Free Cash Flow Margin,-0.61%,0.99%,10.73%,-18.66%,24.85%,48.25%,9.91%,3.89%,7.03%,-33.60%
37,EBITDA,-829.33,-5359,146.86,-9187,-1191,130.99,1587,2587,1909,2347
38,D&A For EBITDA,11.49,0.64,12.12,14.04,20.47,34.31,29.34,32.54,24.77,29.99
39,EBIT,-840.82,-5360,134.75,-9201,-1211,96.68,1558,2555,1885,2317
