,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Interest and Dividend Income,58.96,71.79,68.39,69.86,68.64,72.89,66.89,76.98,69.27,74.85
1,Total Interest Expense,0.28,0.52,0.28,1.21,1.69,1.47,0.62,1.19,1.51,3.87
2,Net Interest Income,58.68,71.27,68.1,68.65,66.95,71.42,66.27,75.79,67.76,70.98
3,Revenue Before Loan Losses,58.68,71.27,68.1,68.65,66.95,71.42,66.27,75.79,67.76,70.98
4,Provision for Loan Losses,17.73,12.38,13.82,-4.24,12.09,8.57,2.37,23.97,45.16,15.73
5,Revenue,40.94,58.9,54.28,72.89,54.86,62.86,63.9,51.82,22.6,55.26
6,Revenue Growth (YoY),-24.57%,-19.19%,-1.05%,15.96%,-14.14%,21.29%,182.77%,-6.22%,-67.09%,-12.96%
7,Cost of Services Provided,10.39,13.3,9.77,12.1,11.5,12.91,11.35,13.34,12.27,17.45
8,Other Operating Expenses,0.44,0.51,0.44,0.44,0.49,0.64,0.57,0.58,0.4,0.99
9,Total Operating Expenses,10.83,13.81,10.21,12.54,11.98,13.55,11.92,13.93,12.68,18.43
10,Operating Income,30.11,45.09,44.08,60.35,42.88,49.31,51.98,37.9,9.92,36.83
11,Currency Exchange Gain (Loss),0.04,-0.23,0.24,-0,0.26,-0.17,-0.06,-0.48,0.13,0.1
12,EBT Excluding Unusual Items,34.33,46.81,48.54,61.3,47.08,51.54,52.42,38.95,11.4,35.91
13,Gain (Loss) on Sale of Investments,12.39,-3.62,7.82,0.2,-12.51,-14.03,4.93,16.85,3.6,4.1
14,Pretax Income,46.72,43.32,56.24,61.28,34.35,25.02,57.18,55.81,14.98,40.01
15,Income Tax Expense,10.09,9.93,13.45,14.4,8.8,6.46,13.78,13.29,3.62,9.92
16,Earnings From Continuing Ops.,36.63,33.4,42.79,46.88,25.55,18.56,43.4,42.51,11.37,30.09
17,Minority Interest in Earnings,-3.38,-3.41,-7.97,-8.83,-2.9,-9.22,-10.66,-7.88,-4.9,-7.31
18,Net Income,33.25,29.99,34.83,38.05,22.65,9.34,32.74,34.63,6.46,22.78
19,Net Income to Common,33.25,29.99,34.83,38.05,22.65,9.34,32.74,34.63,6.46,22.78
20,Net Income Growth,-4.52%,-21.18%,53.73%,307.37%,-30.80%,-73.03%,406.55%,52.05%,-84.48%,-48.48%
21,Shares Outstanding (Basic),680,680,680,680,680,680,680,680,680,680
22,Shares Outstanding (Diluted),680,680,680,680,680,680,680,680,680,680
23,EPS (Basic),0.05,0.04,0.05,0.06,0.03,0.01,0.05,0.05,0.01,0.03
24,EPS (Diluted),0.05,0.04,0.05,0.06,0.03,0.01,0.05,0.05,0.01,0.03
25,EPS Growth,-2.20%,-21.18%,66.67%,459.50%,-37.69%,-80.00%,406.58%,66.67%,-84.16%,-53.86%
26,Free Cash Flow,65.44,80.08,-12.73,163.95,49.62,-55.13,94.05,12.06,46.95,174.41
27,Free Cash Flow Per Share,0.10,0.12,-0.02,0.24,0.07,-0.08,0.14,0.02,0.07,0.26
28,Operating Margin,73.55%,76.55%,81.19%,82.80%,78.16%,78.45%,81.35%,73.12%,43.91%,66.64%
29,Profit Margin,81.21%,50.92%,64.16%,52.20%,41.29%,14.86%,51.24%,66.83%,28.60%,41.22%
30,Free Cash Flow Margin,159.82%,135.97%,-23.45%,224.93%,90.44%,-87.71%,147.19%,23.27%,207.75%,315.62%
