,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,148.5,111.48,81.47,143.27,42.48,40.9,96.27,31.88,45.12,36.12
1,Trading Asset Securities,249.24,249.67,276.95,318.06,342.38,283.74,267.08,362.84,277.85,118.28
2,Loans & Lease Receivables,764.3,861.55,890.26,799.39,857.29,983.29,905.75,833.54,904.31,1099
3,Other Receivables,3.78,1.61,0.4,0.13,5.77,0.68,1.14,0.6,1.73,1.69
4,"Property, Plant & Equipment",10.45,9.88,9.45,11.02,11.61,12.74,8.72,8.77,1.6,2.85
5,Goodwill,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.73,14.73
6,Other Intangible Assets,0.1,0.11,0.35,0.55,0.75,0.44,0.72,1.18,0.85,1.58
7,Other Current Assets,-,13,8.21,3,30.62,2.93,0.44,31.24,15.81,-
8,Long-Term Deferred Tax Assets,32.53,32.59,29.49,27.04,26.96,19.57,12.23,10.76,6.68,3.18
9,Long-Term Deferred Charges,0.17,0.19,0.12,0.16,0.17,0.98,1.35,0.44,0.34,0.77
10,Other Long-Term Assets,71.92,8.06,8.57,8.61,8.65,8.69,9.03,10.51,12.3,12.86
11,Total Assets,1296,1303,1320,1326,1341,1369,1317,1310,1281,1321
12,Interest Bearing Deposits,0.1,0.2,1.66,0.1,5.4,4.91,5.22,13.67,1.41,3.74
13,Total Deposits,0.1,0.2,1.66,0.1,5.4,4.91,5.22,13.67,1.41,3.74
14,Accrued Expenses,2.23,5.27,3.61,6.39,5.16,6.82,5.09,5.36,3.2,6.54
15,Short-Term Debt,8.86,9.89,9.65,38.92,59.48,106.05,20.02,50.07,50.06,70.11
16,Current Portion of Leases,0.87,0.92,0.59,1.19,0.38,0.49,0.24,0.15,1.01,1.47
17,Long-Term Leases,0.43,0.83,-,-,1.34,1.17,-,-,-,0.18
18,Current Income Taxes Payable,1.38,11.55,7.63,12.42,3.18,15.23,9.04,3.97,2.3,7.44
19,Other Current Liabilities,34,-,34,-,34,-,34,-,34,-
20,Long-Term Deferred Tax Liabilities,0.1,-,0.85,0.74,0.76,0.86,3.05,4.95,1.08,0.12
21,Other Long-Term Liabilities,3.32,5.7,20.86,26.87,32.62,25.63,1.4,2.12,0.78,2.34
22,Total Liabilities,51.29,34.36,78.86,86.64,142.32,161.14,78.06,80.3,93.84,91.92
23,Common Stock,680,680,680,680,680,680,680,680,680,680
24,Additional Paid-In Capital,75.23,75.39,75.39,75.39,75.39,75.39,69.38,69.38,69.38,69.38
25,Retained Earnings,402.96,403.7,373.72,372.89,334.84,346.19,336.85,338.11,303.48,331.01
26,Total Common Equity,1158,1159,1129,1128,1090,1102,1086,1087,1053,1080
27,Minority Interest,86.24,109.43,112.05,111.04,108.86,105.96,153.16,142.5,134.61,148.47
28,Shareholders' Equity,1244,1269,1241,1239,1199,1208,1239,1230,1187,1229
29,Total Liabilities & Equity,1296,1303,1320,1326,1341,1369,1317,1310,1281,1321
30,Total Debt,10.15,11.64,10.24,40.11,61.2,107.7,20.27,50.22,51.07,71.76
31,Net Cash (Debt),387.58,349.52,348.18,421.21,323.65,216.93,343.09,348.3,271.9,112.54
32,Net Cash Growth,11.32%,-17.02%,7.58%,94.17%,-5.66%,-37.72%,26.18%,209.48%,-,-
33,Net Cash Per Share,0.57,0.51,0.51,0.62,0.48,0.32,0.50,0.51,0.40,0.17
34,Filing Date Shares Outstanding,680,680,680,680,680,680,680,680,680,680
35,Total Common Shares Outstanding,680,680,680,680,680,680,680,680,680,680
36,Working Capital,1118,1209,1200,1205,1171,1178,1197,1191,1153,1196
37,Book Value Per Share,1.70,1.70,1.66,1.66,1.60,1.62,1.60,1.60,1.55,1.59
38,Tangible Book Value,1143,1144,1114,1113,1075,1086,1071,1072,1037,1064
39,Tangible Book Value Per Share,1.68,1.68,1.64,1.64,1.58,1.60,1.57,1.58,1.53,1.56
