,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,589,627,573,824,699,842,1039,1290,1379,2096,2705,Upgrade
1,Market Cap Growth,-23.91%,-23.91%,-17.95%,-2.13%,-32.76%,-34.72%,-24.68%,-38.46%,-49.01%,-7.14%,43.81%,Upgrade
2,Enterprise Value,1720,1889,1791,2124,2279,1833,2104,2108,2419,3028,3691,Upgrade
3,Last Close Price,0.33,0.35,0.32,0.46,0.39,0.47,0.58,0.72,0.77,1.17,1.51,Upgrade
4,PE Ratio,-,-36.11,-,-10.66,-,3.52,4.08,27.39,-,-,6.74,Upgrade
5,Forward PE,-,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.86,Upgrade
6,PS Ratio,0.23,0.24,0.21,0.29,0.23,0.26,0.30,0.35,0.40,0.74,0.68,Upgrade
7,PB Ratio,0.15,0.16,0.15,0.21,0.17,0.20,0.24,0.31,0.34,0.56,0.68,Upgrade
8,P/TBV Ratio,0.16,0.16,0.15,0.21,0.17,0.20,0.24,0.31,0.34,0.59,0.74,Upgrade
9,P/FCF Ratio,0.67,0.72,0.78,1.88,3.79,3.36,19.59,-,14.69,-,8.25,Upgrade
10,P/OCF Ratio,0.71,0.71,0.78,1.76,3.24,3.30,17.72,-,14.08,-,8.12,Upgrade
11,PEG Ratio,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,Upgrade
12,EV/Sales Ratio,0.66,0.73,0.65,0.75,0.77,0.56,0.60,0.58,0.71,1.06,0.93,Upgrade
13,EV/EBITDA Ratio,86.51,110.52,-,7120.49,-,5.00,5.48,5.93,10.17,14.10,6.58,Upgrade
14,EV/EBIT Ratio,-,-603.97,-,-100.69,-,5.51,6.20,6.87,12.97,-,7.22,Upgrade
15,EV/FCF Ratio,1.96,2.16,2.44,4.85,12.37,7.32,39.65,-,25.76,-,11.26,Upgrade
16,Debt / Equity Ratio,0.46,0.46,0.48,0.47,0.48,0.50,0.35,0.42,0.42,0.45,0.37,Upgrade
17,Debt / FCF Ratio,2.01,2.01,2.54,4.12,10.34,8.55,29.31,-,18.03,-,4.43,Upgrade
18,Return on Capital Employed (ROCE),-,-0.08%,-,-0.54%,-,7.73%,7.62%,7.35%,4.60%,-,12.72%,Upgrade
19,Earnings Yield,-2.95%,-2.77%,-4.33%,-9.38%,-9.12%,28.41%,24.51%,3.65%,-12.00%,-0.01%,14.84%,Upgrade
20,FCF Yield,148.91%,139.79%,128.09%,53.09%,26.38%,29.75%,5.11%,9.89%,6.81%,-2.34%,12.12%,Upgrade
