,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,13709,13046,11728,18492,30748,31002,69600,59735,68039,59015,61362,Upgrade
1,Market Cap Growth,-29.45%,-29.45%,-61.86%,-40.35%,-55.82%,-48.10%,2.29%,1.22%,10.88%,18.48%,45.92%,Upgrade
2,Enterprise Value,41589,40347,35050,39787,48067,44938,81030,68191,73390,62545,63309,Upgrade
3,Last Close Price,7.65,7.01,6.24,9.82,15.71,15.84,25.05,21.50,24.26,20.65,21.48,Upgrade
4,PE Ratio,6.95,6.67,4.32,5.28,1.70,1.82,-,14.29,-,7.34,7.84,Upgrade
5,Forward PE,4.82,4.44,2.31,3.43,4.75,4.34,6.44,5.81,7.03,6.99,7.74,Upgrade
6,PS Ratio,1.88,1.81,1.33,2.01,3.44,6.92,-,15.78,-,9.22,10.71,Upgrade
7,PB Ratio,0.27,0.25,0.22,0.35,0.58,0.58,1.22,1.17,1.43,1.51,1.67,Upgrade
8,P/TBV Ratio,0.45,0.45,0.40,0.63,0.97,0.95,1.61,1.49,1.78,1.83,1.96,Upgrade
9,P/OCF Ratio,6.11,6.11,5.36,9.10,15.02,30.54,-,81.95,-,184.25,150.13,Upgrade
10,PEG Ratio,0.37,0.49,0.83,-,-,-,0.74,0.30,1.07,1.60,1.59,Upgrade
11,EV/Sales Ratio,5.77,5.59,3.97,4.33,5.38,10.03,-,18.01,-,9.77,11.05,Upgrade
12,EV/EBITDA Ratio,10.41,14.62,11.74,13.10,16.47,29.76,-,63.53,-,32.36,36.76,Upgrade
13,EV/EBIT Ratio,14.33,23.37,17.42,18.17,22.01,37.87,-,80.08,-,36.56,40.89,Upgrade
14,EV/FCF Ratio,-16.62,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Debt / Equity Ratio,0.58,0.58,0.57,0.60,0.47,0.43,0.29,0.30,0.25,0.24,0.19,Upgrade
16,Return on Capital Employed (ROCE),2.13%,2.13%,2.47%,2.79%,2.97%,1.57%,-,1.31%,-,3.65%,3.61%,Upgrade
17,Earnings Yield,14.28%,15.00%,23.14%,18.94%,58.68%,54.92%,-,7.00%,-,13.62%,12.75%,Upgrade
18,FCF Yield,-18.26%,-19.19%,-30.94%,-18.59%,-13.06%,-8.18%,-,-4.33%,-,-5.01%,-4.20%,Upgrade
19,Buyback Yield / Dilution,1.97%,3.88%,0.07%,0.70%,-,4.24%,-,-0.11%,-,-0.11%,-1.85%,Upgrade
20,Total Shareholder Return,4.59%,3.88%,0.07%,0.70%,-,4.24%,-,-0.11%,-,-0.11%,-1.85%,Upgrade
