,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,3135,3578,4438,4072,3824,-,3148,-,2817,3017,Upgrade
1,Revenue Growth (YoY),-29.35%,-12.14%,16.03%,-,21.50%,-,11.74%,-,33.93%,61.36%,Upgrade
2,Cost of Revenue,1984,2580,3257,2975,2692,-,2341,-,1884,1975,Upgrade
3,Gross Profit,1151,997.91,1181,1097,1132,-,806.38,-,932.56,1042,Upgrade
4,"Selling, General & Admin",320.24,351.9,252.3,312.38,246.74,-,151.56,-,198.62,220.2,Upgrade
5,Other Operating Expenses,-51.32,-93.98,-209.74,-126.49,-127.48,-,-53.23,-,-60.75,57.42,Upgrade
6,Operating Expenses,262.93,279.24,72.87,178.15,119.26,-,98.33,-,137.88,277.62,Upgrade
7,Operating Income,887.96,718.67,1108,918.38,1013,-,708.06,-,794.69,764.52,Upgrade
8,Interest Expense,-353.79,-371.2,-356.71,-320.84,-278.6,-,-136.48,-,-108.42,-91.82,Upgrade
9,Interest & Investment Income,25.35,51.05,55.84,45.46,45.89,-,32.17,-,52.39,52.8,Upgrade
10,Earnings From Equity Investments,701.12,393.2,1269,1049,1887,-,2740,-,2910,3297,Upgrade
11,Currency Exchange Gain (Loss),0.33,1.78,0.13,23.85,3.17,-,-0.28,-,-4.47,6.28,Upgrade
12,Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,109.69,Upgrade
13,EBT Excluding Unusual Items,1261,793.5,2076,1716,2671,-,3343,-,3644,4138,Upgrade
14,Gain (Loss) on Sale of Investments,-9.4,13.68,-11.76,-27.2,-7.05,-,1.33,-,-0.41,-,Upgrade
15,Gain (Loss) on Sale of Assets,-,-0.06,-,1.75,-,-,0.01,-,-0.06,-26.02,Upgrade
16,Other Unusual Items,-,-0.35,0.64,0.6,17.08,-,-,-,14.03,-,Upgrade
17,Pretax Income,1252,806.77,2065,1691,2681,-,3345,-,3658,4112,Upgrade
18,Income Tax Expense,30.94,80.35,109.04,156.72,131.95,-,110.27,-,119.47,158.05,Upgrade
19,Earnings From Continuing Operations,1221,726.42,1956,1535,2549,-,3234,-,3539,3954,Upgrade
20,Earnings From Discontinued Operations,-,-,-,-,12107,-,271.17,-,-,-,Upgrade
21,Net Income to Company,1221,726.42,1956,1535,14656,-,3506,-,3539,3954,Upgrade
22,Minority Interest in Earnings,-44.76,-80.68,-138.33,-112.02,-119.37,-,-28.88,-,-70.06,-98.72,Upgrade
23,Net Income,1176,645.74,1818,1423,14537,-,3477,-,3468,3855,Upgrade
24,Net Income to Common,1176,645.74,1818,1423,14537,-,3477,-,3468,3855,Upgrade
25,Net Income Growth,-35.32%,-54.61%,-87.49%,-,318.10%,-,0.24%,-,10.44%,12.83%,Upgrade
26,Shares Outstanding (Basic),1743,1812,1813,1813,1826,-,1805,-,1805,1805,Upgrade
27,Shares Outstanding (Diluted),1743,1812,1813,1813,1826,-,1907,-,1905,1905,Upgrade
28,Shares Change (YoY),-3.88%,-0.07%,-0.70%,-,-4.24%,-,0.11%,-,0.11%,1.85%,Upgrade
29,EPS (Basic),0.67,0.36,1.00,0.78,7.96,-,1.93,-,1.92,2.14,Upgrade
30,EPS (Diluted),0.67,0.36,1.00,0.78,7.96,-,1.85,-,1.85,2.05,Upgrade
31,EPS Growth,-32.71%,-54.58%,-87.40%,-,329.58%,-,0.04%,-,10.38%,11.10%,Upgrade
32,Free Cash Flow,-829.21,-1500,-1793,-1388,-2166,-,-2150,-,-1455,-1238,Upgrade
33,Free Cash Flow Per Share,-0.48,-0.83,-0.99,-0.77,-1.19,-,-1.13,-,-0.76,-0.65,Upgrade
34,Operating Margin,28.32%,20.09%,24.97%,22.55%,26.49%,-,22.49%,-,28.21%,25.34%,Upgrade
35,Profit Margin,37.51%,18.05%,40.97%,34.94%,380.11%,-,110.46%,-,123.13%,127.79%,Upgrade
36,Free Cash Flow Margin,-26.45%,-41.93%,-40.41%,-34.08%,-56.62%,-,-68.30%,-,-51.67%,-41.04%,Upgrade
37,EBITDA,1378,1192,1519,1293,1289,-,892.53,-,909.36,852.46,Upgrade
38,D&A For EBITDA,489.73,472.87,410.8,374.53,276.25,92.86,184.47,61.46,114.67,87.94,Upgrade
39,EBIT,887.96,718.67,1108,918.38,1013,-,708.06,-,794.69,764.52,Upgrade
