,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,451,423,592,300,437,449,506,649,637,262,406,Upgrade
1,Market Cap Growth,41.04%,41.04%,35.40%,-33.33%,-13.58%,-30.77%,-20.59%,147.62%,56.92%,-,-,Upgrade
2,Enterprise Value,347,273,495,155,294,273,288,488,547,125,151,Upgrade
3,Last Close Price,0.32,0.30,0.42,0.24,0.35,0.36,0.41,0.52,0.51,0.21,0.33,Upgrade
4,PE Ratio,15.32,14.50,27.72,18.33,26.75,18.70,15.41,-95.20,-,2.57,-,Upgrade
5,PS Ratio,1.65,1.57,2.25,1.12,1.81,1.98,1.65,1.98,2.67,1.01,1.34,Upgrade
6,PB Ratio,1.50,1.34,1.97,1.21,1.78,1.74,1.96,2.73,2.96,1.18,4.90,Upgrade
7,P/TBV Ratio,1.40,1.40,2.07,1.29,1.90,1.87,2.11,2.95,3.22,1.28,6.18,Upgrade
8,P/FCF Ratio,-,-,-20.53,-,-23.92,-,-,6.10,66.08,-,-,Upgrade
9,P/OCF Ratio,25.79,-,-53.37,-,-29.59,-,-,5.91,52.45,-,-,Upgrade
10,EV/Sales Ratio,1.29,1.01,1.88,0.58,1.22,1.20,0.94,1.49,2.29,0.48,0.50,Upgrade
11,EV/EBITDA Ratio,13.77,11.88,58.71,25.93,-,13.96,10.00,40.15,-,-,-,Upgrade
12,EV/EBIT Ratio,17.21,13.57,-,42.43,-,16.20,11.44,88.52,-,-,-,Upgrade
13,EV/FCF Ratio,-69.08,-,-17.18,-,-16.10,-,-,4.58,56.82,-,-,Upgrade
14,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.02,0.01,0.04,Upgrade
15,Debt / FCF Ratio,-,-,-0.08,-,-0.05,-,-,0.03,0.43,-,-,Upgrade
16,Return on Capital Employed (ROCE),6.38%,6.36%,-,1.47%,-,6.52%,9.76%,2.31%,-,-,-,Upgrade
17,Earnings Yield,6.46%,6.90%,3.61%,5.46%,3.74%,5.35%,6.49%,-1.05%,18.28%,38.89%,-17.98%,Upgrade
18,FCF Yield,-1.12%,-1.19%,-4.87%,-11.61%,-4.18%,-16.12%,1.29%,16.40%,1.51%,-21.44%,-12.19%,Upgrade
19,Buyback Yield / Dilution,-11.77%,-12.83%,-10.70%,-,-,-,-,-,-,-,-,Upgrade
20,Total Shareholder Return,-11.77%,-12.83%,-10.70%,-,-,-,-,-,-,-,-,Upgrade
