,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,119.24,166.74,113.6,161.21,162.19,196.81,237.38,182.54,108.34,157.93,Upgrade
1,Cash & Short-Term Investments,119.24,166.74,113.6,161.21,162.19,196.81,237.38,182.54,108.34,157.93,Upgrade
2,Cash Growth,4.96%,3.43%,-29.96%,-18.09%,-31.67%,7.82%,119.10%,15.58%,-60.59%,94.16%,Upgrade
3,Accounts Receivable,65.98,57.38,44.98,20.45,37.07,22.38,48.48,43.02,56.75,68.62,Upgrade
4,Other Receivables,11.16,2.59,15.65,2.42,5.38,1.64,11.58,0.46,24.52,8.92,Upgrade
5,Receivables,77.15,59.97,60.62,22.87,42.45,24.02,60.06,43.48,81.27,77.53,Upgrade
6,Inventory,202.04,235.75,201.21,238.37,215.41,250.57,201.12,257.32,265.1,289.75,Upgrade
7,Prepaid Expenses,9.92,8.9,15.71,12.36,22.32,29.13,9.45,2.73,2.18,95.25,Upgrade
8,Other Current Assets,-,5.28,-,5.47,-,4,-,8.61,-,178.07,Upgrade
9,Total Current Assets,408.35,476.63,391.15,440.27,442.37,504.52,508,494.67,456.89,798.53,Upgrade
10,"Property, Plant & Equipment",121.41,94.79,81.42,83.38,88.23,93.82,88.32,92.3,85.33,91.77,Upgrade
11,Other Long-Term Assets,0.98,7.47,2.69,1.94,-,-,-,-,-,-,Upgrade
12,Total Assets,530.74,578.89,475.25,525.59,530.6,598.34,596.33,586.96,542.22,890.3,Upgrade
13,Accounts Payable,61.49,115.48,70.07,84.49,89.45,99.33,84.05,94.53,54.64,100.6,Upgrade
14,Accrued Expenses,-,28.38,-,29.42,-,88.37,-,49.78,-,62.67,Upgrade
15,Current Portion of Leases,1.07,1.12,0.86,0.86,1.56,1.82,1.59,2.02,2.08,2.68,Upgrade
16,Current Income Taxes Payable,-,18.49,-,23.4,-,13.67,-,19.28,-,10.93,Upgrade
17,Current Unearned Revenue,25,36.31,25.68,55.86,21.72,53.88,67.64,96.24,61.72,512.56,Upgrade
18,Other Current Liabilities,127.2,78.01,130.51,85.84,159.39,82.98,204.05,107.85,202.24,117.14,Upgrade
19,Total Current Liabilities,214.76,277.78,227.11,279.88,272.12,340.05,357.33,369.71,320.68,806.57,Upgrade
20,Long-Term Leases,0.7,1.19,1.4,0.13,0.04,0.76,1.18,2.09,-,1,Upgrade
21,Total Liabilities,215.46,278.97,228.5,280.01,272.16,340.81,358.5,371.81,320.68,807.57,Upgrade
22,Common Stock,140.84,140.84,124.82,124.82,124.82,124.82,124.82,124.82,124.82,124.82,Upgrade
23,Additional Paid-In Capital,486.34,486.34,464.46,464.46,464.46,464.46,464.46,464.46,464.46,464.46,Upgrade
24,Retained Earnings,-745.25,-763.76,-774.38,-785.1,-790.73,-801.43,-814.75,-834.24,-807.94,-950.62,Upgrade
25,Comprehensive Income & Other,419.33,421.7,416.99,425.63,442.08,451.54,445.72,442.63,423.13,426.99,Upgrade
26,Total Common Equity,301.25,285.12,231.89,229.82,240.63,239.4,220.25,197.67,204.48,65.66,Upgrade
27,Minority Interest,14.02,14.8,14.86,15.77,17.8,18.14,17.58,17.48,17.07,17.07,Upgrade
28,Shareholders' Equity,315.28,299.92,246.75,245.59,258.43,257.53,237.83,215.16,221.55,82.73,Upgrade
29,Total Liabilities & Equity,530.74,578.89,475.25,525.59,530.6,598.34,596.33,586.96,542.22,890.3,Upgrade
30,Total Debt,1.78,2.3,2.25,0.99,1.6,2.58,2.77,4.11,2.08,3.68,Upgrade
31,Net Cash (Debt),117.46,164.44,111.35,160.22,160.59,194.23,234.61,178.43,106.26,154.26,Upgrade
32,Net Cash Growth,5.49%,2.63%,-30.66%,-17.51%,-31.55%,8.86%,120.79%,15.67%,-60.32%,-,Upgrade
33,Net Cash Per Share,0.08,0.12,0.09,0.13,0.13,0.16,0.19,0.14,0.09,0.12,Upgrade
34,Filing Date Shares Outstanding,1408,1408,1248,1248,1248,1248,1248,1248,1248,1248,Upgrade
35,Total Common Shares Outstanding,1408,1408,1248,1248,1248,1248,1248,1248,1248,1248,Upgrade
36,Working Capital,193.59,198.85,164.04,160.39,170.25,164.47,150.68,124.96,136.21,-8.04,Upgrade
37,Book Value Per Share,0.21,0.20,0.19,0.18,0.19,0.19,0.18,0.16,0.16,0.05,Upgrade
38,Tangible Book Value,301.25,285.12,231.89,229.82,240.63,239.4,220.25,197.67,204.48,65.66,Upgrade
39,Tangible Book Value Per Share,0.21,0.20,0.19,0.18,0.19,0.19,0.18,0.16,0.16,0.05,Upgrade
40,Buildings,-,253.62,-,257.61,-,281.46,-,273.42,-,256.89,Upgrade
41,Machinery,-,467.28,-,496.48,-,558.63,-,542.51,-,416.54,Upgrade
42,Construction In Progress,-,3.86,-,-,-,-,-,2.44,-,-,Upgrade
43,Leasehold Improvements,-,-,-,-,-,-,-,-,-,111.32,Upgrade
