,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,10308,13296,14328,14748,13380,11184,9348,10452,8592,9552,9480,9624,7752,9828,7980,6936,7548,7020,5484,5604,7176,Upgrade
1,Market Cap Growth,18.88%,18.88%,53.27%,41.10%,55.73%,17.09%,-1.39%,8.60%,10.84%,-2.81%,18.80%,38.75%,2.70%,40.00%,45.51%,23.77%,5.18%,5.22%,-21.88%,-27.88%,27.46%,Upgrade
2,Enterprise Value,5794,8962,8911,9726,8484,6729,4477,5327,3845,5453,5163,6311,4439,7006,4631,3890,4502,3987,2476,3691,5263,Upgrade
3,Last Close Price,8.59,10.82,11.66,11.23,10.19,8.51,7.12,7.08,5.82,6.47,6.42,6.11,4.92,6.24,5.06,4.18,4.54,4.23,3.30,3.14,4.02,Upgrade
4,PE Ratio,7.65,9.87,8.55,7.93,6.57,4.38,3.38,3.80,3.40,4.38,5.35,6.34,5.59,8.37,9.12,8.40,9.79,8.58,5.36,5.13,6.36,Upgrade
5,Forward PE,8.50,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,5.96,6.55,6.17,9.18,9.18,9.18,Upgrade
6,PS Ratio,1.43,1.84,1.93,1.94,1.72,1.47,1.14,1.26,1.02,1.10,1.16,1.28,1.15,1.52,1.36,1.24,1.45,1.46,1.08,1.00,1.20,Upgrade
7,PB Ratio,0.82,1.05,1.15,1.12,1.05,0.90,0.79,0.84,0.65,-,0.91,0.92,0.77,1.01,0.85,0.72,0.80,0.78,0.61,0.62,0.81,Upgrade
8,P/TBV Ratio,1.46,1.46,1.61,1.55,1.49,1.29,1.16,1.17,0.88,-,1.19,1.20,1.02,1.36,1.17,0.97,1.10,1.09,0.86,0.86,1.16,Upgrade
9,P/FCF Ratio,10.89,14.04,11.40,7.31,5.66,3.61,3.05,3.95,4.16,5.33,5.24,6.06,4.80,7.04,8.29,5.52,5.99,4.34,3.15,3.53,6.39,Upgrade
10,P/OCF Ratio,6.15,6.15,5.81,4.68,3.74,2.70,2.28,2.82,2.88,3.94,3.91,4.44,3.60,5.32,5.75,4.23,4.53,3.34,2.45,2.67,3.19,Upgrade
11,EV/Sales Ratio,0.80,1.24,1.20,1.28,1.09,0.89,0.55,0.64,0.46,0.63,0.63,0.84,0.66,1.08,0.79,0.70,0.86,0.83,0.49,0.66,0.88,Upgrade
12,EV/EBITDA Ratio,2.77,4.29,3.58,3.59,2.93,1.90,1.17,1.42,1.09,1.75,1.94,2.65,2.01,3.48,2.81,2.47,2.89,2.50,1.31,1.79,2.48,Upgrade
13,EV/EBIT Ratio,4.23,6.55,5.02,4.79,3.82,2.34,1.42,1.72,1.34,2.21,2.54,3.60,2.79,4.96,4.49,3.95,4.72,4.08,1.92,2.56,3.48,Upgrade
14,EV/FCF Ratio,6.12,9.46,7.09,4.82,3.59,2.17,1.46,2.01,1.86,3.04,2.85,3.98,2.75,5.02,4.81,3.10,3.57,2.46,1.42,2.32,4.68,Upgrade
15,Debt / Equity Ratio,0.15,0.15,0.16,0.15,0.15,0.16,0.17,0.14,0.15,-,0.22,0.22,0.22,0.23,0.25,0.25,0.22,0.24,0.29,0.32,0.28,Upgrade
16,Debt / EBITDA Ratio,0.93,1.42,0.87,0.73,0.95,0.66,0.63,0.49,0.42,-,0.79,0.94,0.70,0.98,1.30,1.34,0.94,2.76,1.74,1.66,1.02,Upgrade
17,Debt / FCF Ratio,2.05,2.05,1.55,0.97,0.82,0.63,0.64,0.64,0.96,-,1.28,1.49,1.35,1.57,2.45,1.94,1.67,1.32,1.47,1.83,2.17,Upgrade
18,Asset Turnover,0.29,0.35,0.38,0.34,0.33,0.39,0.42,-,-,0.45,0.52,0.46,0.43,0.36,0.40,0.44,0.30,0.30,0.31,0.33,Upgrade,
19,Inventory Turnover,13.25,11.87,15.51,13.67,13.16,8.99,12.45,11.66,-,-,12.21,14.20,11.36,11.90,11.02,12.51,11.93,8.74,9.64,9.49,8.48,Upgrade
20,Quick Ratio,1.59,1.59,1.47,1.68,1.55,1.49,1.49,1.54,1.68,-,1.49,1.47,1.43,1.45,1.37,1.62,1.66,1.62,1.65,1.60,1.54,Upgrade
21,Current Ratio,1.69,1.69,1.55,1.76,1.63,1.57,1.56,1.69,1.77,-,1.57,1.58,1.52,1.52,1.44,1.70,1.74,1.73,1.74,1.68,1.62,Upgrade
22,Return on Equity (ROE),5.86%,10.28%,13.30%,12.76%,16.98%,16.67%,18.99%,-,-,18.87%,14.99%,22.98%,13.44%,10.08%,10.71%,15.46%,0.89%,8.47%,8.96%,19.09%,Upgrade,
23,Return on Assets (ROA),1.98%,4.35%,5.83%,3.99%,6.86%,7.54%,8.08%,-,-,7.66%,6.35%,8.56%,6.24%,4.59%,4.69%,6.60%,0.44%,4.03%,4.31%,6.95%,Upgrade,
24,Return on Capital (ROIC),2.83%,6.23%,8.38%,5.82%,10.12%,11.16%,11.76%,-,-,11.22%,9.23%,12.18%,8.61%,6.24%,6.39%,8.94%,0.59%,5.34%,5.81%,9.53%,Upgrade,
25,Return on Capital Employed (ROCE),8.88%,8.88%,11.94%,12.95%,14.63%,19.63%,21.90%,20.99%,18.48%,-,16.61%,14.53%,13.89%,12.58%,9.66%,8.62%,8.53%,9.17%,11.94%,13.16%,14.20%,Upgrade
26,Earnings Yield,13.07%,10.13%,11.70%,12.61%,15.22%,22.83%,29.59%,26.31%,29.41%,22.84%,18.69%,15.77%,17.89%,11.95%,10.96%,11.90%,10.21%,11.66%,18.67%,19.48%,15.72%,Upgrade
27,FCF Yield,9.19%,7.12%,8.77%,13.67%,17.66%,27.67%,32.77%,25.31%,24.05%,18.77%,19.10%,16.49%,20.82%,14.21%,12.06%,18.11%,16.71%,23.05%,31.76%,28.34%,15.65%,Upgrade
28,Dividend Yield,10.14%,9.70%,-,-,8.35%,-,-,-,17.18%,-,-,-,10.16%,-,-,-,7.26%,-,-,-,8.70%,Upgrade
29,Payout Ratio,79.41%,8.26%,316.18%,3.21%,1.49%,3.50%,239.92%,2.81%,2.16%,4.08%,126.04%,5.68%,4.26%,6.89%,175.42%,8.88%,5.02%,155.44%,238.02%,16.46%,8.98%,Upgrade
30,Buyback Yield / Dilution,0.01%,-0.02%,0.00%,0.01%,0.04%,0.01%,-0.02%,0.02%,0.02%,0.02%,-0.02%,0.01%,-0.01%,0.02%,0.02%,-0.00%,0.06%,-1.58%,0.02%,-0.00%,0.01%,Upgrade
31,Total Shareholder Return,10.15%,9.68%,0.00%,0.01%,8.39%,0.01%,-0.02%,0.02%,17.20%,0.02%,-0.02%,0.01%,10.15%,0.02%,0.02%,-0.00%,7.32%,-1.58%,0.02%,-0.00%,8.72%,Upgrade
