,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,652058,544739,517221,491101,608153,466920,439691,479272,557160,417850,354452,314245,396517,256219,317424,296437,487015,290018,288702,303687,Upgrade
1,Revenue Growth (YoY),7.22%,16.67%,17.63%,2.47%,9.15%,11.74%,24.05%,52.52%,40.51%,63.08%,11.66%,6.01%,-18.58%,-11.65%,9.95%,-2.39%,-5.63%,-11.46%,1.06%,11.18%,Upgrade
2,Cost of Revenue,386348,335982,379342,247891,319695,285774,289382,205545,262269,245794,189737,126351,204290,167036,165717,132614,245338,175884,172190,156693,Upgrade
3,Gross Profit,265710,208758,137879,243211,288458,181146,150310,273727,294891,172056,164715,187894,192227,89183,151707,163823,241677,114134,116512,146994,Upgrade
4,"Selling, General & Admin",111059,116394,52099,160847,192264,93719,53557,173054,200044,95327,109345,118340,112552,52844,90240,107233,148330,58709,58062,91662,Upgrade
5,Operating Expenses,111059,116394,52099,160847,192264,93719,53557,173054,200044,95327,109345,118340,112552,52844,90240,107233,148330,58709,58062,91662,Upgrade
6,Operating Income,154651,92364,85780,82364,96194,87427,96753,100673,94847,76729,55370,69554,79675,36339,61468,56590,93347,55425,58450,55333,Upgrade
7,Interest Expense,-1204,-1025,-1391,-1260,-934.48,-2448,-469.64,-2654,-949.04,-653.15,-,-2192,-1632,-1158,-1558,-1148,-1894,-1760,-133.51,-1620,Upgrade
8,Interest & Investment Income,4951,3683,-,3189,3254,6294,-,10798,8060,1342,9653,798.68,4579,5417,2368,-,916.3,6070,28.74,-,Upgrade
9,Currency Exchange Gain (Loss),-,-,1331,820.37,-43.06,-,-279.56,2935,-1814,-,484.21,-722.73,1671,-,800.9,964.51,525.83,-,764.88,590.8,Upgrade
10,Other Non Operating Income (Expenses),-6080,-4003,-2748,-6300,-4704,-4618,2979,-13878,-6220,-5175,-6274,-1778,1246,-2423,-1726,-6510,-2027,-3101,559.57,-5605,Upgrade
11,EBT Excluding Unusual Items,152318,91019,82972,78813,93766,86656,98983,97874,93924,72242,59233,65660,85538,38176,61352,49896,90868,56634,59670,48699,Upgrade
12,Gain (Loss) on Sale of Investments,-,-,-,-0.49,2,-,-,-8.02,2.86,-,5.41,337.01,3323,-,489.11,84.15,-97.14,-,-371.29,39.4,Upgrade
13,Gain (Loss) on Sale of Assets,-,-,91.82,-1020,-2312,-,1020,1292,-7.54,-,18.18,-10.64,-5124,-,-75.34,5199,-2655,-,-,2655,Upgrade
14,Pretax Income,152318,91019,83064,77792,91456,86656,100003,99158,93919,72242,59257,65986,83737,38176,61766,55180,88116,56634,59299,51393,Upgrade
15,Income Tax Expense,31708,18610,17141,15872,19107,16951,20328,21332,25382,16453,12645,13385,17141,6857,12442,13324,17738,5741,11987,10279,Upgrade
16,Net Income,120610,72409,65923,61920,72349,69705,79675,77826,68537,55790,46612,52601,66596,31319,49325,41855,70378,50893,47311,41114,Upgrade
17,Preferred Dividends & Other Adjustments,-,-,5264,9294,10852,-,5068,11450,16446,-,8368,14882,5054,-,3758,6769,9030,-,10397,10611,Upgrade
18,Net Income to Common,120610,72409,60659,52626,61497,69705,74608,66376,52091,55790,38244,37719,61542,31319,45566,35087,61348,50893,36914,30503,Upgrade
19,Net Income Growth,66.70%,3.88%,-17.26%,-20.44%,5.56%,24.94%,70.93%,47.96%,2.92%,78.13%,-5.50%,25.67%,-5.37%,-38.46%,4.26%,1.80%,35.51%,22.59%,45.06%,13.19%,Upgrade
20,Shares Outstanding (Basic),166,166,154,142,181,166,154,142,137,173,163,127,167,175,154,133,175,186,131,128,Upgrade
21,Shares Outstanding (Diluted),166,166,154,142,181,166,154,142,137,173,163,127,167,175,154,133,175,186,131,128,Upgrade
22,Shares Change (YoY),-8.36%,0.07%,-0.13%,0.06%,31.89%,-3.86%,-5.20%,11.93%,-17.71%,-1.45%,5.72%,-4.70%,-4.35%,-5.98%,17.76%,3.94%,3.57%,10.59%,-11.98%,-0.14%,Upgrade
23,EPS (Basic),726.00,436.00,393.92,370.70,339.23,420.00,483.87,467.86,378.97,323.18,235.12,297.58,368.44,178.79,296.15,263.81,351.32,273.16,282.54,238.38,Upgrade
24,EPS (Diluted),726.00,436.00,393.92,370.70,339.14,420.00,483.87,467.86,378.89,323.18,235.12,297.58,368.44,178.79,296.15,263.81,351.22,273.16,282.54,238.38,Upgrade
25,EPS Growth,114.07%,3.81%,-18.59%,-20.77%,-10.49%,29.96%,105.79%,57.22%,2.84%,80.76%,-20.61%,12.80%,4.90%,-34.55%,4.82%,10.67%,29.57%,10.85%,51.77%,8.90%,Upgrade
26,Free Cash Flow,44296,69591,39551,-33941,83456,-71958,-64302,-50261,82956,40097,85423,70774,101383,12582,39188,28872,90735,-93251,9362,-23378,Upgrade
27,Free Cash Flow Per Share,266.63,419.03,256.85,-239.08,460.36,-433.58,-417.03,-354.27,603.52,232.28,525.18,558.36,606.97,71.82,254.70,217.08,519.61,-500.51,71.66,-182.70,Upgrade
28,Dividend Per Share,-,-,-,-,454.546,-,-,-,432.901,-,-,-,649.351,-,-,-,649.351,-,-,-,Upgrade
29,Dividend Growth,-,-,-,-,5.00%,-,-,-,-33.33%,-,-,-,0%,-,-,-,95.00%,-,-,-,Upgrade
30,Gross Margin,40.75%,38.32%,26.66%,49.52%,47.43%,38.80%,34.19%,57.11%,52.93%,41.18%,46.47%,59.79%,48.48%,34.81%,47.79%,55.26%,49.62%,39.35%,40.36%,48.40%,Upgrade
31,Operating Margin,23.72%,16.96%,16.58%,16.77%,15.82%,18.72%,22.00%,21.01%,17.02%,18.36%,15.62%,22.13%,20.09%,14.18%,19.36%,19.09%,19.17%,19.11%,20.25%,18.22%,Upgrade
32,Profit Margin,18.50%,13.29%,11.73%,10.72%,10.11%,14.93%,16.97%,13.85%,9.35%,13.35%,10.79%,12.00%,15.52%,12.22%,14.35%,11.84%,12.60%,17.55%,12.79%,10.04%,Upgrade
33,Free Cash Flow Margin,6.79%,12.78%,7.65%,-6.91%,13.72%,-15.41%,-14.62%,-10.49%,14.89%,9.60%,24.10%,22.52%,25.57%,4.91%,12.35%,9.74%,18.63%,-32.15%,3.24%,-7.70%,Upgrade
34,EBITDA,180524,118313,111895,108661,122330,113496,111911,115698,109889,91896,70580,84521,94947,51710,76547,71279,106757,68763,71851,68546,Upgrade
35,EBITDA Margin,27.69%,21.72%,21.63%,22.13%,20.11%,24.31%,25.45%,24.14%,19.72%,21.99%,19.91%,26.90%,23.95%,20.18%,24.12%,24.05%,21.92%,23.71%,24.89%,22.57%,Upgrade
36,D&A For EBITDA,25873,25949,26115,26298,26136,26069,15158,15025,15042,15167,15210,14967,15272,15371,15080,14690,13410,13337,13400,13213,Upgrade
37,EBIT,154651,92364,85780,82364,96194,87427,96753,100673,94847,76729,55370,69554,79675,36339,61468,56590,93347,55425,58450,55333,Upgrade
38,EBIT Margin,23.72%,16.96%,16.58%,16.77%,15.82%,18.72%,22.00%,21.01%,17.02%,18.36%,15.62%,22.13%,20.09%,14.18%,19.36%,19.09%,19.17%,19.11%,20.25%,18.22%,Upgrade
39,Effective Tax Rate,20.82%,20.45%,20.64%,20.40%,20.89%,19.56%,20.33%,21.51%,27.02%,22.77%,21.34%,20.28%,20.47%,17.96%,20.14%,24.15%,20.13%,10.14%,20.21%,20.00%,Upgrade
40,Revenue as Reported,652058,544739,517221,491101,608153,466920,439691,479272,557160,417850,354452,314245,396517,256219,317424,296437,487015,290018,288702,303687,Upgrade
