,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Revenue,105.9,69.18,64.65,57.84,53.6,34.84,42.92,48.71,41.82,26.21
1,Revenue Growth (YoY),63.80%,19.60%,20.63%,66.00%,24.87%,-28.47%,2.63%,85.82%,-58.71%,-64.09%
2,Cost of Revenue,99.53,64.58,61.51,52.2,50.63,31.33,42.68,51.61,44.1,42.72
3,Gross Profit,6.37,4.59,3.14,5.64,2.97,3.52,0.24,-2.9,-2.28,-16.51
4,"Selling, General & Admin",5.43,5.87,3.85,3.95,3.4,2.95,3.42,3.14,3.18,3.12
5,Operating Expenses,5.43,5.87,3.85,3.95,3.4,2.95,3.42,3.14,3.18,3.12
6,Operating Income,0.94,-1.28,-0.71,1.69,-0.43,0.57,-3.18,-6.04,-5.46,-19.63
7,Interest Expense,-0.09,-0.09,-0.06,-0.06,-0.07,-0.09,-0.1,-0.13,-0.11,-0.07
8,Interest & Investment Income,0.53,0.9,0.51,0.37,0.11,0.03,0.03,0.05,0.1,0.16
9,Other Non Operating Income (Expenses),0.29,0.29,0.26,0.19,0.22,-0.08,0.41,-0.36,0.29,-4.08
10,EBT Excluding Unusual Items,1.67,-0.18,0,2.19,-0.18,0.44,-2.84,-6.48,-5.18,-23.61
11,Gain (Loss) on Sale of Investments,0.14,0.01,-,-,-,-,-,-,-,-
12,Gain (Loss) on Sale of Assets,0.09,-0.12,0.13,0.02,0.17,0.04,0.03,0.02,0.02,0
13,Other Unusual Items,0.07,0.09,0.08,0.06,0.13,1.54,0.4,2.85,2.57,1.94
14,Pretax Income,1.97,-0.2,0.21,2.27,0.13,2.02,-2.41,-3.61,-2.6,-21.67
15,Income Tax Expense,-0.01,-1.56,-,0.07,-,0.01,-,-,-,-1.34
16,Net Income,1.98,1.36,0.21,2.2,0.13,2.01,-2.41,-3.61,-2.6,-20.33
17,Net Income to Common,1.98,1.36,0.21,2.2,0.13,2.01,-2.41,-3.61,-2.6,-20.33
18,Net Income Growth,832.08%,-38.23%,69.60%,9.24%,-,-,-,-,-,-
19,Shares Outstanding (Basic),800,800,800,800,800,800,800,800,800,800
20,Shares Outstanding (Diluted),800,800,800,800,800,800,800,800,800,800
21,EPS (Basic),0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.03
22,EPS (Diluted),0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.03
23,EPS Growth,832.08%,-38.25%,69.87%,9.26%,-,-,-,-,-,-
24,Free Cash Flow,29.05,2.26,15.38,-3.51,12.34,-7.54,-7.73,-8.7,-4.78,13.76
25,Free Cash Flow Per Share,0.04,0.00,0.02,-0.00,0.02,-0.01,-0.01,-0.01,-0.01,0.02
26,Operating Margin,0.89%,-1.85%,-1.10%,2.92%,-0.81%,1.64%,-7.42%,-12.40%,-13.04%,-74.87%
27,Profit Margin,1.87%,1.96%,0.33%,3.80%,0.23%,5.78%,-5.60%,-7.41%,-6.21%,-77.53%
28,Free Cash Flow Margin,27.43%,3.27%,23.79%,-6.07%,23.02%,-21.64%,-18.00%,-17.86%,-11.42%,52.48%
29,EBITDA,2.19,-0.09,0.48,2.86,0.73,1.73,-2.01,-4.92,-4.55,-18.66
30,D&A For EBITDA,1.24,1.19,1.19,1.17,1.16,1.16,1.17,1.13,0.91,0.96
31,EBIT,0.94,-1.28,-0.71,1.69,-0.43,0.57,-3.18,-6.04,-5.46,-19.63
