,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,19.36,22.55,44.38,62.39,99.67,116.36,83.23,140.44,132.32,99.22,Upgrade
1,Short-Term Investments,132.64,76.97,95.39,691.36,241.44,159.68,181.15,436.47,201.5,71.35,Upgrade
2,Trading Asset Securities,31.16,25.85,65.03,65.19,210.26,268.59,353.77,535.53,279.52,278.01,Upgrade
3,Accounts Receivable,429.97,443.59,470.55,557.17,626.99,648.31,879.21,867.38,928.82,911.07,Upgrade
4,Other Receivables,-,7.24,-,13.64,-,-,-,-,-,83.19,Upgrade
5,"Property, Plant & Equipment",4.27,4.06,6.29,8.12,10.66,14.97,25.42,43.51,61.89,37.1,Upgrade
6,Other Intangible Assets,-,-,-,-,0.5,0.5,0.5,0.5,0.5,0.5,Upgrade
7,Investments in Debt & Equity Securities,1.83,2.64,-0,392.07,509.64,452.86,286.04,250.42,432.06,7.03,Upgrade
8,Other Current Assets,298.37,260.41,153.96,149.71,110.37,85.55,225.04,172.04,94.92,14.83,Upgrade
9,Long-Term Deferred Tax Assets,0.03,0.03,0.11,0.11,0.11,0.11,0.28,0.28,4.39,4.39,Upgrade
10,Other Long-Term Assets,175.76,192.24,596.86,112.36,23.5,81.38,11.33,105.91,393.27,920.47,Upgrade
11,Total Assets,1097,1040,1433,2054,1833,1828,2046,2552,2529,2427,Upgrade
12,Accounts Payable,134.55,77.57,78.19,695.82,244.31,168.1,181.58,440.02,153.27,74.11,Upgrade
13,Accrued Expenses,-,10.48,-,11.54,-,61.11,-,38.74,-,24.56,Upgrade
14,Short-Term Debt,171.12,168.8,226.38,226.64,381.66,389.77,491.72,554.1,587.62,651.96,Upgrade
15,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,9.02,8.06,Upgrade
16,Current Portion of Leases,1.52,2.99,3.51,3.42,3,4.02,24.76,29.3,31.17,20.01,Upgrade
17,Other Current Liabilities,13.78,2.71,44.66,6.48,102.36,73.92,98.88,108.82,141.8,141.47,Upgrade
18,Long-Term Debt,-,-,-,-,-,-,86.57,86.57,230.56,234.86,Upgrade
19,Long-Term Leases,-,-,1.21,2.99,4.77,6.6,0.33,1.37,6.64,5.14,Upgrade
20,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,0.09,0.09,4.78,4.87,Upgrade
21,Total Liabilities,321.49,263.34,354.85,948.83,736.1,705.9,896.05,1275,1211,1212,Upgrade
22,Common Stock,172.34,167.57,167.57,162.94,159.7,159.7,159.7,159.7,159.7,147.2,Upgrade
23,Additional Paid-In Capital,5423,5411,5411,5405,5396,5396,5396,5396,5397,5304,Upgrade
24,Retained Earnings,-4805,-4793,-4765,-4743,-4743,-4682,-4454,-4228,-3774,-3581,Upgrade
25,Comprehensive Income & Other,-15.11,-9.65,263.92,277.65,283.85,248.33,48.28,-50.59,-464.49,-655.08,Upgrade
26,Total Common Equity,775.53,776.66,1078,1102,1097,1122,1150,1277,1318,1215,Upgrade
27,Minority Interest,0.03,0.03,-,3.44,-,-,-,-,-,-,Upgrade
28,Shareholders' Equity,775.56,776.68,1078,1105,1097,1122,1150,1277,1318,1215,Upgrade
29,Total Liabilities & Equity,1097,1040,1433,2054,1833,1828,2046,2552,2529,2427,Upgrade
30,Total Debt,172.64,171.79,231.1,233.04,389.43,400.39,603.38,671.34,865.01,920.02,Upgrade
31,Net Cash (Debt),10.52,-46.42,-26.3,585.89,161.93,144.25,14.77,441.1,-251.66,-471.44,Upgrade
32,Net Cash Growth,-,-,-,306.16%,996.36%,-67.30%,-,-,-,-,Upgrade
33,Net Cash Per Share,0.00,-0.00,-0.00,0.04,0.01,0.01,0.00,0.03,-0.02,-0.03,Upgrade
34,Filing Date Shares Outstanding,17234,16757,16757,16294,15970,15970,15970,15970,15970,14720,Upgrade
35,Total Common Shares Outstanding,17234,16757,16757,16294,15970,15970,15970,15970,15970,14720,Upgrade
36,Working Capital,594.19,578.24,475.67,596.07,557.39,579.19,913.34,964.68,668.33,490.73,Upgrade
37,Book Value Per Share,0.04,0.05,0.06,0.07,0.07,0.07,0.07,0.08,0.08,0.08,Upgrade
38,Tangible Book Value,775.53,776.66,1078,1102,1097,1122,1149,1277,1318,1215,Upgrade
39,Tangible Book Value Per Share,0.04,0.05,0.06,0.07,0.07,0.07,0.07,0.08,0.08,0.08,Upgrade
