,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020","Sep '19 Sep 30, 2019",+2 Quarters
0,Cash & Equivalents,518.47,393.03,546.42,555.12,529.05,575.16,540.37,546.77,276.8,432.18,Upgrade
1,Short-Term Investments,91.56,211.47,-,-,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,13,16.6,-,-,-,1.41,-,-,201.94,-,Upgrade
3,Cash & Short-Term Investments,623.02,621.1,546.42,555.12,529.05,576.57,540.37,546.77,478.74,432.18,Upgrade
4,Cash Growth,14.02%,11.89%,3.28%,-3.72%,-2.10%,5.45%,12.87%,26.52%,8.47%,7.84%,Upgrade
5,Accounts Receivable,126.54,93.18,125.96,103.13,139.74,122.85,135.18,81.56,113.05,97.81,Upgrade
6,Other Receivables,46.27,44.91,70.9,71.33,54.01,35.46,100.52,63.71,35.12,52.39,Upgrade
7,Receivables,172.81,138.08,196.86,174.46,193.75,158.31,235.7,145.27,162.17,150.2,Upgrade
8,Inventory,132.69,130.7,152.55,150.87,163.99,132.83,130.3,130.89,81.54,131.63,Upgrade
9,Other Current Assets,9.26,7.91,8.34,4.06,4.8,2,9.46,27.27,12.56,13.16,Upgrade
10,Total Current Assets,937.78,897.8,904.17,884.5,891.6,869.7,915.84,850.2,735,727.16,Upgrade
11,"Property, Plant & Equipment",1030,1025,1066,1040,1035,1014,1005,942.27,912.75,898.14,Upgrade
12,Long-Term Investments,1347,1386,1661,1627,1566,1585,1644,1508,1529,1392,Upgrade
13,Goodwill,-,-,-,-,-,-,10.02,7.35,7.06,24.58,Upgrade
14,Other Intangible Assets,17.74,18.36,18.97,19.58,20.2,20.81,21.43,22.53,23.14,23.75,Upgrade
15,Long-Term Deferred Tax Assets,3.16,3.16,7.67,4.79,4.9,5.65,7.4,4.27,4.27,6.53,Upgrade
16,Other Long-Term Assets,21.69,22.21,16.89,26.89,49.95,59.01,49.18,28.92,43.73,36.07,Upgrade
17,Total Assets,3357,3353,3675,3603,3568,3580,3653,3364,3255,3108,Upgrade
18,Accounts Payable,102.16,124.87,95.62,113.41,96.55,97.82,115.93,92.29,82.73,75.19,Upgrade
19,Accrued Expenses,108.57,48.25,133.18,47.45,127.14,62.04,135.77,57.94,44.98,52.93,Upgrade
20,Current Portion of Long-Term Debt,71.73,81.6,81,85.02,130,77,70,66,66.7,107.49,Upgrade
21,Current Portion of Leases,3.65,3.73,3.19,3.49,3.01,3.51,5.4,5.48,6.35,6.57,Upgrade
22,Current Income Taxes Payable,5.85,9.22,10.29,12.95,22.09,22.07,37.18,42.6,41.27,44.91,Upgrade
23,Current Unearned Revenue,253.94,231.9,236.56,219.63,223.34,238.45,230.46,277.91,165.29,215.13,Upgrade
24,Other Current Liabilities,14.11,100.91,21.54,105.43,24.1,85.49,25.14,53.26,75.3,47.25,Upgrade
25,Total Current Liabilities,560.01,600.48,581.38,587.38,626.22,586.39,619.87,595.47,482.62,549.47,Upgrade
26,Long-Term Debt,-,0.18,0.35,0.5,-,23.25,25.84,52,65,50.25,Upgrade
27,Long-Term Leases,15.19,16.16,21.65,11.81,13.05,14.67,19.36,19.18,21.56,21.64,Upgrade
28,Long-Term Deferred Tax Liabilities,15.66,17.74,20.88,20.72,18.32,18.16,32.31,13.55,25.75,10.97,Upgrade
29,Total Liabilities,590.85,634.55,624.26,620.41,657.6,642.46,697.38,680.2,594.92,632.33,Upgrade
30,Common Stock,564.51,564.51,564.51,564.51,564.51,564.51,564.51,564.51,564.51,564.51,Upgrade
31,Additional Paid-In Capital,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,Upgrade
32,Retained Earnings,770.72,727.27,1027,959,935.89,931.93,869.9,744.62,657.01,553.99,Upgrade
33,Comprehensive Income & Other,68.46,77.36,90.43,94.54,69.94,74.64,124.56,29.11,100.09,21.9,Upgrade
34,Total Common Equity,2535,2500,2813,2749,2701,2702,2690,2469,2453,2271,Upgrade
35,Minority Interest,231.77,218.5,237.88,233.37,209.24,235.04,265.69,214.22,207.78,204.21,Upgrade
36,Shareholders' Equity,2766,2719,3050,2982,2911,2937,2956,2683,2660,2476,Upgrade
37,Total Liabilities & Equity,3357,3353,3675,3603,3568,3580,3653,3364,3255,3108,Upgrade
38,Total Debt,90.56,101.67,106.19,100.82,146.06,118.42,120.59,142.66,159.6,185.96,Upgrade
39,Net Cash (Debt),532.46,519.43,440.23,454.3,382.99,458.15,419.78,404.11,319.14,246.22,Upgrade
40,Net Cash Growth,20.95%,14.34%,14.95%,-0.84%,-8.76%,13.37%,31.54%,64.13%,18.58%,-9.59%,Upgrade
41,Net Cash Per Share,0.06,0.06,0.05,0.05,0.04,0.05,0.05,0.05,0.04,0.03,Upgrade
42,Filing Date Shares Outstanding,8935,8935,8935,8935,8935,8935,8935,8935,8935,8935,Upgrade
43,Total Common Shares Outstanding,8935,8935,8935,8935,8935,8935,8935,8935,8935,8935,Upgrade
44,Working Capital,377.78,297.32,322.79,297.12,265.37,283.31,295.96,254.73,252.38,177.69,Upgrade
45,Book Value Per Share,0.28,0.28,0.31,0.31,0.30,0.30,0.30,0.28,0.27,0.25,Upgrade
46,Tangible Book Value,2517,2482,2794,2729,2681,2681,2659,2439,2422,2223,Upgrade
47,Tangible Book Value Per Share,0.28,0.28,0.31,0.31,0.30,0.30,0.30,0.27,0.27,0.25,Upgrade
48,Buildings,-,317.9,-,293.82,-,241.22,-,-,188.25,-,Upgrade
49,Machinery,-,218.87,-,190.02,-,1044,-,-,909.31,-,Upgrade
50,Construction In Progress,-,23.18,-,27.88,-,36.24,-,-,60.35,-,Upgrade
51,Leasehold Improvements,-,16.34,-,12.52,-,11.29,-,-,9.71,-,Upgrade
