,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,223,220,255,225,233,225,270,295,265,243,335
1,Market Cap Growth,-2.22%,-2.22%,9.68%,0%,-13.89%,-23.73%,1.89%,21.65%,-20.90%,-,-
2,Enterprise Value,533,727,1035,368,350,369,440,286,361,95,450
3,Last Close Price,0.45,0.43,0.48,0.41,0.40,0.37,0.43,0.45,0.38,0.34,0.42
4,PE Ratio,3.57,3.53,3.55,2.96,3.22,3.98,5.56,2.94,2.97,4.89,5.72
5,PS Ratio,0.04,0.04,0.05,0.04,0.04,0.04,0.06,0.06,0.06,0.05,0.07
6,PB Ratio,0.35,0.34,0.40,0.37,0.28,0.40,0.49,0.53,0.47,0.46,0.64
7,P/TBV Ratio,0.36,0.36,0.44,0.40,0.30,0.40,0.49,0.53,0.47,0.46,0.64
8,P/FCF Ratio,0.41,0.40,-2.38,-,11.92,-,-4.71,-,-2.08,-,4.77
9,P/OCF Ratio,0.40,0.40,-2.58,-,7.35,2.09,-5.60,-,-2.22,-,4.24
10,EV/Sales Ratio,0.10,0.13,0.19,0.06,0.05,0.07,0.09,0.06,0.08,0.02,0.09
11,EV/EBITDA Ratio,3.30,5.28,7.61,2.89,3.29,5.74,8.74,2.31,3.02,1.08,4.47
12,EV/EBIT Ratio,4.22,5.78,8.28,3.20,3.75,6.83,10.29,2.44,3.19,1.17,4.83
13,EV/FCF Ratio,0.98,1.33,-9.68,-,17.93,-,-7.68,-,-2.84,-,6.40
14,Debt / Equity Ratio,1.11,1.11,1.15,1.40,0.32,0.40,0.38,0.44,0.44,0.41,0.01
15,Debt / FCF Ratio,1.32,1.32,-6.80,-,13.53,-,-3.66,-,-1.93,-,0.05
16,Return on Capital Employed (ROCE),16.58%,16.50%,17.17%,17.11%,10.44%,8.99%,7.11%,20.60%,19.62%,14.72%,17.61%
17,Earnings Yield,27.99%,28.31%,28.19%,33.82%,31.01%,25.12%,17.99%,34.00%,33.64%,20.47%,17.47%
18,FCF Yield,245.13%,247.91%,-41.94%,-182.39%,8.39%,43.16%,-21.23%,-8.76%,-48.08%,-88.50%,20.96%
19,Dividend Yield,7.42%,7.74%,6.95%,8.14%,10.68%,11.62%,10.07%,11.76%,13.70%,7.44%,-
20,Buyback Yield / Dilution,-,-,-,-,-,-,-,-19.12%,-38.45%,-,
21,Total Shareholder Return,7.42%,7.74%,6.95%,8.14%,10.68%,11.62%,10.07%,11.76%,-5.43%,-31.00%,-
