,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,427.63,235.97,87.5,158.15,110.43,69.14,76.36,121.85,121.74,150.8
1,Cash & Short-Term Investments,427.63,235.97,87.5,158.15,110.43,69.14,76.36,121.85,121.74,150.8
2,Cash Growth,388.74%,49.20%,-20.77%,128.75%,44.61%,-43.26%,-37.27%,-19.20%,11.22%,-
3,Accounts Receivable,3327,3388,3028,2994,2607,2453,2415,2355,2142,1954
4,Other Receivables,44.33,53.76,140.34,61.3,0.41,0.34,0.25,0.17,-,-
5,Receivables,3371,3442,3169,3088,2607,2453,2416,2355,2142,1954
6,Prepaid Expenses,88.93,99.75,78.37,53.76,43.56,29.39,36.22,49.73,46.17,46.01
7,Restricted Cash,-,-,-,0.17,-,-,-,-,-,-
8,Other Current Assets,-,-,-,-,-,-,-,-,-,26.34
9,Total Current Assets,3888,3778,3335,3300,2761,2552,2528,2527,2310,2177
10,"Property, Plant & Equipment",55.36,64.38,74.77,77.51,78.91,87.19,52.86,52.23,51.64,25.17
11,Other Intangible Assets,32.45,33.27,33.33,35.16,-,-,-,-,-,-
12,Long-Term Accounts Receivable,248,240.47,192.93,149.18,-,-,-,-,-,-
13,Long-Term Deferred Tax Assets,7.13,7.41,11,3.67,1.9,0.43,-,-,0.59,-
14,Other Long-Term Assets,8.01,8.17,8.69,9.17,8.04,8.26,5.42,5.83,8.16,1.52
15,Total Assets,4239,4131,3655,3575,2850,2648,2587,2585,2371,2204
16,Accounts Payable,989.34,864.35,502.56,853.63,548.59,523.71,450.44,460.59,190.87,714.68
17,Accrued Expenses,4.05,904.34,5.11,841.24,-,695.97,-,764.98,-,516.52
18,Short-Term Debt,590.96,616.56,770.75,188.99,179.19,150.09,220.12,215.7,185,-
19,Current Portion of Long-Term Debt,3.84,2.56,-,2.24,-,-,-,-,-,-
20,Current Portion of Leases,23.05,21.86,21.07,18.77,16.94,21.29,17.78,15.84,13.54,2.2
21,Current Income Taxes Payable,24.05,10.53,11.32,5.08,9.22,5.61,5.82,0.74,7.8,15.96
22,Current Unearned Revenue,-,248.01,-,59.11,-,17.66,-,-,-,-
23,Other Current Liabilities,1841,734.98,1671,712.56,1495,632.03,1322,549.07,1421,426.42
24,Total Current Liabilities,3477,3403,2981,2682,2249,2046,2016,2007,1818,1676
25,Long-Term Debt,94.68,70.6,37.03,24.97,-,-,-,-,-,-
26,Long-Term Leases,9.68,16.04,23.37,28.95,31.44,38.38,8.85,14.3,19.6,1.51
27,Long-Term Deferred Tax Liabilities,0.64,0.96,-,-,-,-,0.9,1.32,-,0.98
28,Other Long-Term Liabilities,5.7,5.7,5.7,5.7,5.7,7,4,4,4,-
29,Total Liabilities,3587,3497,3048,2741,2286,2092,2030,2027,1842,1678
30,Common Stock,5,5,5,5,5,5,5,5,5,5
31,Additional Paid-In Capital,391.26,400.26,407.76,416.76,429.26,429.26,429.26,429.26,429.26,429.26
32,Retained Earnings,464.95,429.1,402.67,357.22,300.36,273.17,272.75,253.03,223.48,220.08
33,Comprehensive Income & Other,-225.28,-214.97,-223.03,37.34,-170.67,-151.26,-150.68,-128.69,-128.7,-128.7
34,Total Common Equity,635.93,619.39,592.4,816.32,563.95,556.17,556.33,558.59,529.04,525.64
35,Minority Interest,15.73,15.46,15.35,17.44,-,-,-,-,-,-
36,Shareholders' Equity,651.65,634.85,607.75,833.76,563.95,556.17,556.33,558.59,529.04,525.64
37,Total Liabilities & Equity,4239,4131,3655,3575,2850,2648,2587,2585,2371,2204
38,Total Debt,722.21,727.63,852.21,263.91,227.57,209.76,246.75,245.84,218.14,3.72
39,Net Cash (Debt),-294.58,-491.65,-764.71,-105.76,-117.14,-140.62,-170.39,-123.99,-96.41,147.08
40,Net Cash Per Share,-0.59,-0.98,-1.53,-0.21,-0.23,-0.28,-0.34,-0.25,-0.19,0.35
41,Filing Date Shares Outstanding,500,500,500,500,500,500,500,500,500,500
42,Total Common Shares Outstanding,500,500,500,500,500,500,500,500,500,500
43,Working Capital,411.4,374.46,353.13,618.68,512.24,505.68,511.79,520.14,492.24,501.43
44,Book Value Per Share,1.27,1.24,1.18,1.63,1.13,1.11,1.11,1.12,1.06,1.05
45,Tangible Book Value,603.47,586.12,559.07,781.15,563.95,556.17,556.33,558.59,529.04,525.64
46,Tangible Book Value Per Share,1.21,1.17,1.12,1.56,1.13,1.11,1.11,1.12,1.06,1.05
47,Machinery,-,76.85,-,71.7,-,61.9,-,52.51,-,44.72
48,Leasehold Improvements,-,15.17,-,14.82,-,11.82,-,11.82,-,11.55
49,Order Backlog,28500,-,-,-,-,-,-,-,-,-
