,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+14 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+14 Quarters
0,Market Capitalization,44,55,69,59,60,66,85,74,68,63,85,80,88,103,82,75,67,66,48,47,67,Upgrade
1,Market Cap Growth,-17.49%,-17.49%,-18.72%,-20.34%,-11.12%,5.23%,0.48%,-6.36%,-22.63%,-38.91%,3.14%,6.20%,31.17%,57.14%,72.57%,60.00%,-0.53%,-10.78%,-41.33%,-48.00%,-23.67%,Upgrade
2,Enterprise Value,138,144,158,147,148,151,170,166,159,156,177,171,179,195,174,165,157,150,132,31,52,Upgrade
3,Last Close Price,0.12,0.15,0.19,0.16,0.17,0.18,0.23,0.21,0.19,0.17,0.23,0.22,0.24,0.28,0.23,0.21,0.19,0.18,0.13,0.13,0.19,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-8.46,-,-,-,-11.17,-,-,-,-6.03,-,-,-,-10.24,Upgrade
5,PS Ratio,1.38,1.71,2.12,1.75,1.86,1.81,2.28,1.99,1.90,1.74,2.37,2.21,2.38,2.77,2.19,2.07,1.93,1.90,1.36,1.26,1.65,Upgrade
6,PB Ratio,4200.70,4200.70,5313.47,9.03,9.19,4.57,4.10,3.59,4.06,3.76,4.15,3.90,-,4.41,2.94,2.68,-,2.08,1.30,1.28,-,Upgrade
7,P/TBV Ratio,4200.70,4200.70,5313.47,9.03,9.19,4.57,4.10,3.59,4.06,3.76,4.15,3.90,-,4.41,2.94,2.68,-,2.09,1.30,1.28,-,Upgrade
8,P/FCF Ratio,7.25,8.97,13.11,13.31,27.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,8.53,8.53,12.50,12.75,25.98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,4.33,4.51,4.86,4.32,4.55,4.13,4.55,4.43,4.46,4.31,4.97,4.74,4.85,5.23,4.64,4.57,4.53,4.35,3.78,0.84,1.26,Upgrade
11,EV/EBITDA Ratio,28.27,-,-,-331.27,-96.87,-,-,-,-104.94,-,-,-,238.68,-,-152.09,-,-17.80,-,-,-,-5.19,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-26.79,-,-,-,-45.45,-,-,-,-14.12,-,-,-,-4.61,Upgrade
13,EV/FCF Ratio,22.67,23.65,30.05,32.88,66.24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,7401.00,7401.00,7401.00,14.04,14.04,6.09,4.19,4.19,5.57,5.57,4.64,4.64,-,4.01,3.43,3.43,-,2.93,2.77,2.77,-,Upgrade
15,Debt / EBITDA Ratio,19.72,-,-,9.39,9.39,-,-,-,8.61,-,-,-,-,-,52.42,-,-,-,-,-,-,Upgrade
16,Debt / FCF Ratio,15.81,15.81,18.26,20.69,41.39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,0.23,0.23,0.40,0.39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Inventory Turnover,0.97,0.78,0.80,1.38,1.25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Quick Ratio,0.11,0.11,0.11,0.15,0.15,0.08,-,0.12,-,0.13,-,0.11,-,0.17,-,0.22,-,0.92,-,1.33,-,Upgrade
20,Current Ratio,0.44,0.44,0.44,0.53,0.53,0.57,-,0.64,-,0.67,-,0.63,-,0.82,-,0.86,-,3.39,-,2.08,-,Upgrade
21,Return on Equity (ROE),-100861.54%,-398.42%,-255.17%,-159.25%,-76.67%,-56.40%,-79.88%,17.24%,-43.17%,-32.53%,-,-,-46.51%,-25.94%,-,-,-28.24%,-34.98%,-,-,Upgrade,
22,Return on Assets (ROA),-5.13%,-5.11%,-0.72%,-0.70%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
23,Return on Capital (ROIC),-5.36%,-5.29%,-0.74%,-0.72%,-5.48%,-4.29%,-3.20%,3.62%,-4.07%,-3.73%,-,-,-5.22%,-1.49%,-,-,-5.36%,-5.89%,-,-,Upgrade,
24,Earnings Yield,-33.85%,-27.35%,-21.77%,-24.75%,-23.57%,-14.09%,-9.35%,-8.97%,-11.81%,-10.58%,-9.02%,-9.79%,-8.95%,-8.10%,-9.46%,-12.21%,-16.58%,-17.77%,-26.20%,-26.29%,-9.77%,Upgrade
25,FCF Yield,13.79%,11.14%,7.63%,7.51%,3.69%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
26,Buyback Yield / Dilution,-0.04%,-0.00%,-0.04%,-0.06%,-0.06%,-0.06%,-0.02%,-0.00%,-0.02%,-0.06%,-0.16%,-0.40%,-0.39%,-0.35%,-0.24%,-,-,-,-,-0.84%,-,Upgrade
27,Total Shareholder Return,-0.04%,-0.00%,-0.04%,-0.06%,-0.06%,-0.06%,-0.02%,-0.00%,-0.02%,-0.06%,-0.16%,-0.40%,-0.39%,-0.35%,-0.24%,-,-,-,-,-0.84%,-,Upgrade
