,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+19 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters
0,Market Capitalization,2504,1850,869,3554,3422,4772,4222,4820,4229,4361,4709,4236,5398,4644,3806,2804,3956,3393,3288,3760,5614,Upgrade
1,Market Cap Growth,-61.22%,-61.22%,-79.41%,-26.26%,-19.08%,9.41%,-10.34%,13.79%,-21.65%,-6.09%,23.74%,51.10%,36.43%,36.87%,15.74%,-25.44%,-29.52%,-43.94%,-46.60%,-45.06%,13.08%,Upgrade
2,Enterprise Value,2774,2079,1176,3866,3734,5053,4562,5082,4490,4617,4894,4623,5785,5093,4444,3456,4609,3910,3676,3979,5833,Upgrade
3,Last Close Price,3.60,2.66,1.25,5.11,4.92,6.86,6.07,6.93,6.08,6.27,6.77,6.09,7.76,7.09,5.81,4.28,6.04,5.18,4.99,5.70,8.52,Upgrade
4,PE Ratio,-,-,-,-9.33,-,-,-,-10.22,-,-,-,-7.35,-,-,-,-11.65,-,-18.89,-,-,-,Upgrade
5,Forward PE,-,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.29,4.91,8.01,Upgrade
6,PS Ratio,22.26,16.26,7.64,45.85,42.19,150.62,193.21,212.06,34.40,19.35,15.25,11.55,9.87,6.99,4.95,3.68,7.71,5.87,4.86,3.58,4.48,Upgrade
7,PB Ratio,22.79,16.79,6.68,22.75,23.60,11.56,9.65,8.98,8.12,4.37,4.64,4.25,5.42,3.69,2.83,1.86,2.71,1.67,1.62,1.84,2.63,Upgrade
8,P/TBV Ratio,19.11,19.11,7.45,25.02,26.18,13.26,11.00,9.23,8.35,4.43,4.71,4.32,5.50,3.74,2.87,2.26,3.33,2.00,1.92,2.18,3.10,Upgrade
9,P/FCF Ratio,-,-,-277.54,-,-,-203.45,-282.86,-,-,3286.50,-,-,-50.17,-,-,-,-19.91,-,-,-,-235.94,Upgrade
10,P/OCF Ratio,-,-,-278.66,-,-,97.55,79.15,249.49,-119.30,-180.99,-,-,-215.15,-,56.92,-,-22.91,-,-,-,121.12,Upgrade
11,EV/Sales Ratio,24.38,18.27,10.34,49.87,46.03,159.50,208.73,223.55,-,20.48,15.85,12.60,10.58,7.66,5.78,4.54,8.99,6.76,5.44,3.79,4.66,Upgrade
12,EV/EBITDA Ratio,-,-12.16,-,-18.00,-,-,-,-,-,-,-,-11.82,-,-,-,-24.50,-,-22.12,-,-,-,Upgrade
13,EV/EBIT Ratio,-,-11.95,-,-17.71,-,-,-,-,-,-,-,-11.59,-,-,-,-23.10,-,-21.12,-,-,-,Upgrade
14,EV/FCF Ratio,-173.74,-,-375.45,-,-,-215.44,-305.59,-,-,3479.11,-,-,-53.76,-,-,-,-23.19,-,-,-,-245.13,Upgrade
15,Debt / Equity Ratio,2.66,2.66,1.90,2.03,1.95,0.80,0.70,0.69,0.65,0.36,0.35,0.44,0.44,0.35,0.38,0.46,0.54,0.44,0.47,0.44,0.39,Upgrade
16,Debt / EBITDA Ratio,-,15.69,-,9.91,-,-,-,-,-,-,-,4.74,-,-,-,2.13,-,7.65,-,-,-,Upgrade
17,Debt / FCF Ratio,-,-,-78.81,-,-,-14.14,-20.40,-,-,269.35,-,-,-4.07,-,-,-,-3.99,-,-,-,-35.18,Upgrade
18,Asset Turnover,0.10,0.25,0.10,0.05,0.06,0.06,0.08,-,0.02,-,-,0.11,0.15,0.11,0.41,0.22,0.21,0.07,0.06,0.25,Upgrade,
19,Inventory Turnover,7.59,5.39,5.77,3.37,-,13.10,7.00,6.94,2.80,4.24,-,-,17.58,7.28,8.47,17.97,20.95,9.36,6.51,0.53,0.97,Upgrade
20,Quick Ratio,0.80,0.80,0.81,0.80,0.80,1.02,1.02,1.12,1.13,1.47,1.45,-,1.46,1.73,1.87,1.80,1.64,1.91,1.87,1.80,1.41,Upgrade
21,Current Ratio,0.84,0.84,0.86,0.86,0.85,1.05,1.06,1.16,1.16,1.58,1.56,-,1.51,1.91,2.04,1.92,1.73,1.99,1.97,1.86,1.82,Upgrade
22,Return on Equity (ROE),-66.57%,-71.28%,29.74%,-384.78%,-23.04%,-81.73%,12.00%,-221.67%,-6.42%,-19.99%,5.09%,-161.09%,-28.08%,-13.49%,13.78%,-63.51%,1.77%,-1.84%,-11.47%,-20.30%,Upgrade,
23,Return on Assets (ROA),1.18%,-11.74%,1.88%,-31.92%,-4.42%,-10.88%,-0.37%,-50.48%,-1.74%,-,-,-34.55%,-4.71%,-4.01%,6.52%,-18.22%,1.80%,-0.59%,-3.35%,-9.31%,Upgrade,
24,Return on Capital (ROIC),2.48%,-24.70%,4.00%,-60.94%,-7.67%,-18.15%,-0.61%,-79.14%,-2.59%,-7.96%,3.70%,-52.11%,-6.85%,-5.52%,8.83%,-23.78%,2.29%,-0.76%,-4.49%,-12.78%,Upgrade,
25,Return on Capital Employed (ROCE),-,-116.30%,-,-108.00%,-,-,-,-,-,-,-,-,-,-,-,-8.14%,-,-7.83%,-,-,-,Upgrade
