,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,515.9,411.94,871.05,1036,860.41,478.65,537.07,480.35,479.5,417.99
1,Short-Term Investments,47.89,46.24,40.13,52.1,49.96,51.43,44.71,43.06,50.94,70.35
2,Trading Asset Securities,-,-,-,-,-,-,-,-,-,7.69
3,Cash & Short-Term Investments,563.79,458.17,911.18,1089,910.37,530.08,581.78,523.41,530.44,496.03
4,Cash Growth,-38.13%,-57.91%,0.09%,105.35%,56.48%,1.27%,9.68%,5.52%,-33.28%,-28.04%
5,Accounts Receivable,174.02,172.83,189.16,288.23,259.87,308.94,299,260.99,207.85,199.91
6,Other Receivables,18.26,15.55,15.69,12.66,20.06,24.67,20.81,20.19,34.13,24.48
7,Receivables,192.28,188.39,204.85,300.89,279.92,333.61,319.81,281.19,241.98,224.39
8,Inventory,325.93,317.86,302.82,368,376.93,314.56,319.58,356.18,385.8,371.46
9,Other Current Assets,-,-,-,-,-,-,-,-,-,78.5
10,Total Current Assets,1082,964.42,1419,1757,1567,1178,1221,1161,1158,1170
11,"Property, Plant & Equipment",1308,1301,1205,1502,1464,1504,1540,1551,1186,1135
12,Long-Term Investments,460.91,481.51,530.77,569.77,439.79,471.03,455.35,519.86,631.27,492.73
13,Goodwill,-,183.72,-,450.57,-,444.26,-,444.26,-,412.02
14,Other Intangible Assets,430.09,187.54,445.94,805.1,1282,805.19,1324,851.93,1313,849.97
15,Long-Term Deferred Tax Assets,10.73,10.85,15.23,10.23,10.02,10.16,11.05,10.26,12.98,10.08
16,Long-Term Deferred Charges,-,64.59,-,64.41,-,53.73,-,48.88,-,48.89
17,Other Long-Term Assets,315.06,292.8,372.17,220.87,293.23,289.16,286.27,280.57,509.01,460.66
18,Total Assets,3607,3487,3988,5380,5056,4756,4838,4867,4811,4580
19,Accounts Payable,41.36,51.69,41.15,80.25,60.59,50.46,38.77,38.59,35.91,36.02
20,Accrued Expenses,84.67,53.66,63.25,58.32,55.53,51.59,48.62,42.05,54.28,42.98
21,Current Portion of Long-Term Debt,148,112.8,830,309.55,60,612.18,627.49,685.91,1071,538.65
22,Current Portion of Leases,23.63,26.87,29.03,34.82,38.29,33.97,36.25,35.94,37.91,47.45
23,Current Income Taxes Payable,43.2,16.7,39.31,28.41,43.05,20.83,26.07,14.33,24.9,10.35
24,Current Unearned Revenue,58.14,60.88,54.94,54.89,3.94,3.74,2.05,3.43,5.97,6.54
25,Other Current Liabilities,117.49,50.24,47.96,90.21,123.41,53.62,195.66,53.65,86.44,45.37
26,Total Current Liabilities,516.49,372.84,1106,656.44,384.8,826.38,974.91,873.91,1317,727.36
27,Long-Term Debt,504.4,592.2,450.92,1234,1425,729.47,715.22,892.21,505.07,1015
28,Long-Term Leases,23.82,17.51,12.96,20.53,34.38,34.32,34.92,34.56,29.04,47.04
29,Long-Term Deferred Tax Liabilities,106.23,107.94,112.63,212.86,207.94,207.4,206.51,206.36,183.11,184.72
30,Total Liabilities,1151,1090,1682,2124,2052,1798,1932,2007,2034,1974
31,Common Stock,19.86,19.8,19.13,19.08,19.03,19.16,19.16,19.16,19.16,19.17
32,Additional Paid-In Capital,1038,1038,999.9,999.9,999.9,999.9,999.9,999.9,999.9,999.9
33,Retained Earnings,1082,1002,972.72,1468,1459,1381,1306,1230,1442,1385
34,Comprehensive Income & Other,291.79,312.19,289.4,250.09,49.33,91.22,108.4,140.6,181.35,133.23
35,Total Common Equity,2432,2372,2281,2737,2528,2491,2434,2390,2642,2538
36,Minority Interest,24.22,24.22,24.26,519.83,476.55,466.65,472.69,470.26,134.48,68.35
37,Shareholders' Equity,2456,2396,2305,3257,3004,2958,2906,2860,2777,2606
38,Total Liabilities & Equity,3607,3487,3988,5380,5056,4756,4838,4867,4811,4580
39,Total Debt,699.85,749.38,1323,1599,1557,1410,1414,1649,1643,1648
40,Net Cash (Debt),-136.06,-291.21,-411.73,-510.54,-646.95,-879.86,-832.09,-1125,-1113,-1152
41,Net Cash Per Share,-0.07,-0.15,-0.22,-,-0.34,-0.46,-0.43,-,-0.58,-
42,Filing Date Shares Outstanding,1986,1980,1913,1908,1903,1916,1916,1916,1916,1917
43,Total Common Shares Outstanding,1986,1980,1913,1908,1903,1916,1916,1916,1916,1917
44,Working Capital,565.51,591.57,313.21,1101,1182,351.86,246.26,286.88,-158.36,443.02
45,Book Value Per Share,1.22,1.20,1.19,1.43,1.33,1.30,1.27,1.25,1.38,1.32
46,Tangible Book Value,2001,2001,1835,1481,1246,1242,1110,1094,1329,1276
47,Tangible Book Value Per Share,1.01,1.01,0.96,0.78,0.65,0.65,0.58,0.57,0.69,0.67
48,Land,-,115.94,-,127.43,-,103.06,-,102.34,-,66.08
49,Buildings,-,1036,-,1130,-,1078,-,1058,-,599.04
50,Machinery,-,908.37,-,1018,-,1002,-,973.99,-,950.85
51,Leasehold Improvements,-,40.63,-,42.25,-,45.58,-,36.39,-,28.92
