,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Mar '25 Mar 13, 2025","Aug '24 Aug 31, 2024","Feb '24 Feb 29, 2024","Aug '23 Aug 31, 2023","Feb '23 Feb 28, 2023","Aug '22 Aug 31, 2022","Feb '22 Feb 28, 2022","Aug '21 Aug 31, 2021","Feb '21 Feb 28, 2021","Aug '20 Aug 31, 2020","Feb '20 Feb 29, 2020"
0,Market Capitalization,7164,11941,11431,17019,22960,16351,15912,33367,32770,32769,22384
1,Market Cap Growth,-29.84%,-29.84%,-50.21%,4.08%,44.29%,-51.00%,-51.44%,1.82%,46.40%,39.12%,-6.42%
2,Enterprise Value,14031,19871,17176,22951,30087,24390,21090,37081,34169,34949,22945
3,Last Close Price,2.64,4.21,4.11,5.90,7.74,5.68,5.53,11.86,11.52,12.06,8.68
4,PE Ratio,14.88,-,7.12,11.41,12.27,7.78,7.21,19.19,28.28,45.73,25.39
5,Forward PE,3.31,4.48,5.00,6.92,9.35,7.53,6.90,16.13,21.89,21.89,21.89
6,PS Ratio,0.95,1.65,1.71,2.80,3.92,3.02,3.05,7.53,8.58,10.81,8.57
7,PB Ratio,0.41,0.59,0.55,0.86,1.11,0.87,0.81,2.36,2.36,3.25,2.82
8,P/TBV Ratio,1.17,1.17,1.34,2.22,3.05,2.83,2.95,6.18,6.50,6.46,7.19
9,P/FCF Ratio,80.41,134.02,-,15.32,-,24.66,-,-89.12,-,431.03,-
10,P/OCF Ratio,2.40,2.40,2.64,4.10,6.67,5.21,5.56,10.96,15.85,31.79,16.97
11,PEG Ratio,1.08,1.08,1.08,1.08,1.30,0.34,0.31,0.82,0.73,0.73,0.73
12,EV/Sales Ratio,1.94,2.75,2.58,3.78,5.13,4.50,4.05,8.37,8.95,11.53,8.78
13,EV/EBITDA Ratio,3.80,5.50,5.11,7.39,10.10,8.85,7.86,16.38,17.54,23.07,17.95
14,EV/EBIT Ratio,5.13,7.26,6.68,9.62,13.09,11.51,10.02,20.37,21.79,28.97,22.97
15,EV/FCF Ratio,157.49,223.03,-,20.66,-,36.79,-,-99.04,-,459.71,-
16,Debt / Equity Ratio,0.56,0.56,0.47,0.47,0.47,0.54,0.57,0.72,0.63,0.59,0.61
17,Debt / FCF Ratio,127.96,127.96,-,8.44,-,15.44,-,-27.14,-,77.75,-
18,Return on Capital Employed (ROCE),8.75%,8.75%,8.22%,8.02%,7.63%,7.16%,7.03%,8.28%,6.85%,7.30%,7.37%
19,Earnings Yield,6.42%,3.85%,14.04%,8.76%,8.15%,12.85%,13.87%,5.21%,3.54%,2.19%,3.94%
20,FCF Yield,1.24%,0.75%,0.44%,6.53%,3.85%,4.05%,-1.63%,-1.12%,-0.61%,0.23%,2.30%
21,Dividend Yield,12.05%,7.60%,8.55%,5.48%,2.40%,-,-,3.37%,2.97%,2.26%,2.63%
22,Buyback Yield / Dilution,-3.72%,-2.85%,-4.63%,-4.53%,4.65%,0.43%,-8.88%,-21.23%,-6.99%,0.32%,-8.20%
23,Total Shareholder Return,8.32%,4.75%,3.91%,0.94%,7.05%,0.43%,-8.88%,-17.87%,-4.02%,2.58%,-5.57%
