,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Aug '24 Aug 31, 2024","Feb '24 Feb 29, 2024","Aug '23 Aug 31, 2023","Feb '23 Feb 28, 2023","Aug '22 Aug 31, 2022","Feb '22 Feb 28, 2022","Aug '21 Aug 31, 2021","Feb '21 Feb 28, 2021","Aug '20 Aug 31, 2020","Feb '20 Feb 29, 2020"
0,Revenue,3295,3284,2841,2775,2405,2351,1859,1823,1363,1315
1,Revenue Growth (YoY),15.98%,18.34%,18.13%,18.03%,29.40%,28.93%,36.37%,38.64%,32.63%,41.83%
2,Cost of Revenue,1490,1445,1270,1182,1045,957,761.05,745.95,519.22,557.88
3,Gross Profit,1805,1839,1571,1593,1360,1394,1098,1077,843.65,757.34
4,"Selling, General & Admin",590,565,483,474,448,446,348.98,294.02,267.11,240.08
5,Other Operating Expenses,-,-,-,-,-,-,-3.7,23.7,27.76,-
6,Operating Expenses,590,565,483,474,448,446,345.28,317.72,294.87,240.08
7,Operating Income,1215,1274,1088,1119,912,948,752.23,759.77,548.77,517.26
8,Interest Expense,-180,-292,-192,-277,-188,-120,-68.65,-93.35,-41.42,-51.19
9,Interest & Investment Income,47,54,34,43,38,23,14.01,28.99,6.58,11.78
10,Earnings From Equity Investments,-,-,-,-,-,-,0.22,-0.22,-,-
11,Currency Exchange Gain (Loss),26,-,-66,-,-123,-,-131.1,164.1,28.48,14.49
12,Other Non Operating Income (Expenses),35,247,55,184,188,60,95.54,97.46,74.52,38.76
13,EBT Excluding Unusual Items,1143,1283,919,1069,827,911,662.25,956.75,616.93,531.1
14,Impairment of Goodwill,-1139,-,-206,-,-70,-,-59,-,-,-
15,Gain (Loss) on Sale of Investments,11,-,33,-,15,-,-1.12,10.12,-3.45,21.72
16,Gain (Loss) on Sale of Assets,-26,-,-2,-,-13,-,24.18,0.82,-1.74,-0.56
17,Asset Writedown,-772,-,-252,-,-,-,-,-,-,-
18,Other Unusual Items,-,-,-,-,-19,318,2.15,-85.15,-432.06,-2.35
19,Pretax Income,-783,1283,492,1069,740,1229,628.46,882.54,179.68,549.9
20,Income Tax Expense,-97,95,-13,33,11,22,8.7,30.3,10.51,8.72
21,Earnings From Continuing Operations,-686,1188,505,1036,729,1207,619.76,852.24,169.17,541.18
22,Net Income to Company,-686,1188,505,1036,729,1207,619.76,852.24,169.17,541.18
23,Minority Interest in Earnings,33,-117,-102,-59,-53,-38,-7.21,-20.8,-33.59,-43.56
24,Net Income,-653,1071,403,977,676,1169,612.56,831.44,135.58,497.63
25,Net Income to Common,-653,1071,403,977,676,1169,612.56,831.44,135.58,497.63
26,Net Income Growth,-,9.62%,-40.38%,-16.42%,10.36%,40.60%,351.81%,67.08%,-53.72%,66.07%
27,Shares Outstanding (Basic),2632,2552,2551,2439,2409,2381,2273,2167,2028,2020
28,Shares Outstanding (Diluted),2632,2552,2559,2439,2448,2558,2459,2349,2028,2196
29,Shares Change (YoY),2.85%,4.63%,4.53%,-4.65%,-0.43%,8.88%,21.23%,6.99%,-0.32%,8.20%
30,EPS (Basic),-0.25,0.42,0.16,0.40,0.28,0.49,0.27,0.38,0.07,0.25
31,EPS (Diluted),-0.25,0.42,0.16,0.40,0.28,0.33,0.26,0.28,0.07,0.22
32,EPS Growth,-,4.77%,-43.90%,20.41%,8.10%,18.28%,288.30%,26.30%,-53.58%,50.88%
33,Free Cash Flow,1387,-1306,1352,-324,1104,-522,313.19,-624.19,456.78,-389.6
34,Free Cash Flow Per Share,0.53,-0.51,0.53,-0.13,0.45,-0.20,0.13,-0.27,0.23,-0.18
35,Dividend Per Share,0.103,0.188,0.135,0.164,-,-,0.167,0.164,0.121,0.120
36,Dividend Growth,-24.02%,14.59%,-,-,-,-,38.00%,36.79%,43.64%,302.87%
37,Operating Margin,36.87%,38.79%,38.30%,40.32%,37.92%,40.32%,40.47%,41.67%,40.27%,39.33%
38,Profit Margin,-19.82%,32.61%,14.19%,35.21%,28.11%,49.72%,32.96%,45.60%,9.95%,37.84%
39,Free Cash Flow Margin,42.09%,-39.77%,47.59%,-11.68%,45.90%,-22.20%,16.85%,-34.23%,33.52%,-29.62%
40,EBITDA,1628,1654,1435,1439,1194,1225,940.37,940.63,684.74,653.96
41,D&A For EBITDA,413,380,347,320,282,277,188.14,180.86,135.96,136.7
42,EBIT,1215,1274,1088,1119,912,948,752.23,759.77,548.77,517.26
