,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Aug '24 Aug 31, 2024","Feb '24 Feb 29, 2024","Aug '23 Aug 31, 2023","Feb '23 Feb 28, 2023","Aug '22 Aug 31, 2022","Feb '22 Feb 28, 2022","Aug '21 Aug 31, 2021","Feb '21 Feb 28, 2021","Aug '20 Aug 31, 2020","Feb '20 Feb 29, 2020"
0,Cash & Equivalents,6238,4048,5177,3302,4793,3236,3327,2523,3443,1322
1,Short-Term Investments,274,85,345,80,289,68.59,112,23.37,53.95,40.02
2,Trading Asset Securities,295,426,570,2511,215,1710,1620,2428,823.27,1346
3,Cash & Short-Term Investments,6807,4559,6092,5893,5297,5015,5059,4975,4320,2709
4,Cash Growth,11.74%,-22.64%,15.01%,17.52%,4.70%,0.80%,17.10%,83.66%,3.64%,59.04%
5,Accounts Receivable,63,69,71,51,60,153.41,71,131.94,59.53,89.72
6,Other Receivables,-,56,-,69,-,66.04,-,31.14,32.37,46.7
7,Receivables,381,377,307,315,259,374.83,172,203.72,121.1,136.41
8,Inventory,-,-,-,-,-,1.15,-,1.32,1.18,1.11
9,Prepaid Expenses,-,223,-,146,-,79.65,-,69.92,18.26,45.07
10,Other Current Assets,576,577,574,592,619,680.71,645,674.82,579.94,464
11,Total Current Assets,7764,5736,6973,6946,6175,6151,5876,5924,5041,3355
12,"Property, Plant & Equipment",24182,21747,20002,18808,17801,16802,13619,12234,8357,7878
13,Long-Term Investments,-,-,-,20,-,0.47,-,0.41,-,-
14,Goodwill,2494,3624,3627,3833,3835,3896,3211,3305,1792,1773
15,Other Intangible Assets,4084,4832,4840,5091,5100,5080,3221,3241,2299,2252
16,Long-Term Deferred Tax Assets,18,19,27,18,13,13.12,13,5.07,18.16,27.16
17,Long-Term Deferred Charges,59,67,61,65,81,84.21,95,93.14,108.91,91.82
18,Other Long-Term Assets,222,192,224,89,571,147.91,711,95.71,358.41,83.41
19,Total Assets,38823,36217,35754,34870,33576,32175,26746,24899,17975,15460
20,Accounts Payable,41,48,52,58,56,22.52,27,22.59,33.37,26.87
21,Accrued Expenses,-,-,-,-,-,238.93,-,194.22,171.19,88
22,Short-Term Debt,-,-,-,-,-,-,-,-,-,107.52
23,Current Portion of Long-Term Debt,2497,1511,1584,2325,1831,2894,3717,1235,291.66,-
24,Current Portion of Leases,19,23,27,26,26,25.6,24,18.64,29.97,18.98
25,Current Income Taxes Payable,79,78,96,88,98,100.65,88,72.69,19.13,27.19
26,Current Unearned Revenue,4687,3329,3879,2876,3239,2574,2323,1925,1360,1417
27,Other Current Liabilities,3065,2497,2594,2886,2363,2141,2313,2335,1473,1615
28,Total Current Liabilities,10388,7486,8232,8259,7613,7997,8492,5803,3379,3300
29,Long-Term Debt,7740,7425,7022,6101,7060,5988,4618,5915,4815,4164
30,Long-Term Leases,109,36,46,54,67,80.91,83,81.48,85.97,73.38
31,Long-Term Unearned Revenue,70,71,64,14,15,17.33,16,22.88,24.91,28.49
32,Long-Term Deferred Tax Liabilities,1386,1568,1572,1632,1631,1615,967,976.58,739.69,727.19
33,Other Long-Term Liabilities,597,483,514,601,613,625.13,813,523.88,23.1,50.85
34,Total Liabilities,20290,17069,17450,16661,16999,16323,14989,13323,9067,8343
35,Common Stock,-,-,-,-,-,0.02,-,0.02,0.02,0.02
36,Additional Paid-In Capital,6172,6069,6411,6822,6013,6023,5019,5388,3968,2419
37,Retained Earnings,9760,2656,9255,8852,7875,7199,6030,5418,4445,4310
38,Comprehensive Income & Other,-84,7576,-92,-93,120,114.19,-129,-53.95,160.4,88.14
39,Total Common Equity,15848,16301,15574,15581,14008,13336,10920,10752,8573,6817
40,Minority Interest,2685,2847,2730,2628,2569,2516,837,823.99,333.89,300.3
41,Shareholders' Equity,18533,19148,18304,18209,16577,15852,11757,11576,8907,7117
42,Total Liabilities & Equity,38823,36217,35754,34870,33576,32175,26746,24899,17975,15460
43,Total Debt,10365,8995,8679,8506,8984,8988,8442,7250,5223,4363
44,Net Cash (Debt),-3558,-4436,-2587,-2613,-3687,-3974,-3383,-2275,-902.4,-1655
45,Net Cash Per Share,-1.35,-1.74,-1.01,-1.07,-1.51,-1.55,-1.38,-0.97,-0.44,-0.75
46,Filing Date Shares Outstanding,2714,2551,2552,2551,2387,2389,2273,2273,2150,2020
47,Total Common Shares Outstanding,2714,2551,2552,2551,2387,2389,2273,2273,2150,2020
48,Working Capital,-2624,-1750,-1259,-1313,-1438,-1846,-2616,121.23,1662,55.37
49,Book Value Per Share,5.84,6.39,6.10,6.11,5.87,5.58,4.80,4.73,3.99,3.37
50,Tangible Book Value,9270,7845,7107,6657,5073,4359,4488,4207,4482,2792
51,Tangible Book Value Per Share,3.42,3.08,2.79,2.61,2.13,1.82,1.97,1.85,2.08,1.38
52,Land,20294,-,16567,-,14656,-,11449,-,6106,-
53,Machinery,2471,-,1972,-,1605,-,1116,-,880.81,-
54,Construction In Progress,1123,-,708,-,734,-,568,-,694.42,-
55,Leasehold Improvements,1227,-,1092,-,807,-,576,-,450.98,-
