,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,2053,1997,1863,2021,2426,2418,2329,2620,2519,2126,2373,2503,2410,2223,2211,2086,2122,2244,2244,2025,2385,Upgrade
1,Market Cap Growth,-17.42%,-17.42%,-20.00%,-22.87%,-3.70%,13.71%,-1.88%,4.69%,4.54%,-4.37%,7.33%,20.00%,13.55%,-0.90%,-1.44%,3.00%,-11.04%,24.22%,4.73%,-20.13%,9.48%,Upgrade
2,Enterprise Value,1759,1692,1572,1611,2016,1989,1949,2343,2216,1949,2128,2150,2188,2001,1929,1953,1990,2135,2122,1925,2272,Upgrade
3,Last Close Price,5.07,4.93,4.60,4.87,5.84,5.82,5.61,6.23,5.99,5.05,5.64,5.90,5.68,5.24,5.21,4.90,4.98,5.27,5.27,4.72,5.56,Upgrade
4,PE Ratio,24.22,23.55,18.96,17.67,20.99,20.64,18.60,20.26,20.00,19.43,23.87,26.98,20.66,16.77,16.33,15.86,20.98,27.51,33.26,38.32,45.28,Upgrade
5,Forward PE,-,41.98,41.98,41.98,41.98,41.98,41.98,41.98,41.98,41.98,41.98,41.98,41.98,41.98,41.98,41.98,41.98,41.98,41.98,41.98,41.98,Upgrade
6,PS Ratio,5.66,5.50,4.96,5.19,6.16,6.06,5.79,6.40,6.27,5.44,6.11,6.37,5.85,5.20,5.21,5.11,5.75,6.63,7.28,7.22,8.68,Upgrade
7,PB Ratio,1.22,1.18,1.11,1.18,1.43,1.45,1.38,1.57,1.55,1.35,1.55,1.66,1.62,1.51,1.54,1.47,1.55,1.67,1.71,1.55,1.85,Upgrade
8,P/TBV Ratio,1.42,1.42,1.23,1.31,1.60,1.62,1.54,1.75,1.73,1.52,1.75,1.88,1.84,1.72,1.75,1.68,1.78,1.92,1.97,1.79,2.15,Upgrade
9,P/FCF Ratio,-,-15.78,-23.43,-29.09,-,12.33,8.96,12.51,-,22.43,-,-,14.42,13.97,-,17.22,31.23,-,21.50,13.87,19.23,Upgrade
10,P/OCF Ratio,60.69,60.69,21.95,408.39,-,9.82,7.34,9.21,-,13.14,24.33,-,12.35,12.19,-,12.24,18.06,-,13.51,11.60,15.55,Upgrade
11,EV/Sales Ratio,4.85,4.66,4.19,4.14,5.12,4.99,4.85,5.72,5.51,4.99,5.48,5.47,5.31,4.68,4.55,4.78,5.39,6.31,6.88,6.87,8.27,Upgrade
12,EV/EBITDA Ratio,11.67,11.27,9.29,8.66,10.72,10.48,10.02,11.44,10.67,9.80,11.14,11.66,10.74,9.20,8.66,9.00,10.73,13.16,14.76,14.40,17.16,Upgrade
13,EV/EBIT Ratio,23.51,21.71,16.04,14.11,17.18,16.57,15.58,17.16,15.86,14.85,17.19,18.26,15.90,13.19,12.26,12.85,16.48,21.83,26.84,27.75,33.48,Upgrade
14,EV/FCF Ratio,-13.90,-13.37,-19.77,-23.19,-,10.14,7.50,11.18,-,20.56,-,-,13.09,12.57,-,16.12,29.28,-,20.33,13.18,18.31,Upgrade
15,Debt / Equity Ratio,0.18,0.18,0.13,0.13,0.16,0.13,0.14,0.14,0.12,0.11,0.18,0.23,0.19,0.19,0.12,0.20,0.19,0.22,0.19,0.23,0.18,Upgrade
16,Debt / EBITDA Ratio,2.02,2.11,1.60,1.27,1.94,0.96,1.12,1.24,1.31,0.73,1.09,1.70,2.45,1.32,0.82,1.01,1.56,1.28,1.26,1.92,3.26,Upgrade
17,Debt / FCF Ratio,-,-2.40,-2.76,-3.33,-,1.08,0.90,1.13,-,1.84,-,-,1.71,1.72,-,2.34,3.75,-,2.36,2.02,1.86,Upgrade
18,Asset Turnover,0.17,0.17,0.18,0.19,0.19,0.19,0.20,0.22,0.21,0.22,0.19,0.20,0.22,0.25,0.25,0.25,0.23,0.23,0.17,0.18,Upgrade,
19,Inventory Turnover,57.00,55.60,50.08,50.46,64.95,53.12,53.40,52.69,48.18,38.21,48.59,43.59,61.37,62.26,70.94,53.05,70.93,67.59,68.34,53.91,66.07,Upgrade
20,Quick Ratio,4.27,4.27,3.42,3.72,4.75,4.40,4.25,4.25,4.91,3.99,3.39,2.97,2.47,2.49,3.28,3.63,3.76,3.28,3.38,2.20,2.45,Upgrade
21,Current Ratio,4.31,4.31,3.47,3.95,4.92,4.85,4.29,4.64,5.00,4.30,3.61,3.06,2.49,2.72,3.32,3.75,3.81,3.38,3.45,2.27,2.51,Upgrade
22,Return on Equity (ROE),3.88%,3.47%,5.71%,7.18%,7.35%,7.43%,6.29%,7.79%,10.06%,9.51%,6.05%,4.03%,7.90%,8.02%,13.33%,8.90%,9.91%,7.47%,4.42%,3.03%,Upgrade,
