,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,254,145,216,406,1057,930,985,1057,711,877,2583,Upgrade
1,Market Cap Growth,-64.38%,-64.38%,-79.60%,-56.36%,7.30%,-12.00%,38.42%,20.48%,-72.45%,-72.33%,-64.23%,Upgrade
2,Enterprise Value,1411,1301,1386,1460,2128,2227,2654,2954,2582,3124,4445,Upgrade
3,Last Close Price,0.17,0.28,0.42,0.79,2.05,1.81,1.91,2.05,1.66,2.05,7.23,Upgrade
4,PS Ratio,0.07,0.13,0.21,0.36,0.76,0.59,0.73,1.05,0.90,1.20,3.17,Upgrade
5,PB Ratio,0.01,0.02,0.03,0.05,0.13,0.12,0.11,0.11,0.07,0.08,0.22,Upgrade
6,P/TBV Ratio,0.02,0.02,0.03,0.06,0.13,0.12,0.11,0.12,0.07,0.09,0.23,Upgrade
7,P/FCF Ratio,-,-,-,-,7.35,2.79,4.03,3.38,67.94,-,-,Upgrade
8,P/OCF Ratio,-,-,-,-,6.83,2.67,3.57,3.13,40.86,-,-,Upgrade
9,EV/Sales Ratio,1.23,1.14,1.34,1.31,1.53,1.42,1.97,2.95,3.28,4.28,5.45,Upgrade
10,EV/EBITDA Ratio,-,-,-,-,10.72,9.84,85.42,-,-,-,-,Upgrade
11,EV/FCF Ratio,-17.26,-,-,-,14.80,6.68,10.87,9.46,246.52,-,-,Upgrade
12,Debt / Equity Ratio,0.20,0.20,0.19,0.20,0.19,0.20,0.24,0.25,0.24,0.23,0.22,Upgrade
13,Debt / FCF Ratio,-,-,-,-,10.84,4.76,8.67,7.77,243.03,-,-,Upgrade
14,Earnings Yield,-163.35%,-287.15%,-242.39%,-111.04%,-20.53%,-57.80%,-107.22%,-184.23%,-297.29%,-238.27%,-82.58%,Upgrade
15,FCF Yield,-32.16%,-97.52%,-90.85%,-39.48%,13.60%,35.84%,24.80%,29.57%,1.47%,-162.31%,-58.79%,Upgrade
16,Buyback Yield / Dilution,-2.08%,-11.32%,-,-7.88%,0.11%,-16.27%,-20.07%,-15.00%,-20.07%,-7.69%,-0.00%,Upgrade
17,Total Shareholder Return,-2.08%,-11.32%,-,-7.88%,0.11%,-16.27%,-20.07%,-15.00%,-20.07%,-7.69%,-0.00%,Upgrade
