,Fiscal Quarter,Q4 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,7876,6812,7294,6131,6016,6240,6352,5301,4075,3785,4250,3563,3745,3437,4080,3779,3665,2487,3161,4133,Upgrade
1,Other Revenue,-,-,-,-,-553.78,553.78,-,667.99,-365.69,365.69,-,719.33,-347.47,347.47,-,544.28,-229.8,229.8,-,473.49,Upgrade
2,Revenue,7876,6812,7294,6131,5462,6794,6352,5969,3710,4151,4250,4282,3398,3785,4080,4323,3435,2717,3161,4606,Upgrade
3,Revenue Growth (YoY),44.21%,0.27%,14.82%,2.72%,47.23%,63.68%,49.46%,39.38%,9.18%,9.67%,4.18%,-0.95%,-1.09%,39.28%,29.05%,-6.14%,13.73%,-26.25%,-9.22%,15.64%,Upgrade
4,Cost of Revenue,3955,3153,3398,2597,2671,3383,2917,2842,1696,1886,1929,1983,1394,1529,1654,1685,1226,975.34,1257,1496,Upgrade
5,Gross Profit,3922,3659,3897,3534,2791,3411,3435,3126,2013,2265,2321,2299,2004,2255,2426,2638,2210,1742,1904,3110,Upgrade
6,"Selling, General & Admin",3053,2118,1900,2682,1844,2250,1713,2271,1278,1416,1170,1823,1424,1203,1542,2227,1512,957.25,1250,2619,Upgrade
7,Research & Development,289.57,189.05,137.42,256.06,163.23,162.61,132.6,241.15,137.78,110.86,104.15,205.09,118.86,159.62,76.64,186.23,104.64,99.19,69.78,171.82,Upgrade
8,Other Operating Expenses,-4.6,-22.55,28.68,-39.36,-107.48,69.99,25.97,235.6,-27.65,1.33,-2.23,227.18,-0.89,-53.46,31.57,218.74,8.7,-16.67,-35.27,204.73,Upgrade
