,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+19 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters
0,Market Capitalization,3415,2851,2407,2703,3419,3354,3683,3299,2798,2801,3363,3629,4356,4272,3903,3005,3086,4174,3148,2932,3100,Upgrade
1,Market Cap Growth,-15.00%,-15.00%,-34.66%,-18.05%,22.19%,19.75%,9.52%,-9.10%,-35.77%,-34.44%,-13.84%,20.77%,41.16%,2.34%,23.99%,2.49%,-0.44%,36.45%,-6.94%,-32.38%,-4.33%,Upgrade
2,Enterprise Value,3397,2810,2313,2633,3348,3211,3544,3142,2641,2628,3072,3273,3999,3892,3471,2545,2626,3767,2764,2509,2677,Upgrade
3,Last Close Price,8.47,7.06,5.91,6.53,8.26,8.10,8.87,7.93,6.72,6.69,8.03,8.63,10.40,10.16,9.24,7.20,7.40,10.01,7.50,6.98,7.38,Upgrade
4,PE Ratio,192.59,154.42,108.38,90.16,-,50.68,40.72,35.02,30.13,30.18,33.91,26.90,32.86,33.71,39.58,51.18,69.83,80.95,36.01,31.78,28.53,Upgrade
5,Forward PE,-,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65,Upgrade
6,PS Ratio,3.23,2.68,2.35,2.65,3.36,3.45,3.81,3.50,3.02,2.97,3.35,3.34,4.10,4.51,4.87,4.39,4.66,5.57,3.76,3.58,3.61,Upgrade
7,PB Ratio,2.11,1.77,1.49,1.64,2.10,2.03,2.24,2.02,1.75,1.75,2.12,2.31,2.83,2.73,2.57,2.03,2.16,2.92,2.22,2.07,2.21,Upgrade
8,P/TBV Ratio,1.90,1.90,1.61,1.77,2.27,2.20,2.43,2.20,1.91,1.91,2.31,2.51,3.08,2.96,2.79,2.22,2.37,3.21,2.44,2.27,2.43,Upgrade
9,P/FCF Ratio,291.20,-,-,-,355.53,-,402.29,-,-23.60,-,-,-,-,-,-,-,53.58,73.32,-58.21,-,-26.25,Upgrade
10,P/OCF Ratio,60.55,60.55,-,-,93.66,-,69.61,-,-39.32,-27.81,-,-,-,-,-,-,28.30,39.12,-734.83,-,-50.24,Upgrade
11,EV/Sales Ratio,3.20,2.65,2.25,2.58,3.29,3.30,3.66,3.33,2.85,2.79,3.06,3.01,3.76,4.11,4.33,3.72,3.97,5.03,3.30,3.07,3.12,Upgrade
12,EV/EBITDA Ratio,85.59,62.12,47.17,46.08,-,30.95,26.38,23.05,19.74,20.94,23.20,18.61,23.11,24.63,28.27,34.77,-,60.65,27.28,24.57,-,Upgrade
13,EV/EBIT Ratio,-,400.89,215.85,138.59,-,49.08,36.53,31.66,27.04,29.07,31.24,23.00,-,30.74,37.66,58.21,-,109.87,36.60,32.38,-,Upgrade
14,EV/FCF Ratio,289.65,-,-,-,348.17,-,387.05,-,-22.27,-,-,-,-,-,-,-,45.60,66.17,-51.10,-,-22.67,Upgrade
15,Debt / Equity Ratio,0.19,0.19,0.18,0.18,0.22,0.15,0.18,0.15,0.08,0.01,0.00,0.01,0.01,0.00,0.01,-,-,-,-,-,-,Upgrade
16,Debt / EBITDA Ratio,7.64,6.29,2.77,2.57,-,4.00,2.20,1.37,2.30,0.09,0.04,0.05,0.49,0.03,0.03,-,-,-,-,-,-,Upgrade
17,Debt / FCF Ratio,25.85,-,-,-,37.08,-,32.67,-,-1.05,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Asset Turnover,0.43,0.37,0.35,0.44,0.36,0.36,0.36,0.41,0.40,0.37,0.37,0.47,0.54,0.56,0.37,0.30,0.32,0.39,0.36,0.50,Upgrade,
19,Inventory Turnover,0.74,0.82,0.70,0.61,0.90,0.72,0.65,0.54,0.69,0.59,0.60,0.62,0.97,1.06,1.00,0.62,0.88,1.00,1.23,0.94,0.97,Upgrade
20,Quick Ratio,0.93,0.93,0.94,0.91,0.94,1.00,1.00,0.98,0.95,0.88,0.94,1.01,1.12,1.15,1.14,1.18,1.19,1.75,1.85,1.88,1.36,Upgrade
