,Fiscal Quarter,Q4 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+3 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+3 Quarters
0,Cash & Equivalents,479375,186353,317943,82104,71463,-,162595,53017,92897,-,74964,237947,276738,328548,256116,-,-,66213,166631,44000,Upgrade
1,Short-Term Investments,58447,59210,61210,77026,57026,-,40844,40120,40120,-,33070,21015,19515,21961,32251,-,-,58336,56336,28405,Upgrade
2,Cash & Short-Term Investments,537821,245563,379153,159130,128489,203439,203439,93137,133017,108034,108034,258963,296254,350509,288367,-,-,124548,222967,72405,Upgrade
3,Cash Growth,318.57%,20.71%,86.37%,70.86%,-3.40%,88.31%,88.31%,-64.03%,-55.10%,-69.18%,-62.54%,-,-,181.42%,29.33%,-,-,-43.84%,-,-,Upgrade
4,Accounts Receivable,292330,428784,260415,450418,474848,-,279109,390396,429526,-,241359,225827,242291,255176,290772,-,-,266331,284486,265743,Upgrade
5,Other Receivables,221753,52721,201626,75499,80277,-,243173,43836,63635,-,159865,156253,166278,147969,116411,-,-,95244,86662,101019,Upgrade
6,Receivables,514083,481505,462040,525917,555125,-,522282,434232,493161,-,401224,382081,408569,403145,407183,-,-,361575,371148,366762,Upgrade
7,Inventory,708198,685864,711911,663291,578476,-,411245,471972,471125,-,339856,310858,318212,237138,192324,-,-,164057,155951,164006,Upgrade
8,Prepaid Expenses,457.31,40.59,126.32,186.97,256.9,-,169.99,1062,2017,-,1979,1491,2987,1927,1536,-,-,263.93,414.53,1672,Upgrade
9,Other Current Assets,671896,857290,867927,815405,782071,-,653501,802286,821670,-,777599,643006,630743,448790,349593,-,-,398104,337192,363735,Upgrade
10,Total Current Assets,2432456,2270263,2421158,2163930,2044417,-,1790637,1802690,1920989,-,1628692,1596398,1656766,1441509,1239003,-,-,1048549,1087672,968580,Upgrade
11,"Property, Plant & Equipment",252552,315737,333374,350252,364120,-,388639,404853,414258,-,423056,438657,446628,44163,42360,-,-,36163,37780,39147,Upgrade
12,Long-Term Investments,51403,46284,44992,41665,41665,-,53255,66950,99959,-,101835,99524,96808,207174,207039,-,-,189663,189663,176833,Upgrade
13,Other Intangible Assets,5304,5304,5304,5304,5304,-,5304,5304,5304,-,5304,5304,5175,5175,5175,-,-,-,-,-,Upgrade
14,Long-Term Deferred Tax Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,47.24,118.1,-,-,452.84,548.13,643.43,Upgrade
15,Other Long-Term Assets,8938,9907,13338,17255,22147,-,26422,28340,25322,-,27229,29401,13402,11437,6056,-,-,5366,6065,6113,Upgrade
16,Total Assets,2750653,2647496,2818166,2591144,2489997,-,2276602,2320610,2478007,-,2198032,2181173,2230804,1765377,1552295,-,-,1330822,1354433,1210451,Upgrade
17,Accounts Payable,431996,360020,415883,395813,429462,-,428944,318188,331439,-,347582,332427,310109,276570,316131,-,-,286436,311496,285699,Upgrade
18,Accrued Expenses,16894,52304,82354,96833,64549,-,72088,115116,110791,-,108717,100112,74082,59706,29653,-,-,23279,16847,15057,Upgrade
19,Short-Term Debt,770744,737444,726258,751124,716822,-,605535,530141,490832,-,263392,122170,106411,98311,121479,-,-,97330,103734,65156,Upgrade
20,Current Portion of Long-Term Debt,38740,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
21,Current Portion of Leases,1180,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
22,Current Income Taxes Payable,1755,5793,4138,5654,9719,-,9412,10186,9699,-,9471,12655,14015,9472,8315,-,-,9251,8595,9480,Upgrade
23,Current Unearned Revenue,664620,1611,1767,2014,363.84,-,2129,2107,2130,-,2114,1968,955.89,2264,1192,-,-,3296,1020,2524,Upgrade
24,Other Current Liabilities,173351,775973,875209,632827,530814,-,448668,592911,768286,-,624047,758797,850494,722595,475163,-,-,318103,319663,244029,Upgrade
25,Total Current Liabilities,2099280,1933146,2105609,1884265,1751730,-,1566776,1568649,1713178,-,1355324,1328130,1356066,1168918,951932,-,-,737696,761355,621945,Upgrade
26,Long-Term Debt,4802,68282,61058,66810,88457,-,67598,98146,111191,-,221726,232960,246961,6272,7142,-,-,2263,3378,5005,Upgrade
27,Long-Term Leases,90.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
28,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,-,-,-,-,2.53,3.79,5.06,6.32,7.59,-,-,11.38,12.65,13.91,Upgrade
29,Other Long-Term Liabilities,16462,16042,16312,15972,29187,-,36408,35896,35580,-,13241,12934,12697,46992,46784,-,-,45309,44926,44139,Upgrade
30,Total Liabilities,2120635,2017470,2182980,1967048,1869374,-,1670782,1702691,1859949,-,1590294,1574027,1615729,1222189,1005866,-,-,785280,809672,671104,Upgrade
31,Common Stock,419080,419080,419080,419080,419080,-,419080,419080,419080,-,419080,419080,419080,419080,419080,-,-,419080,419080,419080,Upgrade
32,Additional Paid-In Capital,52626,52626,52626,52626,52626,-,52626,52626,52626,-,52626,52626,52626,52626,52626,-,-,52626,52626,52626,Upgrade
33,Retained Earnings,63013,84922,79391,70131,67313,-,55690,68176,69394,-,61142,58558,71751,63270,65904,-,-,66569,65500,57117,Upgrade
34,Treasury Stock,-543,-543,-543,-543,-543,-,-543,-543,-543,-,-543,-543,-543,-543,-543,-,-,-543,-543,-543,Upgrade
