,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters
0,Market Capitalization,2624,1505,1383,1686,1991,1900,1909,2124,1815,1879,2404,2641,3608,3918,4354,6719,-,-,-,-,-,Upgrade
1,Market Cap Growth,-20.80%,-20.80%,-27.58%,-20.62%,9.67%,1.13%,-20.58%,-19.60%,-49.68%,-52.04%,-44.79%,-60.69%,-,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,3657,2525,2350,2639,2944,2830,2790,2911,2603,2639,3130,3137,4103,4197,4480,7096,-,-,-,-,-,Upgrade
3,Last Close Price,14.80,8.49,7.80,9.51,11.23,10.72,10.77,11.98,10.24,10.60,13.56,14.87,20.31,22.06,24.52,37.76,-,-,-,-,-,Upgrade
4,PE Ratio,-,-,-,-61.82,-,-,-,-,-,324.98,184.14,64.17,-,44.12,46.48,67.28,-,-,-,-,-,Upgrade
5,PS Ratio,5.82,3.38,3.01,3.57,4.21,4.17,4.03,4.30,3.65,3.72,4.72,4.52,6.57,6.23,7.15,11.44,-,-,-,-,-,Upgrade
6,PB Ratio,2.61,1.46,1.34,1.64,1.94,1.84,1.83,2.02,1.72,1.75,2.26,2.48,3.41,3.66,4.16,6.57,-,-,-,-,-,Upgrade
7,P/TBV Ratio,-,-,-,-,-,-,-,-,-,-,-,1102.74,153.63,6.85,7.89,12.81,-,-,-,-,-,Upgrade
8,P/FCF Ratio,-,-,-,-,-19.34,-12.88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
