,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+7 Quarters
0,Market Capitalization,14400,11553,11040,11709,10133,9924,12987,15315,13545,10442,10769,9969,12806,15052,20939,21566,20936,25860,34498,27745,24072,Upgrade
1,Market Cap Growth,16.42%,16.42%,-14.99%,-23.54%,-25.19%,-4.96%,20.60%,53.63%,5.77%,-30.63%,-48.57%,-53.77%,-38.83%,-41.79%,-39.30%,-22.27%,-13.03%,8.75%,-,-,-,Upgrade
2,Enterprise Value,12621,10013,9263,10443,8867,8498,11780,14052,12281,8985,9572,7972,10808,12758,18717,18839,18209,22889,31628,25034,21361,Upgrade
3,Last Close Price,35.91,28.58,27.31,28.47,24.64,24.10,31.27,36.88,32.61,25.14,25.71,23.80,30.57,35.94,49.63,51.11,49.72,61.42,81.56,65.59,56.91,Upgrade
4,PE Ratio,43.66,35.61,36.16,40.19,39.06,43.52,69.15,81.73,77.76,46.22,61.24,46.74,51.65,-,54.33,48.39,45.08,52.37,65.50,54.03,46.75,Upgrade
5,Forward PE,32.91,27.66,27.40,33.87,30.88,30.37,40.63,51.84,45.45,35.55,35.29,26.37,34.27,28.47,36.72,40.39,38.76,45.74,59.70,45.17,41.52,Upgrade
6,PS Ratio,5.36,4.37,4.38,4.86,4.55,4.67,6.58,8.39,7.82,5.82,6.22,5.65,7.17,8.62,11.47,12.12,12.00,14.98,19.38,15.36,13.37,Upgrade
7,PB Ratio,4.26,3.35,3.26,3.32,2.96,2.99,3.96,4.60,4.16,3.27,3.37,3.09,4.05,4.93,6.82,6.94,6.98,9.05,12.40,9.95,9.02,Upgrade
8,P/TBV Ratio,4.32,4.32,4.24,4.27,3.86,3.93,5.24,6.07,5.55,4.40,4.55,4.18,5.52,6.82,9.30,7.10,7.08,9.12,12.48,10.01,9.08,Upgrade
9,P/FCF Ratio,478.57,-,-,-,120.67,-,-139.28,-,-216.81,-,-136.02,-,-102.76,-,-,-,-,-,111.75,-,52.43,Upgrade
10,P/OCF Ratio,34.12,34.12,34.59,-,29.98,-,115.16,-,279.64,-,223.85,-,-1711.91,-,82.65,-,57.78,79.04,101.84,-,51.71,Upgrade
11,PEG Ratio,0.95,3.37,3.37,3.37,3.37,3.37,3.37,3.37,3.37,3.37,3.37,2.93,3.81,1.67,2.16,2.31,2.15,2.54,3.32,2.62,2.62,Upgrade
12,EV/Sales Ratio,4.78,3.79,3.68,4.33,3.98,4.00,5.97,7.70,7.09,5.01,5.53,4.51,6.05,7.31,10.26,10.59,10.44,13.26,17.77,13.86,11.86,Upgrade
13,EV/EBITDA Ratio,44.28,35.85,37.90,46.98,47.01,42.04,65.83,81.77,79.84,39.83,57.79,40.50,47.13,-,51.23,44.46,40.29,47.25,61.03,47.20,39.68,Upgrade
14,EV/EBIT Ratio,47.65,37.81,40.38,49.84,50.58,45.15,71.27,90.46,89.26,42.87,63.66,43.52,49.96,-,53.11,45.90,41.58,48.73,62.79,48.61,40.83,Upgrade
15,EV/FCF Ratio,419.45,-,-,-,105.59,-,-126.34,-,-196.59,-,-120.91,-,-86.73,-,-,-,-,-,102.45,-,46.53,Upgrade
16,Debt / Equity Ratio,0.07,0.07,0.07,0.04,0.07,0.08,0.11,0.06,0.08,0.01,0.01,0.01,0.01,0.01,0.02,0.04,0.04,0.03,0.02,-,-,Upgrade
17,Debt / EBITDA Ratio,0.89,0.98,0.79,0.31,3.38,2.21,1.46,0.58,1.95,0.96,0.14,0.10,0.05,-,0.20,0.27,0.25,0.34,0.10,-,-,Upgrade
18,Debt / FCF Ratio,8.41,-,-,-,3.04,-,-3.92,-,-4.33,-,-0.40,-,-0.16,-,-,-,-,-,0.19,-,-,Upgrade
19,Asset Turnover,0.55,0.64,0.60,0.65,0.46,0.55,0.46,0.60,0.34,0.46,0.41,0.70,0.28,0.49,0.42,0.66,0.39,0.49,0.43,0.71,Upgrade,
20,Inventory Turnover,3.96,3.20,4.11,3.90,5.10,3.31,5.09,4.15,5.28,3.37,4.16,3.88,6.21,2.57,4.15,3.97,6.56,3.03,3.32,2.92,4.23,Upgrade
21,Quick Ratio,2.24,2.24,2.15,2.54,2.15,2.31,2.04,1.94,2.88,2.61,2.78,2.80,3.00,4.02,3.15,3.34,3.18,4.67,4.07,4.81,3.92,Upgrade
22,Current Ratio,2.68,2.68,2.56,3.03,2.50,2.90,2.44,2.82,3.35,3.43,3.29,3.75,3.43,4.59,3.49,3.65,3.41,4.97,4.34,5.16,4.23,Upgrade
23,Return on Equity (ROE),7.36%,7.69%,12.74%,12.23%,5.23%,6.35%,9.58%,6.50%,0.18%,6.17%,8.04%,13.45%,-6.39%,11.25%,12.95%,17.13%,9.90%,21.44%,17.42%,24.04%,Upgrade,
24,Return on Assets (ROA),3.49%,4.29%,6.90%,0.45%,1.55%,3.24%,5.30%,1.31%,0.18%,2.94%,4.64%,6.28%,-3.78%,5.02%,6.75%,7.08%,4.82%,9.72%,9.53%,10.16%,Upgrade,
25,Return on Capital (ROIC),4.17%,5.08%,8.27%,0.52%,1.77%,3.79%,6.19%,1.52%,0.21%,3.44%,5.43%,7.39%,-4.54%,6.09%,8.13%,8.55%,5.90%,12.03%,11.95%,13.07%,Upgrade,
26,Return on Capital Employed (ROCE),7.64%,7.64%,6.73%,5.89%,5.09%,5.64%,5.01%,4.63%,4.02%,6.51%,4.65%,5.62%,6.79%,-,11.41%,13.16%,14.56%,16.27%,17.93%,18.30%,19.40%,Upgrade
27,Earnings Yield,2.25%,2.81%,2.77%,2.49%,2.56%,2.30%,1.45%,1.22%,1.29%,2.16%,1.63%,2.14%,1.94%,1.78%,1.84%,2.07%,2.22%,1.91%,1.53%,1.85%,2.14%,Upgrade
28,FCF Yield,0.21%,0.26%,0.42%,0.80%,0.83%,-0.37%,-0.72%,-0.21%,-0.46%,-0.24%,-0.74%,-1.47%,-0.97%,-4.16%,-2.48%,-2.01%,-1.85%,0.59%,0.89%,1.34%,1.91%,Upgrade
29,Dividend Yield,1.42%,2.69%,-,-,2.11%,-,-,-,0.77%,-,-,-,0.62%,-,-,-,0.70%,-,-,-,0.69%,Upgrade
30,Payout Ratio,65.94%,1.54%,317.87%,1.37%,2.24%,235.00%,2.18%,2.12%,12.95%,2371.65%,-,-,12.81%,-,-,-,0.35%,201.04%,10.71%,-,-,Upgrade
31,Buyback Yield / Dilution,3.39%,6.93%,-2.17%,-0.45%,8.70%,-7.13%,-0.13%,3.88%,-9.91%,4.74%,1.54%,-2.18%,3.05%,-1.39%,-0.04%,-1.10%,-0.42%,-2.90%,-12.97%,-8.75%,-5.44%,Upgrade
32,Total Shareholder Return,4.81%,9.62%,-2.17%,-0.45%,10.81%,-7.13%,-0.13%,3.88%,-9.14%,4.74%,1.54%,-2.18%,3.67%,-1.39%,-0.04%,-1.10%,0.29%,-2.90%,-12.97%,-8.75%,-4.76%,Upgrade
