,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,1277,1262,730.44,965.08,1547,1070,872.18,876.92,1086,966.82,643.62,985.62,1139,1005,710.03,809.55,1075,840.19,444.43,798.91,Upgrade
1,Other Revenue,-131.72,131.72,-,388.44,-118.9,118.9,-,324.1,-127.67,127.67,-,365.5,-136.22,136.22,-,373.95,-140.01,140.01,-,239.39,Upgrade
2,Revenue,1145,1394,730.44,1354,1428,1188,872.18,1201,958.36,1094,643.62,1351,1003,1141,710.03,1183,934.61,980.2,444.43,1038,Upgrade
3,Revenue Growth (YoY),-19.82%,17.29%,-16.25%,12.70%,49.00%,8.59%,35.51%,-11.11%,-4.45%,-4.11%,-9.35%,14.16%,7.31%,16.45%,59.76%,13.98%,15.81%,11.34%,-30.61%,14.08%,Upgrade
4,Cost of Revenue,840.4,986.6,534.43,947.08,1063,822.35,629.11,848.88,675,771.9,458.67,1003,723.75,770.11,491.76,878.25,614.61,655.72,300.79,739.02,Upgrade
5,Gross Profit,304.56,407.42,196.01,406.45,364.84,366.14,243.08,352.14,283.36,322.58,184.95,347.71,279.23,371.33,218.27,305.24,320.01,324.48,143.64,299.28,Upgrade
6,"Selling, General & Admin",263.13,293.28,231.78,401.24,253.19,235.9,228.67,210.08,225.31,268.07,231.49,253.42,235.43,295.93,220.62,227.3,246,223.32,154.51,259.8,Upgrade
7,Research & Development,46.97,18.52,45.57,79.08,37.78,33.59,30.7,79.54,32.76,26.13,31.28,84.56,23.87,17.11,29.27,62.78,20.18,18.75,14.55,24.13,Upgrade
8,Other Operating Expenses,-33.13,4.22,6.79,3.42,1.02,3.02,0.01,37.5,-4.12,-0.73,-0.66,32.23,-0.8,4.69,-3.98,28.62,-0.23,5.77,0.24,27.84,Upgrade
9,Operating Expenses,276.67,313.55,284.49,508.48,291.98,274.03,258.97,336.01,252.98,294.49,261.27,369.1,259.36,319.16,246.12,320.6,264.45,248.27,168.47,316.46,Upgrade
10,Operating Income,27.89,93.87,-88.48,-102.03,72.86,92.11,-15.89,16.12,30.38,28.09,-76.32,-21.39,19.87,52.17,-27.85,-15.36,55.55,76.21,-24.83,-17.18,Upgrade
11,Interest Expense,-1.06,-1.97,-0.81,-0.73,-2.81,-3.02,-0.45,-,-1.22,-0.67,-0.38,-0.73,-0.49,-1.62,-3.35,-2.13,-5.73,-6.57,-7.46,-3.88,Upgrade
12,Interest & Investment Income,8.49,13.94,15.67,261.37,10.22,20.16,6.39,231.76,6.45,8.36,6.84,152.15,5.62,11.99,11.73,114.77,10.36,15.65,15.62,42.89,Upgrade
13,Currency Exchange Gain (Loss),-5.54,5.54,-,6.42,-4.23,4.23,-,10.15,-5.81,5.81,-,-2.15,0.76,-0.76,-,-5.37,-0.42,0.42,-,-0.06,Upgrade
14,Other Non Operating Income (Expenses),4.64,-1.94,1.89,-9.93,2.92,2.57,-3.5,-10.97,10.87,0.35,-1.2,-0.52,0.13,0.46,-0.42,37.2,-28.52,13.26,-14.28,-0.81,Upgrade
15,EBT Excluding Unusual Items,34.42,109.43,-71.73,155.1,78.96,116.05,-13.46,247.06,40.67,41.94,-71.04,127.35,25.89,62.24,-19.89,129.11,31.25,98.97,-30.95,20.97,Upgrade
16,Impairment of Goodwill,-,-,-,-98.12,-,-,-,-22.08,-,-,-,-,-,-,-,-36.08,-,-,-,-,Upgrade
17,Gain (Loss) on Sale of Investments,0.96,0.54,1.68,-0.82,-0.16,0.73,0.87,1.09,0.32,0.01,1.22,0.16,-1.28,-0.03,1.01,-4.45,0.48,-1.46,-5.49,-2.9,Upgrade
18,Gain (Loss) on Sale of Assets,0.28,-1.5,0.14,-2.11,-1.46,-1,-0,0.01,-4.7,-0.16,9.06,-2.53,1.85,-2.1,-0.17,-0.28,0.75,-0.81,-,-4,Upgrade
19,Asset Writedown,-,-,-,-5.94,-,-,-,0.81,0.42,-,-,-0.48,-,-,-,-0.92,-,-,-,-3.61,Upgrade
20,Legal Settlements,-,-,-,-,-,-,-,-0.18,-,-,-,-10.44,-,-,-,-11.56,-,-,-,-,Upgrade
21,Other Unusual Items,-22.1,4.57,15.57,-1.45,-0.07,0.07,-,39.35,-0.32,0.32,-,33.24,-0.41,0.41,-,30.82,25.88,-25.88,-,23.77,Upgrade
22,Pretax Income,13.57,113.04,-54.35,46.65,77.27,115.85,-12.59,266.06,36.4,42.11,-60.76,147.3,26.05,60.53,-19.06,106.63,58.35,70.82,-36.44,34.22,Upgrade
23,Income Tax Expense,6.49,5.26,1.42,12.45,0.47,14.38,0.19,20.57,1.06,3.05,1.23,-6.19,-1.06,4.19,3.29,6.59,13.26,7.8,-1.43,-10.13,Upgrade
24,Earnings From Continuing Operations,7.08,107.77,-55.77,34.2,76.79,101.47,-12.77,245.49,35.34,39.05,-62,153.49,27.11,56.34,-22.35,100.04,45.1,63.02,-35,44.35,Upgrade
