,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+1 Quarters
0,Market Capitalization,13082,8779,7411,7807,8083,14012,12065,22901,14658,21072,21952,12268,10489,10024,8420,7858,-,-,-,-,-,Upgrade
1,Market Cap Growth,-37.35%,-37.35%,-38.57%,-65.91%,-44.86%,-33.50%,-45.04%,86.68%,39.74%,110.21%,160.72%,56.13%,-,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,12856,8553,7148,7497,7174,13103,11085,22541,14301,20714,21629,11847,10085,9620,7935,7707,-,-,-,-,-,Upgrade
3,Last Close Price,43.90,29.46,24.87,26.21,26.90,46.63,40.15,76.21,51.18,73.57,76.65,42.83,36.46,34.85,29.27,27.16,-,-,-,-,-,Upgrade
4,PE Ratio,190.87,-,104.74,74.44,61.30,92.53,55.75,102.97,65.32,98.78,112.06,66.42,60.40,62.31,58.02,57.34,-,-,-,-,-,Upgrade
5,Forward PE,32.31,24.20,25.26,23.77,24.91,36.66,27.83,42.88,31.93,57.60,65.00,42.77,-,-,-,-,-,-,-,-,-,Upgrade
6,PS Ratio,17.08,11.70,9.78,9.73,9.27,15.41,11.38,20.84,13.94,20.83,23.78,14.15,12.52,12.46,11.05,10.77,-,-,-,-,-,Upgrade
7,PB Ratio,7.55,5.07,4.28,4.54,4.61,8.07,6.96,13.57,14.83,22.47,25.21,15.00,12.98,13.04,11.71,10.89,-,-,-,-,-,Upgrade
8,P/TBV Ratio,5.32,5.32,4.49,4.77,4.81,8.43,7.26,14.19,16.03,24.34,26.02,15.52,13.43,13.28,12.15,11.30,-,-,-,-,-,Upgrade
9,P/FCF Ratio,-,-,-,-40.19,-,-,-,-,-,-756.83,-924.03,-,-,337.25,-,82.00,-,-,-,-,-,Upgrade
10,P/OCF Ratio,-,-,-177.23,-80.61,-,-,-,-,89.71,162.37,306.50,-,-,112.67,-,52.21,-,-,-,-,-,Upgrade
11,EV/Sales Ratio,17.14,11.40,9.43,9.34,8.22,14.41,10.46,20.51,13.60,20.47,23.43,13.66,12.04,11.96,10.41,10.56,-,-,-,-,-,Upgrade
12,EV/EBITDA Ratio,132.40,87.44,99.76,75.39,53.39,-,49.13,95.62,59.80,91.13,103.36,60.24,54.99,56.64,51.49,51.79,-,-,-,-,-,Upgrade
13,EV/EBIT Ratio,167.41,111.37,141.19,92.95,61.39,-,52.14,100.63,62.24,94.48,106.82,62.32,56.77,58.62,53.39,54.03,-,-,-,-,-,Upgrade
14,EV/FCF Ratio,-,-,-,-38.60,-,-,-,-,-,-743.99,-910.44,-,-,323.63,-,80.43,-,-,-,-,-,Upgrade
15,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,-,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Debt / EBITDA Ratio,0.05,0.06,0.05,0.06,0.05,-,0.03,0.03,0.03,0.03,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Debt / FCF Ratio,-,-,-,-0.03,-,-,-,-,-,-0.30,-,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Asset Turnover,-,0.30,0.33,0.33,0.29,0.38,0.49,0.52,0.78,0.69,0.57,0.52,0.67,0.63,0.67,0.73,-,-,-,-,Upgrade,
19,Inventory Turnover,-,-,0.91,1.19,1.19,1.35,1.22,1.58,1.32,2.14,1.61,1.27,1.23,1.75,1.53,1.64,1.58,-,-,-,-,Upgrade
20,Quick Ratio,-,-,1.37,1.60,1.82,1.65,2.49,2.29,1.33,1.33,1.40,1.32,1.39,1.41,1.39,1.52,1.03,1.05,-,0.94,-,Upgrade
21,Current Ratio,-,-,2.12,2.34,2.58,2.29,3.11,2.84,1.87,1.84,1.97,1.96,1.96,1.92,1.94,2.03,1.56,1.54,-,1.59,-,Upgrade
22,Return on Equity (ROE),-0.30%,2.95%,5.69%,7.10%,0.54%,10.96%,15.45%,20.99%,29.79%,25.04%,26.40%,20.02%,26.85%,23.14%,30.81%,28.75%,-,-,14.37%,13.19%,Upgrade,
23,Return on Assets (ROA),-,1.95%,1.58%,2.91%,-1.20%,4.99%,5.93%,7.67%,8.42%,9.69%,9.37%,7.42%,6.96%,8.86%,9.92%,8.82%,-,-,-,-,Upgrade,
24,Return on Capital (ROIC),2.06%,2.78%,2.16%,4.02%,-1.70%,7.17%,9.52%,14.22%,15.64%,17.96%,17.54%,14.18%,13.47%,16.76%,20.15%,20.99%,-,-,11.95%,6.97%,Upgrade,
25,Return on Capital Employed (ROCE),-,-,2.82%,4.55%,6.49%,-,11.91%,12.87%,22.11%,22.33%,22.38%,22.31%,21.14%,20.53%,19.96%,19.20%,27.53%,23.44%,-,9.92%,-,Upgrade
26,Earnings Yield,0.51%,0.76%,0.95%,1.34%,1.63%,1.08%,1.79%,0.97%,1.53%,1.01%,0.89%,1.51%,1.66%,1.60%,1.72%,1.74%,-,-,-,-,-,Upgrade
27,FCF Yield,-,-1.76%,-2.49%,-3.03%,-1.28%,-0.83%,0.02%,-0.07%,-0.13%,-0.11%,-0.70%,-0.01%,0.30%,0.81%,1.22%,-,-,-,-,-,Upgrade,
28,Dividend Yield,0.47%,-,-,-,-,0.41%,-,-,-,0.31%,-,-,-,0.45%,-,-,-,-,-,-,-,Upgrade
29,Payout Ratio,0.00%,-,14.86%,224.38%,-,-,-,125.36%,-,0.02%,0.07%,82.17%,0.06%,0.03%,105.98%,-,-,-,-,-,239.14%,Upgrade
30,Buyback Yield / Dilution,-0.79%,5.27%,30.87%,-110.18%,-8.41%,-2.80%,-57.70%,54.29%,-1.59%,-1.21%,2.58%,-37.41%,-31.42%,-30.94%,-42.10%,6.32%,-4.16%,-0.30%,-,-,-,Upgrade
31,Total Shareholder Return,-0.32%,5.27%,30.87%,-110.18%,-8.41%,-2.39%,-57.70%,54.29%,-1.59%,-0.89%,2.58%,-37.41%,-31.42%,-30.49%,-42.10%,6.32%,-4.16%,-0.30%,-,-,-,Upgrade
