,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,105.13,173.34,251.69,101.03,143.94,111.88,157.76,182.27,252.24,208.07,Upgrade
1,Trading Asset Securities,43.8,111.6,149.26,107.31,100.25,99.09,552.84,682.14,135.95,121.4,Upgrade
2,Cash & Short-Term Investments,148.93,284.94,400.95,208.34,244.19,210.98,710.6,864.41,388.19,329.46,Upgrade
3,Cash Growth,-62.86%,36.77%,64.20%,-1.25%,-65.64%,-75.59%,83.05%,162.37%,-17.46%,-37.88%,Upgrade
4,Other Receivables,0.01,0.09,0.33,0,0.78,16.33,0.46,-,6.22,3.89,Upgrade
5,Receivables,0.01,0.09,0.33,0,0.78,16.33,0.46,-,6.22,3.89,Upgrade
6,Prepaid Expenses,1.25,0.83,0.92,1.33,1.61,0.9,0.18,7.14,0.08,0.31,Upgrade
7,Other Current Assets,13.89,13.02,2.57,6.2,6.04,2.49,2.4,-,5.88,9.06,Upgrade
8,Total Current Assets,164.07,298.87,404.76,215.87,252.62,230.69,713.63,871.56,400.36,342.72,Upgrade
9,"Property, Plant & Equipment",371.37,467.43,471.53,484.03,514.7,530.11,532.34,539.07,510.13,12.98,Upgrade
10,Long-Term Investments,86.12,291.18,612.8,497.28,487.13,674.09,-,-,-,0.96,Upgrade
11,Other Intangible Assets,4.09,5,5.05,9.81,9.81,11.16,13.3,13.3,13.3,13.3,Upgrade
12,Long-Term Deferred Tax Assets,-,-,6.36,6.36,6.36,6.36,12.13,-,3.24,3.24,Upgrade
13,Other Long-Term Assets,3.61,5.38,5.18,4.12,4.53,6.94,4.47,4.42,5.26,1,Upgrade
14,Total Assets,629.26,1068,1506,1217,1275,1459,1276,1428,932.29,374.2,Upgrade
15,Accrued Expenses,1.6,4.79,12.82,5.51,9.66,4.45,9.46,6.15,11.27,8.18,Upgrade
16,Short-Term Debt,-,-,-,-,-,-,-,16.5,14,7,Upgrade
17,Current Portion of Long-Term Debt,-,34.79,34.63,55.44,117.65,118.32,54.56,66.11,125,143.66,Upgrade
18,Current Portion of Leases,11.16,13.33,12.44,8.42,12.57,8.17,9.06,10.95,11.17,3.61,Upgrade
19,Current Income Taxes Payable,-,0.01,-,-,-,-,-,-,-,-,Upgrade
20,Other Current Liabilities,3.94,3.94,-,3.94,-,3.94,-,3.94,-,3.94,Upgrade
21,Total Current Liabilities,16.71,56.87,59.89,73.31,139.88,134.88,73.08,103.65,161.44,166.39,Upgrade
22,Long-Term Debt,-,10.1,25.54,38.53,35.76,49.78,122.86,137.75,104.04,116.25,Upgrade
23,Long-Term Leases,5.18,9.63,16.37,8.93,12.73,2.43,6.58,10.97,16.17,3.64,Upgrade
24,Long-Term Deferred Tax Liabilities,-,2.02,6.13,-,-,-,-,66.75,-,-,Upgrade
25,Total Liabilities,21.89,78.62,107.93,120.77,188.37,187.08,202.51,319.13,281.65,286.27,Upgrade
26,Common Stock,78.07,78.07,78.07,71.01,69.64,67.5,66.69,66.39,65.16,61.84,Upgrade
27,Additional Paid-In Capital,1250,1250,1250,1031,940.92,825.69,809,803.14,749.65,575.48,Upgrade
28,Retained Earnings,-1192,-823.79,-403.07,-503.49,-444.58,-172.3,-385.95,-337.43,-692.08,-619.11,Upgrade
29,Comprehensive Income & Other,471.74,485.31,473.1,497.95,520.78,551.38,583.63,577.11,527.91,69.73,Upgrade
30,Shareholders' Equity,607.37,989.25,1398,1097,1087,1272,1073,1109,650.64,87.93,Upgrade
31,Total Liabilities & Equity,629.26,1068,1506,1217,1275,1459,1276,1428,932.29,374.2,Upgrade
32,Total Debt,16.35,67.85,88.98,111.32,178.71,178.69,193.05,242.28,270.38,274.15,Upgrade
33,Net Cash (Debt),132.59,217.09,311.97,97.02,65.48,32.29,517.54,622.13,117.81,55.31,Upgrade
34,Net Cash Growth,-57.50%,123.75%,376.46%,200.48%,-87.35%,-94.81%,339.30%,1024.77%,-14.24%,-53.54%,Upgrade
35,Net Cash Per Share,0.08,0.14,0.21,0.07,0.05,0.02,0.39,0.45,0.09,0.04,Upgrade
36,Filing Date Shares Outstanding,1561,1561,1561,1420,1393,1350,1334,1328,1303,1237,Upgrade
37,Total Common Shares Outstanding,1561,1561,1561,1420,1393,1350,1334,1328,1303,1237,Upgrade
38,Working Capital,147.36,242.01,344.87,142.56,112.74,95.82,640.55,767.91,238.93,176.34,Upgrade
39,Book Value Per Share,0.39,0.63,0.90,0.77,0.78,0.94,0.80,0.84,0.50,0.07,Upgrade
40,Tangible Book Value,603.29,984.25,1393,1087,1077,1261,1060,1096,637.34,74.63,Upgrade
41,Tangible Book Value Per Share,0.39,0.63,0.89,0.77,0.77,0.93,0.79,0.83,0.49,0.06,Upgrade
42,Land,471.67,482.98,-,496.36,-,538.63,-,521.02,-,-,Upgrade
43,Machinery,12.52,11.6,-,8.97,-,9.7,-,9.63,-,9.47,Upgrade
44,Leasehold Improvements,9.31,9.33,-,9.36,-,8.44,-,13.15,-,13.15,Upgrade
