,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,315,531,2639,3654,4829,6895,4428,3788,2855,4417,28568,Upgrade
1,Market Cap Growth,-85.47%,-85.47%,-45.35%,-47.01%,9.06%,82.02%,55.10%,-14.25%,-90.01%,-84.54%,10.00%,Upgrade
2,Enterprise Value,183,314,2327,3557,4764,6862,3910,3166,2737,4362,28431,Upgrade
3,Last Close Price,0.20,0.34,1.69,2.34,3.40,4.95,3.28,2.84,2.15,3.39,23.08,Upgrade
4,PE Ratio,-,-,-,96.02,-,-,26.82,-,10.07,-,-,Upgrade
5,PS Ratio,-0.90,-0.90,-12.98,25.45,-23.12,635.35,29.90,9.23,6.04,-145.41,-192.15,Upgrade
6,PB Ratio,0.52,0.87,2.67,2.61,4.40,6.34,3.48,3.53,2.57,6.79,324.89,Upgrade
7,P/TBV Ratio,0.88,0.88,2.68,2.62,4.44,6.40,3.51,3.57,2.61,6.93,382.79,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-,-,-95.61,-,-,-,Upgrade
9,P/OCF Ratio,-,-,-,-,-,-,-,-95.61,-,-,-,Upgrade
10,EV/Sales Ratio,-,-,-,24.78,-22.81,-,26.41,-,5.79,-,-,Upgrade
11,EV/EBITDA Ratio,-,-,-,89.31,-,-,69.19,-,7.06,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,128.73,-,-,92.15,-,7.24,-,-,Upgrade
13,EV/FCF Ratio,-3.69,-,-,-,-,-,-,-79.90,-,-,-,Upgrade
14,Debt / Equity Ratio,0.03,0.03,0.07,0.06,0.10,0.16,0.14,0.18,0.22,0.42,3.12,Upgrade
15,Debt / FCF Ratio,-,-,-,-,-,-,-,-4.87,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,1.91%,-,-,3.20%,-,28.54%,-,-,Upgrade
17,Earnings Yield,-246.26%,-146.31%,-11.78%,1.04%,-6.86%,-0.85%,3.73%,8.08%,9.93%,-3.34%,-0.88%,Upgrade
18,FCF Yield,-15.72%,-9.34%,-3.12%,-2.97%,-2.28%,-1.67%,-0.33%,-1.05%,-6.19%,-2.87%,0.36%,Upgrade
19,Buyback Yield / Dilution,-8.16%,-5.31%,-11.17%,-9.20%,-3.30%,-2.02%,1.32%,-4.37%,-11.47%,-3.10%,2.12%,Upgrade
20,Total Shareholder Return,-8.16%,-5.31%,-11.17%,-9.20%,-3.30%,-2.02%,1.32%,-4.37%,-11.47%,-3.10%,2.12%,Upgrade
