,Fiscal Quarter,Q4 2024,Q4 2023,Q2 2015,Q1 2015,Q4 2014,Q3 2014,Q2 2014,Q1 2014,Q4 2013,Q3 2013,Q2 2013,Q1 2013,Q4 2012,Q3 2012,Q2 2012,Q1 2012,Q4 2011,Q3 2011,Q2 2011,Q1 2011,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Jun '15 Jun 30, 2015","Mar '15 Mar 31, 2015","Dec '14 Dec 31, 2014","Sep '14 Sep 30, 2014","Jun '14 Jun 30, 2014","Mar '14 Mar 31, 2014","Jan '14 Jan 1, 2014","Sep '13 Sep 30, 2013","Jun '13 Jun 30, 2013","Mar '13 Mar 31, 2013","Dec '12 Dec 31, 2012","Sep '12 Sep 30, 2012","Jun '12 Jun 30, 2012","Mar '12 Mar 31, 2012","Jan '12 Jan 1, 2012","Sep '11 Sep 30, 2011","Jun '11 Jun 30, 2011","Mar '11 Mar 31, 2011",+20 Quarters
0,Revenue,105962,125681,90476,87641,115116,86440,95447,73405,103014,98335,89663,86957,96052,64585,92093,80064,119771,96503,84840,73153,Upgrade
1,Revenue Growth (YoY),-7.95%,45.40%,-5.21%,19.39%,11.75%,-12.10%,6.45%,-15.58%,7.25%,52.26%,-2.64%,8.61%,-19.80%,-33.07%,8.55%,9.45%,27.12%,56.09%,51.95%,35.01%,Upgrade
2,Cost of Revenue,95712,111934,75418,75351,99860,75570,81414,62364,88941,81415,75783,69967,81930,56328,77903,66646,89036,81455,66918,56968,Upgrade
3,Gross Profit,10250,13747,15058,12290,15256,10869,14032,11042,14073,16920,13881,16990,14122,8257,14190,13417,30736,15048,17921,16185,Upgrade
4,"Selling, General & Admin",13031,10835,7459,6227,8666,6352,5985,4918,7733,6258,5233,4246,5821,3476,4613,4106,8012,4897,4982,4271,Upgrade
5,Other Operating Expenses,-,-,-,-,-3,-,-,-,-3,-,-,-,-3,-,3,-,-3,-,-,-,Upgrade
6,Operating Expenses,13031,10835,7459,6227,8663,6352,5985,4918,7730,6258,5233,4246,5818,3476,4616,4106,8009,4897,4982,4271,Upgrade
7,Operating Income,-2781,2912,7599,6063,6594,4517,8047,6123,6343,10662,8648,12743,8303,4781,9574,9311,22727,10151,12939,11915,Upgrade
8,Interest Expense,-,-350.36,-2800,-2692,-2873,-1784,-2272,-1569,-2323,-1540,-1764,-1129,-1113,-1639,-1832,-1699,-1701,-1226,-870.67,-824.53,Upgrade
9,Interest & Investment Income,18649,558.4,51.66,28.85,126.27,350.74,62.28,8.66,64.13,61.06,440.12,8.63,173.24,47.54,1.73,201.66,698.45,87.57,335.21,51.79,Upgrade
10,Currency Exchange Gain (Loss),-,-,-,-185.86,-1917,-,-,-27.95,90.3,-,-369.65,-168.73,41.18,-,236.99,230.16,-1916,-,-,-1064,Upgrade
11,Other Non Operating Income (Expenses),-395.98,-1172,3977,2089,828.19,-10.5,20.29,0,-1235,157.8,0.97,0,753.77,211.55,182.25,0.01,-2343,-157.58,-3110,85.83,Upgrade
12,EBT Excluding Unusual Items,15472,1948,8827,5302,2758,3073,5858,4535,2940,9341,6956,11454,8158,3401,8163,8043,17465,8855,9293,10163,Upgrade
13,Gain (Loss) on Sale of Investments,-,-,-,60,-266.66,-,-,-,453.33,-,193.33,-,-126.67,-,93.33,-,-6.67,-,-,-,Upgrade
14,Gain (Loss) on Sale of Assets,-,-,-,-,1.36,-,-,-,-,-,-,200,114.18,-,-,4,150.65,-,-,62,Upgrade
15,Pretax Income,15472,1948,8827,5362,2492,3073,5858,4535,3393,9341,7149,11654,8145,3401,8256,8047,17609,8855,9293,10225,Upgrade
16,Income Tax Expense,2997,731.17,1942,1180,338.89,676.1,1244,997.6,953.65,2335,1874,2913,2186,850.22,2064,2016,4407,2209,2323,2556,Upgrade
17,Net Income,12476,1217,6885,4183,2153,2397,4614,3537,2439,7006,5275,8740,5959,2551,6192,6031,13202,6647,6970,7669,Upgrade
18,Net Income to Common,12476,1217,6885,4183,2153,2397,4614,3537,2439,7006,5275,8740,5959,2551,6192,6031,13202,6647,6970,7669,Upgrade
19,Net Income Growth,479.34%,-49.23%,49.20%,18.26%,-11.72%,-65.78%,-12.53%,-59.53%,-59.07%,174.66%,-14.81%,44.92%,-54.86%,-61.62%,-11.16%,-21.36%,40.19%,196.16%,37.47%,341.04%,Upgrade
20,Shares Outstanding (Basic),18,15,13,13,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,Upgrade
21,Shares Outstanding (Diluted),18,15,13,13,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,Upgrade
22,Shares Change (YoY),31.63%,12.39%,-0.01%,0.03%,2.57%,0.14%,0.01%,-0.07%,0.06%,-0.09%,0.03%,-0.08%,3.12%,3.63%,3.34%,26.31%,22.34%,21.66%,22.11%,0.15%,Upgrade
23,EPS (Basic),690.66,80.87,514.66,312.89,156.92,179.01,344.91,264.66,182.32,523.92,394.33,653.55,445.64,190.59,463.03,450.62,1018.09,514.66,538.58,723.77,Upgrade
24,EPS (Diluted),690.66,80.87,514.66,312.89,156.92,179.01,344.91,264.66,182.32,523.92,394.33,653.55,445.64,190.59,463.03,450.62,1018.09,514.66,538.58,723.77,Upgrade
25,EPS Growth,340.15%,-54.82%,49.22%,18.22%,-13.93%,-65.83%,-12.53%,-59.50%,-59.09%,174.90%,-14.84%,45.03%,-56.23%,-62.97%,-14.03%,-37.74%,14.59%,143.43%,12.58%,340.38%,Upgrade
26,Free Cash Flow,-,-,23644,23644,-17633,-10020,10463,2405,4511,234.69,-12526,8301,8535,3816,22467,-65.45,25773,-34449,-30509,11255,Upgrade
27,Free Cash Flow Per Share,-,-,1767.44,1768.71,-1284.93,-748.31,782.08,179.99,337.15,17.55,-936.30,620.66,638.26,285.16,1679.96,-4.89,1987.49,-2667.47,-2357.52,1062.20,Upgrade
28,Dividend Per Share,-,-,462.963,231.482,-,-,-,-,-,-,617.284,-,617.284,617.284,-,-,1697.531,-,-,-,Upgrade
29,Dividend Growth,-,-,-,-,-,-,-,-,-,-,-,-,-63.64%,-,-,-,37.50%,-,-,-,Upgrade
30,Gross Margin,9.67%,10.94%,16.64%,14.02%,13.25%,12.57%,14.70%,15.04%,13.66%,17.21%,15.48%,19.54%,14.70%,12.78%,15.41%,16.76%,25.66%,15.59%,21.12%,22.13%,Upgrade
31,Operating Margin,-2.62%,2.32%,8.40%,6.92%,5.73%,5.23%,8.43%,8.34%,6.16%,10.84%,9.64%,14.65%,8.64%,7.40%,10.40%,11.63%,18.98%,10.52%,15.25%,16.29%,Upgrade
32,Profit Margin,11.77%,0.97%,7.61%,4.77%,1.87%,2.77%,4.83%,4.82%,2.37%,7.12%,5.88%,10.05%,6.20%,3.95%,6.72%,7.53%,11.02%,6.89%,8.22%,10.48%,Upgrade
33,Free Cash Flow Margin,-,-,26.13%,26.98%,-15.32%,-11.59%,10.96%,3.28%,4.38%,0.24%,-13.97%,9.55%,8.89%,5.91%,24.40%,-0.08%,21.52%,-35.70%,-35.96%,15.39%,Upgrade
34,EBITDA,-2123,-,12696,11160,11264,9229,12783,10862,23721,15444,16571,12812,12205,8700,17025,9385,34921,10228,16043,15449,Upgrade
35,EBITDA Margin,-2.00%,-,14.03%,12.73%,9.79%,10.68%,13.39%,14.80%,23.03%,15.71%,18.48%,14.73%,12.71%,13.47%,18.49%,11.72%,29.16%,10.60%,18.91%,21.12%,Upgrade
36,D&A For EBITDA,658.06,-,5097,5097,4671,4712,4736,4739,17377,4782,7924,68.83,3902,3919,7451,74.53,12194,77.2,3104,3534,Upgrade
37,EBIT,-2781,2912,7599,6063,6594,4517,8047,6123,6343,10662,8648,12743,8303,4781,9574,9311,22727,10151,12939,11915,Upgrade
38,EBIT Margin,-2.62%,2.32%,8.40%,6.92%,5.73%,5.23%,8.43%,8.34%,6.16%,10.84%,9.64%,14.65%,8.64%,7.40%,10.40%,11.63%,18.98%,10.52%,15.25%,16.29%,Upgrade
39,Effective Tax Rate,19.37%,37.53%,22.00%,22.00%,13.60%,22.00%,21.23%,22.00%,28.11%,25.00%,26.21%,25.00%,26.84%,25.00%,25.00%,25.05%,25.02%,24.94%,25.00%,25.00%,Upgrade
40,Revenue as Reported,105962,125681,90476,87641,115116,86440,95447,73405,103014,98335,89663,86957,96052,64585,92093,80064,119771,96503,84840,73153,Upgrade
