,Fiscal Quarter,Current,Q4 2024,Q4 2023,Q2 2015,Q1 2015,Q4 2014,Q3 2014,Q2 2014,Q1 2014,Q4 2013,Q3 2013,Q2 2013,Q1 2013,Q4 2012,Q3 2012,Q2 2012,Q1 2012,Q4 2011,Q3 2011,Q2 2011,Q1 2011,+20 Quarters
,Period Ending,"Mar '25 Mar 7, 2025","Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Jun '15 Jun 30, 2015","Mar '15 Mar 31, 2015","Dec '14 Dec 31, 2014","Sep '14 Sep 30, 2014","Jun '14 Jun 30, 2014","Mar '14 Mar 31, 2014","Jan '14 Jan 1, 2014","Sep '13 Sep 30, 2013","Jun '13 Jun 30, 2013","Mar '13 Mar 31, 2013","Dec '12 Dec 31, 2012","Sep '12 Sep 30, 2012","Jun '12 Jun 30, 2012","Mar '12 Mar 31, 2012","Jan '12 Jan 1, 2012","Sep '11 Sep 30, 2011","Jun '11 Jun 30, 2011","Mar '11 Mar 31, 2011",+20 Quarters
0,Market Capitalization,550787,564592,608818,147386,167389,156861,173389,187839,205384,169261,149652,142427,161004,130042,142427,152753,142432,133699,119936,85061,80971,Upgrade
1,Market Cap Growth,259.93%,259.93%,251.13%,-21.54%,-18.50%,-7.33%,15.86%,31.88%,27.56%,30.16%,5.07%,-6.76%,13.04%,-2.74%,18.75%,79.58%,75.90%,55.68%,25.33%,-24.09%,-25.00%,Upgrade
2,Enterprise Value,448859,672145,716371,298921,318923,242150,245196,195030,212575,256984,222580,196658,221526,195683,210730,223686,213365,229759,198192,131573,129951,Upgrade
3,Last Close Price,30500.00,31300.00,31208.33,7458.35,8470.55,7937.82,8528.84,9239.58,9616.39,7925.07,6681.02,6358.49,6774.16,5471.44,5556.71,5959.37,5318.56,4991.89,4216.53,3594.42,3421.61,Upgrade
4,PE Ratio,15.46,22.80,42.17,9.44,12.54,12.35,13.35,10.67,11.25,7.21,5.55,6.32,6.87,6.27,5.09,4.76,4.34,3.88,3.91,3.23,3.32,Upgrade
5,PS Ratio,0.98,1.38,1.45,0.39,0.44,0.42,0.48,0.51,0.56,0.45,0.40,0.42,0.47,0.39,0.40,0.39,0.37,0.36,0.34,0.27,0.28,Upgrade
6,PB Ratio,1.99,2.04,2.45,0.90,1.06,0.99,1.06,1.18,1.23,1.03,0.88,0.88,0.96,0.82,0.88,0.96,0.84,0.79,0.77,0.57,0.64,Upgrade
7,P/TBV Ratio,2.04,2.04,2.45,0.90,1.06,0.99,1.06,1.18,1.23,1.03,0.88,0.88,0.96,0.82,0.88,0.96,0.84,0.79,0.77,0.57,0.64,Upgrade
8,P/FCF Ratio,25.92,-,-,7.51,25.94,-,-,10.66,-38.21,325.08,32.93,-,3.73,3.74,2.74,11.13,-,-4.79,-,-,36.30,Upgrade
9,P/OCF Ratio,25.92,-,-,4.51,9.60,-,-,9.04,5.53,3.79,-,2.86,3.56,3.55,1.96,3.15,-60.93,17.12,-,-,4.09,Upgrade
10,EV/Sales Ratio,0.96,1.64,1.71,0.79,0.83,0.65,0.68,0.53,0.58,0.68,0.60,0.58,0.65,0.59,0.59,0.58,0.56,0.61,0.57,0.42,0.46,Upgrade
11,EV/EBITDA Ratio,21.37,-,-,6.74,7.18,5.49,4.33,3.11,3.19,3.75,3.90,3.91,4.37,4.14,3.01,3.13,3.02,3.00,2.84,1.97,1.99,Upgrade
12,EV/EBIT Ratio,24.43,-,30.92,12.07,12.65,9.58,9.80,6.26,6.69,6.69,5.52,5.70,6.26,6.12,4.54,4.32,3.87,3.98,3.99,3.04,3.38,Upgrade
13,EV/FCF Ratio,30.85,-,-,15.22,49.42,-,-,11.07,-39.55,493.57,48.98,-,5.14,5.63,4.05,16.30,-,-8.23,-,-,58.26,Upgrade
14,Debt / Equity Ratio,-,-,0.11,0.72,1.00,1.00,0.61,0.52,0.52,0.54,0.55,0.47,0.35,0.42,0.44,0.47,0.49,0.49,0.71,0.54,0.50,Upgrade
15,Debt / EBITDA Ratio,-,-,-,2.32,3.54,3.50,2.70,1.64,2.00,0.93,1.51,1.15,1.16,1.35,2.04,1.09,2.23,0.60,2.69,1.25,1.02,Upgrade
16,Debt / FCF Ratio,-,-,-,6.00,24.45,-,-,4.75,-16.15,168.60,20.54,-,1.38,1.90,1.37,5.42,-,-3.00,-,-,28.26,Upgrade
17,Asset Turnover,-,-,-,-,1.36,1.13,1.26,0.95,1.32,1.33,1.30,1.29,1.40,0.93,-,-,1.54,1.31,1.36,1.28,Upgrade,
18,Inventory Turnover,4.79,-,-,-,-,3.21,2.51,2.73,2.05,2.95,3.11,3.18,2.78,2.81,1.81,-,-,2.27,2.21,2.38,2.27,Upgrade
19,Quick Ratio,4.77,4.77,1.99,0.49,-,0.41,0.52,0.45,0.49,0.44,0.51,0.49,0.58,0.46,0.34,0.40,-,0.43,0.34,0.32,0.58,Upgrade
20,Current Ratio,8.70,8.70,3.87,1.47,-,1.50,1.50,1.41,1.54,1.39,1.52,1.48,1.89,1.74,1.78,1.65,-,1.76,1.80,1.93,1.94,Upgrade
21,Return on Equity (ROE),-,-,17.11%,10.60%,5.35%,5.92%,11.29%,8.54%,5.85%,16.87%,12.77%,21.40%,14.88%,6.37%,15.07%,14.19%,32.37%,17.38%,20.21%,23.92%,Upgrade,
22,Return on Assets (ROA),-,-,-,-,4.86%,3.69%,6.65%,4.93%,5.06%,9.00%,7.84%,11.79%,7.55%,4.30%,-,-,18.21%,8.64%,13.00%,13.03%,Upgrade,
23,Return on Capital (ROIC),-,-,6.36%,4.80%,5.69%,4.45%,8.09%,7.01%,6.16%,10.63%,9.28%,14.09%,9.07%,5.13%,9.83%,9.17%,21.84%,10.22%,15.43%,15.77%,Upgrade,
24,Return on Capital Employed (ROCE),6.45%,-,8.99%,11.65%,-,12.51%,13.93%,17.79%,17.04%,20.99%,20.98%,18.60%,19.27%,18.27%,26.11%,29.56%,-,29.94%,27.08%,25.49%,25.28%,Upgrade
25,Earnings Yield,5.39%,4.39%,2.37%,10.60%,7.97%,8.10%,7.49%,9.37%,8.89%,13.86%,18.03%,15.82%,14.56%,15.94%,19.64%,21.00%,23.06%,25.80%,25.60%,30.92%,30.14%,Upgrade
26,FCF Yield,3.86%,-,-,13.32%,3.86%,-9.43%,4.24%,9.38%,-2.62%,0.31%,3.04%,5.71%,26.78%,26.72%,36.50%,8.99%,-27.56%,-20.89%,-36.16%,-26.08%,2.75%,Upgrade
27,Dividend Yield,0.00%,-,-,9.31%,2.73%,-,-,-,-,-,-,29.12%,-,22.56%,41.66%,-,-,34.01%,-,-,-,Upgrade
28,Payout Ratio,0.00%,-,-,24.11%,39.68%,232.77%,156.17%,118.00%,94.36%,198.47%,42.40%,122.90%,24.26%,81.36%,0.49%,230.40%,54.92%,33.80%,-,0.02%,119.28%,Upgrade
29,Buyback Yield / Dilution,-11.80%,-31.63%,-12.39%,0.01%,-0.03%,-2.57%,-0.14%,-0.01%,0.07%,-0.06%,0.09%,-0.03%,0.08%,-3.12%,-3.63%,-3.34%,-26.31%,-22.34%,-21.66%,-22.11%,-0.15%,Upgrade
30,Total Shareholder Return,-11.80%,-31.63%,-12.39%,9.32%,2.70%,-2.57%,-0.14%,-0.01%,0.07%,-0.06%,0.09%,29.09%,0.08%,19.45%,38.03%,-3.34%,-26.31%,11.66%,-21.66%,-22.11%,-0.15%,Upgrade
