,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,109.87,24.92,72.29,60.75,48.37,40.93,90.5,33.41,16.18,16.19,Upgrade
1,Trading Asset Securities,-,-,-,656.11,656.11,667.91,717.54,0.99,0.88,0.8,Upgrade
2,Cash & Short-Term Investments,109.87,24.92,72.29,716.85,704.48,708.83,808.04,34.4,17.05,16.98,Upgrade
3,Cash Growth,51.98%,-96.52%,-89.74%,1.13%,-12.82%,1960.38%,4638.39%,102.57%,-24.63%,-79.09%,Upgrade
4,Accounts Receivable,-,-,-,11.3,10.69,4.37,1.34,5.02,7.1,9.38,Upgrade
5,Other Receivables,189.15,6.12,7.7,8.28,24.02,35.22,61.78,61,128.58,23.45,Upgrade
6,Receivables,189.15,6.12,7.7,19.58,34.71,39.59,63.13,66.01,135.68,32.83,Upgrade
7,Inventory,7.5,9.86,11.1,7.46,6.14,8.24,7.25,6.56,7.48,6.46,Upgrade
8,Prepaid Expenses,15.31,15.05,8.24,15.35,5.54,11.54,-,10.22,-,-,Upgrade
9,Other Current Assets,24.01,421.59,28.39,32.66,31.22,35.2,27.04,742.57,661.59,702.14,Upgrade
10,Total Current Assets,345.83,477.54,127.72,791.91,782.08,803.4,919.31,901.25,864.07,801.2,Upgrade
11,"Property, Plant & Equipment",358.26,367.91,821.76,865.89,893.66,938.82,1046,1027,1006,1040,Upgrade
12,Long-Term Investments,47.27,0.55,0.54,0.57,0.57,0.61,-,-,-,-,Upgrade
13,Other Long-Term Assets,695.56,718.68,783.26,900,998.86,1159,1173,1207,1144,1155,Upgrade
14,Total Assets,1447,1565,1733,2558,2675,2902,3138,3136,3014,2997,Upgrade
15,Accounts Payable,2.94,9.7,13.04,15.65,13.28,11.5,16.55,14.39,15.94,11.32,Upgrade
16,Accrued Expenses,6.54,9.04,5.82,6.51,5.54,5.55,3.98,5.27,15.51,15.09,Upgrade
17,Short-Term Debt,237.11,247.17,254.86,875.82,631.79,655.57,708.25,736.08,371.21,335.89,Upgrade
18,Current Portion of Long-Term Debt,-,-,-,-,-,-,1.05,3.34,343.45,339.71,Upgrade
19,Current Portion of Leases,0.58,0.67,0.65,0.24,0.58,0.68,0.66,0.76,1.87,2.2,Upgrade
20,Current Income Taxes Payable,6.24,6.24,6.24,6.24,6.24,6.24,6.24,6.24,6.24,6.26,Upgrade
21,Current Unearned Revenue,-,-,-,-,-,6.17,-,-,-,1.26,Upgrade
22,Other Current Liabilities,57.81,63.47,113.01,62.65,50.91,50.69,62.14,55.93,53.7,44.6,Upgrade
23,Total Current Liabilities,311.21,336.28,393.61,967.11,708.33,736.39,798.85,822,807.91,756.31,Upgrade
24,Long-Term Debt,-,-,-,-,230.49,238.12,247.78,205.73,152.39,142.64,Upgrade
25,Long-Term Leases,-,0.24,0.58,-,-,0.24,0.58,-,-,0.76,Upgrade
26,Long-Term Deferred Tax Liabilities,30.05,59.38,60.44,69.54,72.47,80.59,90.43,93.51,97.46,107.47,Upgrade
27,Total Liabilities,341.26,395.9,454.63,1037,1011,1055,1138,1121,1058,1007,Upgrade
28,Common Stock,2664,2664,2664,2664,2664,2664,2664,2664,2664,2664,Upgrade
29,Additional Paid-In Capital,1342,1342,1342,1342,1342,1342,1342,1342,1342,1342,Upgrade
30,Retained Earnings,-3613,-3545,-3412,-3225,-3083,-3029,-2813,-2795,-2715,-2660,Upgrade
31,Comprehensive Income & Other,682.56,677.95,652.2,708.36,707.29,835.97,769.34,765.06,626.62,605.05,Upgrade
32,Total Common Equity,1077,1140,1247,1490,1631,1814,1963,1977,1918,1952,Upgrade
33,Minority Interest,29.09,29.1,31.77,31.78,32.64,32.65,37.89,37.9,37.92,37.94,Upgrade
34,Shareholders' Equity,1106,1169,1279,1522,1664,1847,2001,2014,1956,1990,Upgrade
35,Total Liabilities & Equity,1447,1565,1733,2558,2675,2902,3138,3136,3014,2997,Upgrade
36,Total Debt,237.69,248.07,256.08,876.06,862.85,894.61,958.3,945.91,868.93,821.19,Upgrade
37,Net Cash (Debt),-127.82,-223.16,-183.79,-159.2,-158.38,-185.78,-150.27,-911.5,-851.87,-804.2,Upgrade
38,Net Cash Per Share,-0.02,-,-0.03,-,-0.02,-0.03,-0.02,-0.12,-0.12,-0.11,Upgrade
39,Filing Date Shares Outstanding,7294,7294,7294,7294,7294,7294,7294,7294,7294,7294,Upgrade
40,Total Common Shares Outstanding,7294,7294,7294,7294,7294,7294,7294,7294,7294,7294,Upgrade
41,Working Capital,34.62,141.25,-265.89,-175.2,73.76,67,120.46,79.25,56.15,44.88,Upgrade
42,Book Value Per Share,0.15,0.16,0.17,0.20,0.22,0.25,0.27,0.27,0.26,0.27,Upgrade
43,Tangible Book Value,1077,1140,1247,1490,1631,1814,1963,1977,1918,1952,Upgrade
