,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,40652777,37539727,40286536,41255482,41255482,39084408,40169811,38336088,32969035,30514785,33202576,36002794,57071095,59457832,51219701,55263361,44988182,29840728,27032189,22811582,17745778,Upgrade
1,Market Cap Growth,-3.95%,-3.95%,0.29%,7.62%,25.13%,28.08%,20.98%,6.48%,-42.23%,-48.68%,-35.18%,-34.85%,26.86%,99.25%,89.48%,142.26%,153.51%,281.58%,240.43%,178.83%,96.66%,Upgrade
2,Last Close Price,10000.00,9234.23,9909.91,9836.93,9836.93,9319.19,9578.06,9140.76,7861.06,7276.05,7916.70,8584.37,13607.82,14180.11,13396.96,14454.62,11766.98,7783.61,7051.03,5952.17,5585.88,Upgrade
3,PE Ratio,4.41,4.07,5.25,5.17,5.39,5.34,5.51,4.90,4.16,4.00,4.05,5.07,9.12,11.87,11.22,14.44,13.42,11.45,10.60,9.69,7.87,Upgrade
4,PS Ratio,2.35,2.17,2.79,2.73,2.83,2.73,2.81,2.60,2.24,2.17,2.26,2.76,4.63,5.57,5.09,5.89,5.37,3.91,3.50,3.11,2.47,Upgrade
5,PB Ratio,0.70,0.65,0.72,0.74,0.78,0.78,0.81,0.80,0.72,0.71,0.79,0.90,1.51,1.67,1.79,2.08,1.76,1.24,1.13,1.00,0.92,Upgrade
6,P/FCF Ratio,-,-,-,-,-,-,-,-2.28,-,-0.86,-,-,-,-,-1.66,-,-,-,-,-1.13,-,Upgrade
7,P/OCF Ratio,-,-,-,-,-,-,-,-2.30,-,-0.86,-,-,-,-,-1.66,-,-,-,-,-1.13,-,Upgrade
8,Debt / Equity Ratio,0.90,0.90,0.88,0.89,0.80,1.02,0.93,1.12,1.06,1.24,1.31,1.41,1.61,1.63,1.67,1.75,1.94,2.18,2.25,2.29,2.29,Upgrade
9,Debt / FCF Ratio,-,-,-,-,-,-,-,-3.17,-,-1.50,-,-,-,-,-1.55,-,-,-,-,-2.58,-,Upgrade
10,Return on Equity (ROE),13.95%,12.44%,16.73%,24.86%,3.48%,16.93%,16.69%,25.98%,4.71%,25.21%,21.14%,28.16%,12.01%,21.65%,18.68%,21.43%,8.72%,12.97%,14.12%,12.42%,Upgrade,
11,Return on Assets (ROA),1.10%,1.03%,1.43%,2.05%,0.28%,1.39%,1.35%,2.07%,0.37%,1.97%,1.58%,2.02%,0.79%,1.29%,1.11%,1.28%,0.51%,0.76%,0.78%,0.64%,Upgrade,
12,Earnings Yield,22.67%,24.55%,19.03%,19.36%,18.55%,18.74%,18.40%,20.67%,24.35%,25.33%,24.67%,19.71%,10.97%,8.42%,8.91%,6.93%,7.45%,8.74%,9.97%,10.95%,13.51%,Upgrade
13,FCF Yield,-259.93%,-281.48%,-143.25%,-179.52%,-141.09%,-96.67%,-75.56%,-43.91%,-155.41%,-115.89%,-175.48%,-133.50%,-73.53%,-78.88%,-60.36%,-103.60%,-77.28%,-136.96%,-121.18%,-88.81%,-132.24%,Upgrade
14,Dividend Yield,4.51%,-,-,-,-,4.83%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Payout Ratio,0.38%,0.02%,1.99%,0.00%,0.01%,0.03%,0.00%,-,0.00%,0.00%,-,0.00%,0.00%,0.02%,0.00%,0.04%,0.01%,0.03%,0.01%,0.02%,0.01%,Upgrade
16,Buyback Yield / Dilution,-1.20%,-1.20%,-1.20%,-1.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-25.34%,-25.34%,-25.34%,-25.34%,0.28%,0.28%,-20.36%,-20.35%,-,-20.68%,-,Upgrade
17,Total Shareholder Return,3.31%,-1.20%,-1.20%,-1.20%,0.00%,4.83%,0.00%,0.00%,0.00%,0.00%,-25.34%,-25.34%,-25.34%,-25.34%,0.28%,0.28%,-20.36%,-20.35%,-,-20.68%,-,Upgrade
