,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,94199072,78837086,66215055,49809194,56196754,55284865,54271031,47563838,54354230,42896649,42284730,56707600,58396240,48205793,44294080,32810811,33550201,28975671,39822180,26926363,Upgrade
1,Investment Securities,32775105,29435096,48434565,63304932,32478108,35734114,34088662,38899057,33001375,38437551,37323001,36187367,25236229,26151593,26856451,39023138,28772738,35943312,18587011,21806139,Upgrade
2,Trading Asset Securities,4910456,6655049,4918981,6070761,7792742,2341,147788,390974,271319,2051,2051,263502,255693,404409,173306,3701489,134832,161217,152473,502,Upgrade
3,Total Investments,37685561,36090145,53353546,69375693,40270850,35736455,34236450,39290031,33272694,38439602,37325052,36450869,25491922,26556002,27029757,42724627,28907570,36104529,18739484,21806641,Upgrade
4,Gross Loans,544663251,504443270,482799399,458747743,447305580,432568274,423849286,419016424,396285186,385416358,384503249,377227533,371008883,341906850,334664976,310705791,305733885,292207015,288863894,282159983,Upgrade
5,Allowance for Loan Losses,-8951171,-9245183,-8912384,-9272079,-9219828,-7978748,-7343536,-8408858,-7157566,-6542498,-5774203,-5262214,-4677310,-4173887,-3638289,-3457109,-3438254,-4089288,-3361508,-3130469,Upgrade
6,Net Loans,535712080,495198087,473887015,449475664,438085752,424589526,416505750,410607566,389127620,378873860,378729046,371965319,366331573,337732963,331026687,307248682,302295631,288117727,285502386,279029514,Upgrade
7,"Property, Plant & Equipment",826882,758286,750047,753505,1696350,722537,528756,531895,1630329,496746,998636,536260,1002585,544178,823884,550743,797548,547001,517628,502690,Upgrade
8,Other Intangible Assets,4501143,4496415,4502364,4490598,4494438,4475080,4472407,4459803,4451542,4446149,4442348,4445560,4442784,4338691,4337287,4339625,4333077,4328963,4324555,4320742,Upgrade
9,Investments in Real Estate,-,-,-,-,-,-,-,-,-,-,4948,-,4948,-,4948,-,4948,-,13948,-,Upgrade
10,Accrued Interest Receivable,12007278,19620719,19584233,19468153,13949182,17622824,17966060,13533513,15295742,12889356,10557892,8767930,6132269,13367645,10556876,9772341,7560625,13205401,11300180,9640658,Upgrade
11,Other Receivables,33485000,13342666,15653629,16959921,17812888,23572254,24536272,34196793,27971957,35812837,35993758,25158313,30610993,18405727,33281536,13578662,19622737,15003893,3757788,15402376,Upgrade
12,Restricted Cash,27440936,38162945,23163052,8836250,54763646,30361033,30143998,17537834,15145862,7120224,10147147,6992969,13412927,8575463,6462052,5043573,14029805,9315075,9180427,4279318,Upgrade
13,Other Current Assets,-,295320,-,-,-,-,-,-,-,-,-,-,-,-,360407,-,-,-,10510182,-,Upgrade
14,Other Real Estate Owned & Foreclosed,702291,733304,1027464,1027464,1052516,-,-,-,53141,-,1443,-,1443,-,287276,-,587696,-,583512,-,Upgrade
15,Other Long-Term Assets,683605,852056,1725324,947671,2178309,3333142,2450921,2472587,1124968,7584602,1695698,4528493,776644,6868819,412684,2338545,989755,6327976,7109813,7073462,Upgrade
16,Total Assets,747243848,688387029,659861729,621144113,630500685,595697716,585111645,570193860,542428085,528560025,522180698,515553313,506604328,464595281,458877474,418407609,412679593,401926236,391362083,368981764,Upgrade
17,Accounts Payable,-,2327916,-,2684426,117509,-,5866177,8764527,522086,7505935,4561919,3570432,334929,1265667,-,1128245,1895040,807749,999232,-,Upgrade
18,Accrued Expenses,196045,196856,238674,141036,184641,-,-,-,112264,-,70155,-,43878,247313,227509,102987,45411,123024,62146,78188,Upgrade
19,Interest Bearing Deposits,560948602,510019177,474948108,454643056,457453525,427876762,413939022,407650668,380342308,364190604,356793163,343866074,344115293,331940148,319919746,288558888,287612301,278728967,270227746,256666013,Upgrade
20,Non-Interest Bearing Deposits,62674414,59448453,65440412,54797611,55335991,50518439,50641229,47822802,54204324,50155929,55475461,60875258,57510117,46921531,56902573,45786786,37807372,35404992,36606628,38411622,Upgrade
21,Total Deposits,623623016,569467630,540388520,509440667,512789516,478395201,464580251,455473470,434546632,414346533,412268624,404741332,401625410,378861679,376822319,334345674,325419673,314133959,306834374,295077635,Upgrade
22,Short-Term Borrowings,11669710,11262471,12335003,4935331,6911014,8349468,9604809,8097107,15128090,13009678,14201108,6291076,6814951,2762433,5706180,14734555,17734158,17972954,16740464,15660087,Upgrade
23,Current Portion of Long-Term Debt,-,-,13337221,-,40809493,-,-,-,-,-,29332232,-,14620249,-,15729252,-,10798563,-,12665090,-,Upgrade
24,Current Income Taxes Payable,-,-,1160523,-,1217757,-,-,-,1746517,-,947988,-,287618,-,639230,-,275535,-,316567,-,Upgrade
25,Accrued Interest Payable,10602204,10891139,10883310,13053846,14025631,14800830,13322029,11500734,9069320,8647777,8154486,8247038,7687455,7601002,6666938,7572471,8633097,9335268,7991603,8431037,Upgrade
26,Other Current Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,2902035,-,-,-,-,-,-,2266349,Upgrade
27,Long-Term Debt,40677845,38045184,24036088,37519321,3623469,37568802,43711177,40355829,38055813,42339355,12635452,54477413,36624035,45177215,24965233,34911328,23748483,35677192,22859097,28264103,Upgrade
28,Long-Term Deferred Tax Liabilities,-,-,24110,-,36030,-,-,-,30233,-,25388,-,31026,-,27241,-,34837,-,66506,-,Upgrade
29,Other Long-Term Liabilities,2625508,444764,1361215,188512,687345,7059811,279156,188537,312659,416508,59491,407234,101077,-,1532924,-,58576,-,-,-,Upgrade
30,Total Liabilities,689394328,632635960,603764664,567963139,580402405,546174112,537363599,524380204,499523614,486265786,482256843,477734525,471072663,435915309,432316826,392795260,388643373,378050146,368535079,349777399,Upgrade
31,Common Stock,36629085,36629085,36629085,36193981,36193981,36193981,30673832,30673832,30673832,26673698,26673698,26673698,26673698,19260488,19260488,17510091,17510091,17558331,17558331,14550531,Upgrade
32,Additional Paid-In Capital,1449603,1449603,1449603,1449603,1449603,1449603,1449603,1449603,1449603,1449603,1449603,1449603,1449603,101716,101716,101716,101716,101716,101716,101716,Upgrade
33,Retained Earnings,20086408,18071644,18341457,16220720,13147972,12565862,16292436,14307510,11391618,14802491,12324953,10039949,7706267,9319992,7324457,8004780,6526481,6214408,5235126,4548862,Upgrade
34,Treasury Stock,-5260,-5260,-5260,-5260,-5260,-5260,-5260,-5260,-5260,-5260,-5260,-5260,-5260,-5260,-5260,-5260,-5260,-5260,-5260,-5260,Upgrade
35,Comprehensive Income & Other,-310316,-394003,-317820,-678070,-688016,-680582,-662565,-612029,-605322,-626293,-519139,-339202,-292643,3036,-120753,1022,-96808,6895,-62909,8516,Upgrade
36,Total Common Equity,57849520,55751069,56097065,53180974,50098280,49523604,47748046,45813656,42904471,42294239,39923855,37818788,35531665,28679972,26560648,25612349,24036220,23876090,22827004,19204365,Upgrade
37,Shareholders' Equity,57849520,55751069,56097065,53180974,50098280,49523604,47748046,45813656,42904471,42294239,39923855,37818788,35531665,28679972,26560648,25612349,24036220,23876090,22827004,19204365,Upgrade
38,Total Liabilities & Equity,747243848,688387029,659861729,621144113,630500685,595697716,585111645,570193860,542428085,528560025,522180698,515553313,506604328,464595281,458877474,418407609,412679593,401926236,391362083,368981764,Upgrade
39,Total Debt,52347555,49307655,49708312,42454652,51343976,45918270,53315986,48452936,53183903,55349033,56168792,60768489,58059235,47939648,46400665,49645883,52281204,53650146,52264651,43924190,Upgrade
40,Net Cash (Debt),46761973,36184480,21425724,13499745,12645520,9368936,1102833,-498124,1441646,-12450333,-13882011,-3797387,592698,670554,-1933279,-13133583,-18596171,-24513258,-12289998,-16997325,Upgrade
