,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+18 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+18 Quarters
0,Market Capitalization,251500,241440,241440,276650,311860,311860,347070,357130,251500,377250,402400,679050,910430,548270,442640,316890,181080,110660,105630,80480,95570,Upgrade
1,Market Cap Growth,-22.58%,-22.58%,-30.43%,-22.54%,24.00%,-17.33%,-13.75%,-47.41%,-72.38%,-31.19%,-9.09%,114.29%,402.78%,395.45%,319.05%,293.75%,89.47%,15.79%,-22.22%,-51.52%,-36.67%,Upgrade
2,Last Close Price,5000.00,4800.00,4800.00,5500.00,6200.00,6200.00,6900.00,7100.00,5000.00,7500.00,8000.00,13500.00,18100.00,10900.00,8800.00,6300.00,3600.00,2200.00,2100.00,1600.00,1900.00,Upgrade
3,PE Ratio,-,-12.73,-,-,-,-,-,12.76,-13.15,-,28.66,-,96.54,-,9.94,-,17.38,1.64,-,-,-1.21,Upgrade
4,PS Ratio,10.78,10.77,55.91,49.64,7.19,5.21,4.75,4.85,6.89,11.79,12.18,19.40,24.59,12.88,10.63,8.74,5.54,8.37,7.19,3.80,3.96,Upgrade
5,PB Ratio,0.52,0.50,0.50,0.57,-,0.61,0.66,-,-,0.75,0.73,1.31,1.71,-,0.82,0.64,0.35,0.22,0.21,0.16,0.19,Upgrade
6,P/FCF Ratio,2.97,-,-,2.61,5.10,19.05,-,-80.88,-14.94,-,-,-,-230.76,-,-19.19,-,-,-,-1.80,-,-,Upgrade
7,P/OCF Ratio,2.85,-,-,2.61,5.09,19.14,-,-80.88,-15.09,-,-,-,-242.92,-,-19.36,-,-,-,-1.80,-,-,Upgrade
8,Debt / Equity Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.09,0.09,Upgrade
9,Asset Turnover,0.06,0.03,-,-,-,-,-,-,0.02,0.04,0.03,-,-,0.06,0.05,0.20,0.02,0.02,0.02,0.05,Upgrade,
10,Quick Ratio,21.04,21.04,21.04,24.83,-,12.07,8.26,-,-,4.47,7.13,4.95,8.28,-,3.99,4.28,16.05,7.27,9.27,1.54,1.97,Upgrade
11,Current Ratio,21.33,21.33,21.33,25.14,-,38.40,34.69,-,-,39.82,31.86,29.83,33.42,-,20.00,20.12,40.82,36.27,36.25,4.25,4.39,Upgrade
12,Return on Equity (ROE),0.99%,-2.67%,-,-,-10.99%,-,-,-,-37.92%,26.26%,-9.47%,-,-,34.62%,-20.94%,17.36%,3.32%,-1.54%,-11.09%,66.86%,Upgrade,
13,Return on Assets (ROA),0.98%,-2.64%,-,-,-10.91%,-,-,-,-37.60%,26.01%,-9.38%,-,-,34.08%,-20.70%,17.24%,3.30%,-1.46%,-10.11%,60.54%,Upgrade,
14,Earnings Yield,-12.70%,-7.86%,-14.29%,-11.44%,2.31%,9.02%,-2.21%,7.84%,-7.61%,0.39%,3.49%,3.48%,1.04%,0.52%,10.06%,-0.70%,5.76%,60.81%,10.06%,-3.52%,-82.92%,Upgrade
15,FCF Yield,33.72%,35.12%,42.14%,38.32%,19.62%,5.25%,-,-1.24%,-6.69%,-0.14%,-0.33%,0.17%,-0.43%,-4.03%,-5.21%,10.90%,-,-47.93%,-55.43%,-11.98%,19.21%,Upgrade
