,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+18 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+18 Quarters
0,Interest and Dividend Income,2059,1056,1152,576.72,3800,1.14,150.25,93.46,0.64,3.2,146.96,2938,108.33,5.47,291.8,4636,37.73,2.22,1.62,242.69,Upgrade
1,Total Interest Expense,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,566.97,811.77,811.77,Upgrade
2,Net Interest Income,2059,1056,1152,576.72,3800,1.14,150.25,93.46,0.64,3.2,146.96,2938,108.33,5.47,291.8,4636,37.73,-564.74,-810.15,-569.08,Upgrade
3,Brokerage Commission,120.33,111.73,133.5,159.42,260.14,211.38,177.2,219.05,357.76,352.39,672.34,834.85,560.27,609.31,558.37,422.67,278.01,399.08,391.19,209.49,Upgrade
4,Underwriting & Investment Banking Fee,36.36,38.64,490.83,573.32,75,1482,27.27,433.99,236.9,757.57,372,187.94,-,2947,56.36,222.64,67.27,-95.55,327.73,3047,Upgrade
5,Gain on Sale of Investments (Rev),4975,2356,1658,6673,-16673,3108,38519,22426,1615,1755,2579,12800,1874,2902,4449,19453,1280,1402,1868,2600,Upgrade
6,Other Revenue,68.72,66.04,64.71,55.13,1691,80.94,2440,1345,191.21,2519,410.62,3266,898.41,896.72,843.23,838.72,838.72,844.02,840.46,823.1,Upgrade
7,Revenue,7259,3629,3499,8038,-10847,4884,41314,24518,2401,5387,4181,20026,3441,7360,6199,25573,2501,1985,2617,6110,Upgrade
8,Revenue Growth (YoY),-,-25.70%,-91.53%,-67.22%,-,-9.35%,888.24%,22.43%,-30.21%,-26.80%,-32.56%,-21.69%,37.56%,270.77%,136.89%,318.52%,-37.00%,-76.60%,-53.08%,-91.64%,Upgrade
