,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,3204,2827,6395,12184,20451,31503,50164,52728,39202,23627,11836,Upgrade
1,Market Cap Growth,-76.80%,-76.80%,-68.73%,-61.33%,-59.23%,-40.25%,27.96%,123.17%,231.20%,275.66%,246.65%,Upgrade
2,Enterprise Value,5132,5308,8986,16089,23055,31675,49540,52484,39224,24591,12897,Upgrade
3,Last Close Price,2.38,2.10,4.67,8.88,15.50,22.92,37.31,39.15,28.91,17.33,9.21,Upgrade
4,PE Ratio,40.26,-,41.40,52.01,34.72,27.66,35.06,44.45,43.98,34.97,19.21,Upgrade
5,Forward PE,11.69,5.94,9.89,10.10,10.88,15.46,26.25,33.70,32.29,25.99,16.39,Upgrade
6,PS Ratio,0.12,0.10,0.20,0.37,0.63,1.10,1.73,1.86,1.63,1.21,0.65,Upgrade
7,PB Ratio,0.59,0.51,1.10,2.18,4.08,6.02,9.93,12.15,9.87,7.10,5.98,Upgrade
8,P/TBV Ratio,2.47,2.47,6.35,16.21,-,-,12.68,13.79,10.43,7.46,6.43,Upgrade
9,P/FCF Ratio,3.92,3.46,12.37,23.70,20.78,18.28,28.20,40.00,37.83,31.18,19.83,Upgrade
10,P/OCF Ratio,2.70,2.70,7.11,12.97,15.68,15.27,22.55,30.39,27.71,21.82,11.37,Upgrade
11,PEG Ratio,0.29,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,Upgrade
12,EV/Sales Ratio,0.19,0.20,0.29,0.49,0.71,1.11,1.71,1.85,1.63,1.26,0.71,Upgrade
13,EV/EBITDA Ratio,4.21,5.07,8.11,13.50,14.52,15.18,22.40,26.64,24.84,21.84,12.36,Upgrade
14,EV/EBIT Ratio,8.43,9.01,14.23,22.10,19.44,17.59,24.86,29.45,27.73,24.79,14.12,Upgrade
15,EV/FCF Ratio,6.27,6.49,17.39,31.30,23.43,18.38,27.85,39.82,37.85,32.45,21.61,Upgrade
16,Debt / Equity Ratio,0.86,0.86,0.95,1.07,1.27,1.24,0.63,0.59,0.66,0.76,1.09,Upgrade
17,Debt / FCF Ratio,5.87,5.87,10.75,11.60,6.48,3.77,1.79,1.94,2.54,3.36,3.61,Upgrade
18,Return on Capital Employed (ROCE),7.21%,7.21%,5.87%,6.66%,11.20%,16.63%,28.41%,29.09%,25.29%,20.52%,29.74%,Upgrade
19,Earnings Yield,2.49%,2.82%,2.42%,1.92%,2.88%,3.62%,2.85%,2.25%,2.27%,2.86%,5.21%,Upgrade
20,FCF Yield,25.52%,28.93%,8.08%,4.22%,4.81%,5.47%,3.55%,2.50%,2.64%,3.21%,5.04%,Upgrade
21,Dividend Yield,1.49%,-,0.98%,1.53%,1.44%,3.99%,2.73%,1.14%,1.59%,2.18%,3.17%,Upgrade
22,Buyback Yield / Dilution,-2.57%,-0.13%,-5.12%,-4.78%,-1.64%,-1.72%,0.08%,-6.60%,-8.02%,-1.92%,-0.97%,Upgrade
23,Total Shareholder Return,-1.08%,-0.13%,-4.14%,-3.25%,-0.20%,2.27%,2.81%,-5.46%,-6.43%,0.26%,2.20%,Upgrade
