,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,59.19,45.63,54.88,45.58,47.94,25.36,33.59,38.76,32.51,41.74
1,Cash & Short-Term Investments,59.19,45.63,54.88,45.58,47.94,25.36,33.59,38.76,32.51,41.74
2,Cash Growth,7.85%,0.10%,14.46%,79.73%,42.73%,-34.56%,3.31%,-7.15%,-23.10%,-18.68%
3,Accounts Receivable,184.3,224.89,137.67,133.64,146.36,133.78,93.53,128.04,121.85,105.6
4,Other Receivables,6.32,5.38,3.59,2.85,2.38,1.62,1.35,1.75,2.32,0.77
5,Receivables,190.62,230.27,141.26,136.48,148.74,135.4,94.87,129.79,124.17,106.36
6,Prepaid Expenses,1.44,1.66,1.28,1.65,1.1,1.15,0.37,0.78,0.52,0.35
7,Other Current Assets,-,-,-,-,-,-,7.25,-,-,6.89
8,Total Current Assets,251.25,277.56,197.42,183.72,197.78,161.91,136.08,169.33,157.2,155.34
9,"Property, Plant & Equipment",77.57,63.87,46.69,50.52,57.95,53.07,39.83,39.05,38.33,37.01
10,Other Long-Term Assets,8.73,3.05,-,-,0.84,-,0.05,9.41,7.38,7.3
11,Total Assets,337.55,344.47,244.12,234.24,256.58,214.98,175.97,217.79,202.91,199.64
12,Accounts Payable,117.4,144.34,65.42,53.37,76.68,60.84,28.88,67.97,35.17,13.59
13,Accrued Expenses,23.46,20.24,17.45,18.99,21.54,17.98,10.11,16.17,10.85,6.89
14,Short-Term Debt,24.91,12.16,-,-,-,-,-,1.74,1.81,1.88
15,Current Portion of Leases,5.6,7.92,9.79,9.5,9.12,4.2,3.52,3.4,2.65,1.63
16,Current Income Taxes Payable,0.05,-,-,-,-,-,-,-,-,-
17,Other Current Liabilities,17.41,17.81,10.95,10.29,6.67,6.01,13.73,9.32,14.65,12.73
18,Total Current Liabilities,188.83,202.47,103.6,92.15,114,89.02,56.23,98.6,65.14,36.71
19,Long-Term Leases,5.59,4.91,7.45,10.87,11.66,3.99,2.13,3.28,3.1,0.69
20,Long-Term Deferred Tax Liabilities,7.74,6.27,3.83,4.1,4.71,4.66,3.35,2.98,2.89,2.96
21,Total Liabilities,202.15,213.65,114.89,107.12,130.37,97.68,61.71,104.86,71.13,40.35
22,Common Stock,9.34,9.34,9.34,9.34,9.34,9.34,9.34,9.34,9.34,9.34
23,Additional Paid-In Capital,115.59,115.59,115.59,115.59,115.59,115.59,115.59,115.59,115.59,115.59
24,Retained Earnings,10.46,5.88,4.29,2.19,1.27,-7.64,-10.68,-12.01,6.84,34.35
25,Comprehensive Income & Other,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
26,Shareholders' Equity,135.4,130.83,129.23,127.13,126.21,117.3,114.26,112.94,131.78,159.29
27,Total Liabilities & Equity,337.55,344.47,244.12,234.24,256.58,214.98,175.97,217.79,202.91,199.64
28,Total Debt,36.1,25,17.24,20.37,20.78,8.19,5.65,8.42,7.57,4.2
29,Net Cash (Debt),23.09,20.64,37.64,25.21,27.17,17.17,27.94,30.34,24.95,37.55
30,Net Cash Growth,-38.65%,-18.16%,38.53%,46.83%,-2.78%,-43.40%,12.01%,-19.20%,-31.82%,-17.54%
31,Net Cash Per Share,0.02,0.02,0.04,0.03,0.03,0.02,0.03,0.03,0.03,0.04
32,Filing Date Shares Outstanding,933.75,933.75,933.75,933.75,933.75,933.75,933.75,933.75,933.75,933.75
33,Total Common Shares Outstanding,933.75,933.75,933.75,933.75,933.75,933.75,933.75,933.75,933.75,933.75
34,Working Capital,62.42,75.09,93.82,91.57,83.78,72.89,79.85,70.74,92.07,118.63
35,Book Value Per Share,0.15,0.14,0.14,0.14,0.14,0.13,0.12,0.12,0.14,0.17
36,Tangible Book Value,135.4,130.83,129.23,127.13,126.21,117.3,114.26,112.94,131.78,159.29
37,Tangible Book Value Per Share,0.15,0.14,0.14,0.14,0.14,0.13,0.12,0.12,0.14,0.17
38,Machinery,-,120.68,-,90.9,-,94.02,-,91.29,-,80.56
39,Leasehold Improvements,-,1.48,-,1.48,-,1.48,-,1.4,-,1.4
