,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 12, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,51,46,44,55,80,83,97,130,82,124,252
1,Market Cap Growth,-16.95%,-16.95%,-45.35%,-33.71%,-17.31%,-35.97%,18.18%,4.51%,-67.41%,-75.37%,-54.24%
2,Enterprise Value,28,25,6,30,53,66,69,99,57,87,216
3,Last Close Price,0.06,0.05,0.05,0.06,0.09,0.09,0.10,0.14,0.09,0.13,0.27
4,PE Ratio,8.32,7.41,11.86,18.25,8.17,6.95,22.23,-7.41,-,-,-
5,PS Ratio,0.06,0.06,0.07,0.11,0.15,0.17,0.23,0.30,0.20,0.37,0.77
6,PB Ratio,0.38,0.34,0.34,0.43,0.63,0.66,0.83,1.14,0.73,0.94,1.58
7,P/TBV Ratio,0.34,0.34,0.34,0.43,0.63,0.66,0.83,1.14,0.73,0.94,1.58
8,P/FCF Ratio,-,-4.09,-,3.99,-,14.21,-,-,-50.91,-,-35.27
9,P/OCF Ratio,1.01,1.01,1.72,3.67,-,3.10,59.80,8.38,7.58,-,31.03
10,EV/Sales Ratio,0.03,0.03,0.01,0.06,0.10,0.14,0.16,0.23,0.14,0.26,0.66
11,EV/EBITDA Ratio,0.99,1.17,0.39,2.00,3.10,3.36,4.16,-11.51,-,-,-
12,EV/EBIT Ratio,3.36,2.99,1.24,10.53,13.09,10.15,18.21,-4.71,-,-,-
13,EV/FCF Ratio,-2.52,-2.24,-,2.16,-,11.28,-,-,-35.45,-,-30.15
14,Debt / Equity Ratio,0.27,0.27,0.19,0.13,0.16,0.16,0.07,0.05,0.07,0.06,0.03
15,Debt / FCF Ratio,-,-3.22,-,1.25,-,3.55,-,-,-5.21,-,-0.59
16,Return on Capital Employed (ROCE),5.66%,5.66%,3.54%,2.02%,2.86%,4.55%,3.02%,-17.64%,-,-,-
17,Earnings Yield,12.02%,13.49%,8.43%,5.48%,12.23%,14.38%,4.50%,-13.50%,-56.41%,-27.13%,-5.44%
18,FCF Yield,-21.81%,-24.48%,-6.34%,25.06%,20.90%,7.04%,-19.65%,1.16%,-1.96%,-7.95%,-2.84%
