,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,396.85,420.8,251.12,264.29,273.01,211.73,209.39,229.84,182,157.33
1,Revenue Growth (YoY),58.04%,59.22%,-8.02%,24.82%,30.39%,-7.88%,15.05%,46.09%,7.59%,-22.59%
2,Cost of Revenue,372.19,397.38,233.21,240.91,253.07,194.63,196.88,241.79,199.63,153.1
3,Gross Profit,24.67,23.42,17.9,23.38,19.95,17.1,12.51,-11.94,-17.63,4.23
4,"Selling, General & Admin",19.01,20.67,15.63,22.81,16.46,14.1,11.72,9.97,11.83,10.57
5,Operating Expenses,19.01,20.67,15.63,22.81,16.46,14.1,11.72,9.97,11.83,10.57
6,Operating Income,5.66,2.75,2.27,0.57,3.49,3,0.8,-21.91,-29.45,-6.35
7,Interest Expense,-0.77,-0.38,-0.43,-0.6,-0.8,-0.17,-0.19,-0.26,-0.19,-0.09
8,Interest & Investment Income,0.04,0.1,0,-,-,-,-,-,0.01,0.02
9,Other Non Operating Income (Expenses),0,1.23,-,0.47,0.14,0.47,0.1,0.77,0.11,0.28
10,EBT Excluding Unusual Items,4.93,3.69,1.84,0.43,2.83,3.31,0.7,-21.41,-29.52,-6.14
11,Gain (Loss) on Sale of Assets,1.17,0.33,-,-0.02,0.02,0.97,1.01,-,-,-
12,Asset Writedown,-,-,-,-,-,-,-,0.4,-,-0.1
13,Other Unusual Items,-,0.02,-,-0.11,6.11,0,-,2.27,1.99,-
14,Pretax Income,6.1,4.05,1.84,0.3,8.96,4.27,1.72,-18.73,-27.53,-6.24
15,Income Tax Expense,1.53,2.45,-0.26,-0.61,0.05,1.23,0.39,0.12,-0.02,-0.06
16,Net Income,4.57,1.6,2.1,0.92,8.91,3.04,1.33,-18.85,-27.51,-6.18
17,Net Income to Common,4.57,1.6,2.1,0.92,8.91,3.04,1.33,-18.85,-27.51,-6.18
18,Net Income Growth,117.60%,74.34%,-76.40%,-69.90%,572.23%,-,-,-,-,-
19,Shares Outstanding (Basic),934,934,934,934,934,934,934,934,934,934
20,Shares Outstanding (Diluted),934,934,934,934,934,934,934,934,934,934
21,EPS (Basic),0.00,0.00,0.00,0.00,0.01,0.00,0.00,-0.02,-0.03,-0.01
22,EPS (Diluted),0.00,0.00,0.00,0.00,0.01,0.00,0.00,-0.02,-0.03,-0.01
23,EPS Growth,117.59%,74.49%,-76.40%,-69.92%,572.16%,-,-,-,-,-
24,Free Cash Flow,6.28,-17.48,14.69,-0.89,17.67,-11.82,-7.26,8.77,-10.39,0.51
25,Free Cash Flow Per Share,0.01,-0.02,0.02,-0.00,0.02,-0.01,-0.01,0.01,-0.01,0.00
26,Operating Margin,1.43%,0.65%,0.90%,0.21%,1.28%,1.42%,0.38%,-9.53%,-16.18%,-4.03%
27,Profit Margin,1.15%,0.38%,0.84%,0.35%,3.26%,1.44%,0.63%,-8.20%,-15.11%,-3.93%
28,Free Cash Flow Margin,1.58%,-4.15%,5.85%,-0.34%,6.47%,-5.58%,-3.47%,3.82%,-5.71%,0.32%
29,EBITDA,13.32,8.13,7.83,7.1,10.04,9.6,7.02,-15.66,-24.11,-1.63
30,D&A For EBITDA,7.66,5.38,5.56,6.53,6.55,6.6,6.23,6.25,5.34,4.72
31,EBIT,5.66,2.75,2.27,0.57,3.49,3,0.8,-21.91,-29.45,-6.35
