,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020","Sep '19 Sep 30, 2019",+2 Quarters
0,Market Capitalization,76,114,125,140,302,344,379,449,435,323,563,Upgrade
1,Market Cap Growth,-18.85%,-18.85%,-58.57%,-59.27%,-20.25%,-23.32%,-12.83%,38.85%,-22.73%,-52.88%,-21.94%,Upgrade
2,Enterprise Value,5400,5577,5116,4868,5056,5124,4291,3818,3038,2712,2843,Upgrade
3,Last Close Price,0.07,0.10,0.11,0.12,0.13,0.15,0.16,0.19,0.19,0.14,0.24,Upgrade
4,PS Ratio,0.18,0.27,0.31,0.39,0.71,0.67,0.63,0.67,0.67,0.46,0.59,Upgrade
5,PB Ratio,0.10,0.14,0.12,0.12,0.18,0.18,0.17,0.19,0.18,0.11,0.14,Upgrade
6,P/TBV Ratio,0.24,0.24,0.18,0.16,0.22,0.22,0.21,0.23,0.22,0.15,0.19,Upgrade
7,P/FCF Ratio,0.47,0.70,-3.51,-,-,-,-,-,-,-,5.71,Upgrade
8,P/OCF Ratio,0.52,0.52,5.53,-,-,-,-,-,-,-,5.01,Upgrade
9,EV/Sales Ratio,12.60,13.01,12.77,13.41,11.89,10.03,7.07,5.73,4.70,3.86,2.96,Upgrade
10,EV/EBITDA Ratio,132.86,382.39,-,-,-,1082.03,-,-28.29,-,-,20.46,Upgrade
11,EV/FCF Ratio,33.43,34.52,-143.43,-,-,-,-,-,-,-,28.82,Upgrade
12,Debt / Equity Ratio,6.85,6.85,5.36,4.21,2.82,2.49,2.15,1.84,1.59,1.03,0.68,Upgrade
13,Debt / FCF Ratio,33.53,33.53,-156.96,-,-,-,-,-,-,-,28.45,Upgrade
14,Earnings Yield,-696.15%,-464.10%,-398.46%,-289.67%,-135.20%,-142.99%,-119.09%,-200.33%,-420.71%,-432.87%,-105.08%,Upgrade
15,FCF Yield,212.90%,141.94%,-28.47%,-216.31%,-95.82%,-112.32%,-168.05%,-192.91%,-161.38%,-51.55%,17.52%,Upgrade
16,Buyback Yield / Dilution,34.48%,2.75%,50.60%,49.19%,-,-,-0.13%,-0.13%,-0.01%,0.46%,-0.46%,Upgrade
17,Total Shareholder Return,34.48%,2.75%,50.60%,49.19%,-,-,-0.13%,-0.13%,-0.01%,0.46%,-0.46%,Upgrade
