,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,3735,3265,3429,4458,4333,3523,2778,4487,3123,2779,3222,4817,3083,2347,3565,4525,3915,5153,5430,6306,Upgrade
1,Short-Term Investments,-,4416,2660,4595,-,5610,-,6500,-,6050,-,7350,-,4700,-,3980,-,3600,-,5005,Upgrade
2,Trading Asset Securities,-,-,-,-,33.5,-,205.84,203.98,1620,1609,1008,1392,1005,723.07,740.21,1093,1250,546.22,396.3,377.29,Upgrade
3,Cash & Short-Term Investments,3735,7682,6089,9053,4367,9133,2984,11191,4743,10437,4230,13559,4088,7770,4305,9597,5165,9299,5826,11688,Upgrade
4,Cash Growth,-14.46%,-15.89%,104.05%,-19.10%,-7.94%,-12.50%,-29.45%,-17.47%,16.02%,34.33%,-1.75%,41.27%,-20.85%,-16.45%,-26.11%,-17.88%,-22.67%,-36.67%,-2.25%,93.77%,Upgrade
5,Accounts Receivable,6846,7648,6972,8289,7361,7491,7498,7711,8511,11300,10235,10199,12711,11260,8782,9387,2682,7517,8833,8150,Upgrade
6,Other Receivables,131.38,108.4,249.58,174.27,498.55,432.58,488.38,604.39,271.25,224.99,130.42,179.6,247.93,303.65,312.44,201.07,8409,273.64,324.96,116.35,Upgrade
7,Receivables,6977,7756,7222,8463,7860,7923,7987,8315,8783,11525,10366,10379,12959,11564,9095,9588,11091,7791,9158,8266,Upgrade
8,Inventory,4507,4522,4474,4839,5271,5542,6368,6005,6866,7593,7111,6249,6524,7953,7093,6072,5487,4874,5120,4835,Upgrade
9,Other Current Assets,6187,1148,3277,1281,7128,3100,12449,2710,13911,5316,12229,4292,9580,2714,8115,2964,5227,1494,5453,1161,Upgrade
10,Total Current Assets,21406,21108,21061,23637,24626,25698,29787,28221,34303,34871,33935,34479,33150,30001,28607,28222,26970,23457,25557,25950,Upgrade
11,"Property, Plant & Equipment",17450,17087,16720,16832,16492,16368,16177,16029,15817,15760,15373,15382,14674,14312,13943,13576,13187,12741,12469,12106,Upgrade
12,Long-Term Investments,11213,12697,11741,10977,10113,8446,7251,7657,7854,9114,9690,7813,9809,10149,9832,9098,9477,9912,7643,5768,Upgrade
13,Goodwill,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,9.62,9.62,9.62,9.62,9.62,9.62,9.62,9.62,9.62,9.62,9.62,9.62,Upgrade
14,Other Intangible Assets,915.28,902.78,908.68,918.92,928.07,935.42,942.6,949.99,909.89,917.36,907.61,950.11,852.98,859.98,866.98,873.45,790.32,796.55,793.41,799.47,Upgrade
15,Long-Term Deferred Tax Assets,224,225.77,242.17,239.12,68.02,81.18,112.32,115.94,37.45,72.05,52.35,68.4,56.38,53.42,60.27,60.4,78.79,78.28,80.49,80.6,Upgrade
16,Long-Term Deferred Charges,3.2,5.74,6.27,8.86,10.82,11.13,10.53,8.81,7.47,8.01,8.54,9.08,3.07,3.86,-,-,-,-,-,-,Upgrade
17,Other Long-Term Assets,351.42,336.43,313.47,313.47,234.26,234.82,271.14,264.56,321.5,324.25,386.82,281.01,479.43,513.17,454.08,377.9,448.86,467.84,594.11,452.97,Upgrade
18,Total Assets,51572,52371,51001,52935,52480,51783,54560,53255,59260,61077,60362,58992,59035,55902,53774,52217,50961,47462,47147,45167,Upgrade
19,Accounts Payable,15066,15327,13837,15110,14998,14872,17110,15550,20563,23074,20301,18754,19509,19142,17516,16409,16354,15956,14792,12001,Upgrade
20,Accrued Expenses,542.21,845.94,509.56,909.81,577.97,841.78,573.85,1057,931.06,1182,964.37,1558,916.91,1222,897.94,1139,1107,1305,962.08,1626,Upgrade
21,Short-Term Debt,2324,1981,2237,2760,2043,2781,2579,3447,2737,3373,3206,3114,2738,3018,3230,3396,3886,3459,3714,4087,Upgrade
22,Current Portion of Long-Term Debt,-,785.5,-,44.75,-,-,-,0.2,-,-,24.49,550,-,-,-,-,-,-,-,-,Upgrade
23,Current Portion of Leases,-,1.3,-,1.33,-,0.58,-,1.34,-,1.06,-,5.92,-,-,-,-,-,-,-,-,Upgrade
24,Current Income Taxes Payable,104.36,42.97,119.42,87.3,153.02,53.31,152,151.8,363.32,185.18,1003,674.02,771.37,295.72,418.58,279.19,339.48,124.92,811.25,487.08,Upgrade
25,Current Unearned Revenue,2135,1973,1404,1855,3193,3178,4209,3247,4782,3792,4191,4593,5575,4144,4284,4516,4449,2611,2686,-,Upgrade
26,Other Current Liabilities,2096,1574,2015,1193,2060,1757,2065,2010,1937,1670,1714,1598,1983,1639,1525,1416,1148,947.09,984.84,4419,Upgrade
27,Total Current Liabilities,22267,22530,20122,21961,23026,23483,26689,25465,31314,33277,31403,30846,31494,29461,27871,27156,27284,24403,23950,22620,Upgrade
28,Long-Term Debt,2841,2854,3459,3379,2030,1110,540,539.8,70,70,70,80,550,550,550,700,150,150,150,-,Upgrade
29,Long-Term Leases,0.76,0.59,1.48,0.96,2.03,2.36,2.64,2.23,-,-,6.99,7.99,-,-,-,-,-,-,-,-,Upgrade
30,Long-Term Unearned Revenue,143.4,129.95,134.41,138.87,111.63,119.09,127.25,137.05,147.09,137.97,147.69,150.23,159.69,169.24,173.78,163.18,168.91,177.71,188.17,182.54,Upgrade
31,Long-Term Deferred Tax Liabilities,8.64,8.64,8.11,8.57,9.75,9.75,10.35,10.35,9.59,9.59,9.48,9.48,8.61,8.61,9,9,9.22,9.9,9.58,9.64,Upgrade
