,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Revenue,16.02,15.3,13.75,16.09,10.76,9.29,9.41,11.44,13.41,15.91
1,Revenue Growth (YoY),16.52%,-4.94%,27.78%,73.21%,14.35%,-18.79%,-29.83%,-28.08%,-7.76%,15.66%
2,Cost of Revenue,9.4,8.22,8.07,8.62,6.43,5.18,5.94,6.76,7.06,8.13
3,Gross Profit,6.62,7.08,5.68,7.47,4.32,4.11,3.47,4.68,6.34,7.78
4,"Selling, General & Admin",5.71,6.5,4.92,5.54,4.51,4.18,5.08,5.33,6.18,5.41
5,Other Operating Expenses,-,-,-,-,-,0.3,-,0.15,-,-0.05
6,Operating Expenses,5.71,6.5,4.92,5.54,4.51,4.49,5.08,5.48,6.18,5.35
7,Operating Income,0.91,0.58,0.75,1.93,-0.18,-0.38,-1.61,-0.8,0.16,2.42
8,Interest Expense,-0.37,-0.37,-0.36,-0.38,-0.4,-0.42,-0.42,-0.43,-0.42,-0.22
9,Interest & Investment Income,1.53,1.02,0.94,0.32,0.2,0.04,0.02,0.02,0.04,0.08
10,Currency Exchange Gain (Loss),0,-,-,0,-,0.02,0.01,0.01,0.02,0.23
11,Other Non Operating Income (Expenses),0.07,0.02,0.1,-0.05,0.2,-0.79,1.05,-0.73,0.86,0
12,EBT Excluding Unusual Items,2.15,1.25,1.44,1.82,-0.2,-1.53,-0.95,-1.93,0.66,2.52
13,Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-0.14
14,Other Unusual Items,-,0.03,-,0.17,-,0.84,-,1.05,0.54,1.17
15,Pretax Income,2.15,1.28,1.44,1.99,-0.2,-0.69,-0.95,-0.88,1.2,3.54
16,Income Tax Expense,0.6,0.4,0.4,0.73,-0.03,-0.08,-0.23,-0.11,0.26,1.05
17,Earnings From Continuing Operations,1.55,0.88,1.04,1.25,-0.17,-0.61,-0.72,-0.76,0.95,2.5
18,Minority Interest in Earnings,0.04,0,0.01,0.02,0.01,0.01,0.02,0.02,-0.01,-0.09
19,Net Income,1.59,0.88,1.04,1.27,-0.16,-0.6,-0.7,-0.75,0.93,2.41
20,Net Income to Common,1.59,0.88,1.04,1.27,-0.16,-0.6,-0.7,-0.75,0.93,2.41
21,Net Income Growth,53.08%,-31.00%,-,-,-,-,-,-,-52.01%,3.79%
22,Shares Outstanding (Basic),2398,2398,2396,2395,2395,2394,2392,2353,2446,2434
23,Shares Outstanding (Diluted),2547,2554,2541,2676,2395,2394,2392,2507,2581,2536
24,Shares Change (YoY),0.27%,-4.56%,6.10%,11.77%,0.09%,-4.48%,-7.30%,-1.16%,-2.53%,-3.47%
25,EPS (Basic),0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00
26,EPS (Diluted),0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00
27,EPS Growth,51.34%,-29.02%,-,-,-,-,-,-,-50.62%,8.16%
28,Free Cash Flow,-,2.54,3.93,6.67,4.26,4.18,1.56,1.6,0.04,-0.54
29,Free Cash Flow Per Share,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00
30,Dividend Per Share,-,0.000,0.000,-,-,-,-,-,-,-
31,Operating Margin,5.70%,3.79%,5.49%,12.01%,-1.71%,-4.09%,-17.07%,-7.00%,1.21%,15.23%
32,Profit Margin,9.94%,5.73%,7.57%,7.90%,-1.47%,-6.44%,-7.45%,-6.54%,6.96%,15.16%
33,Free Cash Flow Margin,-,16.58%,28.58%,41.43%,39.64%,44.94%,16.63%,14.02%,0.26%,-3.36%
34,EBITDA,1.46,0.17,2.26,1.53,1.41,-0.71,-0.04,-0.92,1.53,2.26
35,D&A For EBITDA,0.55,-0.41,1.51,-0.4,1.59,-0.33,1.56,-0.12,1.36,-0.16
36,EBIT,0.91,0.58,0.75,1.93,-0.18,-0.38,-1.61,-0.8,0.16,2.42
37,Advertising Expenses,1.34,-,1.18,-,1.11,-,1.1,-,1.21,-
