,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+19 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+19 Quarters
0,Cash & Equivalents,85504,118140,117680,106009,150984,229789,-,-,160686,197892,186661,141655,159111,240676,149581,60807,59715,34973,-,11528,Upgrade
1,Trading Asset Securities,481789,500294,472381,461792,436756,376119,-,-,564312,706443,598178,1070776,901640,377891,109200,108005,92515,123587,-,111648,Upgrade
2,Accounts Receivable,6702,6702,6472,10944,7572,6412,-,-,6664,7344,16761,1579,1674,13778,15745,13635,15097,10932,-,8018,Upgrade
3,Other Receivables,17183,-20101,-7686,-23426,-31305,-47688,-,-,177639,144523,262596,330217,526299,252457,148069,200618,210382,149067,-,166710,Upgrade
4,"Property, Plant & Equipment",5231,6301,6511,6721,6931,6941,-,-,7571,6722,10374,6337,6353,36.08,57.77,79.45,101.14,122.82,-,276.02,Upgrade
5,Other Intangible Assets,3514,2666,2898,3130,3362,3594,-,-,4289,4648,584.4,598.21,170.85,195.06,219.26,243.47,95.63,106.25,-,-,Upgrade
6,Other Current Assets,148952,173278,173279,173682,176482,176618,-,-,4101,40376,30836,7499,5867,63434,20120,47327,20040,40036,-,49461,Upgrade
7,Long-Term Deferred Tax Assets,47984,36029,39586,45111,43319,42869,-,-,34952,7759,-,-,-,-,-,1219,1219,2765,-,3433,Upgrade
8,Other Long-Term Assets,18267,17277,17320,17288,16734,16037,-,-,14791,14246,14282,14222,11579,11415,11461,11368,11548,10857,-,10898,Upgrade
9,Total Assets,815126,840585,828441,801250,810835,810690,-,-,975005,1129955,1120272,1572884,1612693,959882,454453,443303,410713,372447,-,361973,Upgrade
10,Accounts Payable,493.36,442.35,566.76,643.94,424.84,595.97,-,-,1236,3293,2957,6167,55942,770.2,690.93,2855,452.19,329.97,-,316.25,Upgrade
11,Accrued Expenses,3013,1972,2197,2221,6503,2227,-,-,3529,2289,1916,1914,2791,2185,2642,1995,2850,2425,-,8308,Upgrade
12,Other Current Liabilities,2880,2028,2033,3333,4861,2054,-,-,2669,2933,3059,9483,7504,3263,3849,3293,3078,5809,-,6321,Upgrade
13,Long-Term Debt,4631,4631,4631,4631,4631,4631,-,-,4631,4631,4631,4631,-,-,-,-,-,-,-,-,Upgrade
