,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,334,433,541,505,774,1079,1454,2134,1477,1020,1641,Upgrade
1,Market Cap Growth,-14.29%,-14.29%,-30.12%,-53.21%,-46.77%,-49.45%,-1.59%,109.20%,-10.00%,-56.50%,-43.55%,Upgrade
2,Enterprise Value,484,549,684,656,921,1154,1448,1996,1426,865,1307,Upgrade
3,Last Close Price,0.14,0.18,0.23,0.21,0.33,0.46,0.62,0.91,0.63,0.43,0.70,Upgrade
4,PE Ratio,716.89,928.35,10.57,6.24,-26.71,-,-,-,-,-,-,Upgrade
5,PS Ratio,0.44,0.56,0.67,0.57,0.80,1.14,1.92,3.28,2.44,1.58,2.26,Upgrade
6,PB Ratio,0.90,0.87,1.08,0.97,1.64,2.42,2.88,3.75,2.36,1.44,1.95,Upgrade
7,P/TBV Ratio,3.59,3.59,4.28,4.95,16.88,124.16,22.49,4.83,2.95,1.79,2.33,Upgrade
8,P/FCF Ratio,-,-,23.35,-124.50,-,-,-25.68,-,-,-,-,Upgrade
9,P/OCF Ratio,7.78,7.78,10.56,39.73,-37.82,-,-65.12,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.63,0.72,0.84,0.74,0.96,1.22,1.92,3.07,2.36,1.34,1.80,Upgrade
11,EV/EBITDA Ratio,4.88,6.12,9.40,-92.06,-,-,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,6.97,8.41,14.18,-19.43,-,-,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,-101.51,-,29.55,-161.91,-,-,-25.58,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.46,0.46,0.43,0.40,0.47,0.53,0.51,0.21,0.20,0.15,0.14,Upgrade
15,Debt / FCF Ratio,-,-,9.42,-51.37,-,-,-4.58,-,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),12.24%,12.24%,9.00%,-4.33%,-,-,-,-,-,-,-,Upgrade
17,Earnings Yield,0.14%,0.11%,9.46%,16.04%,-3.74%,-14.75%,-10.99%,-7.38%,-15.44%,-34.52%,-21.62%,Upgrade
18,FCF Yield,-1.43%,-1.10%,4.28%,-0.80%,-4.48%,-1.87%,-3.89%,-6.72%,-11.77%,-25.93%,-18.10%,Upgrade
19,Buyback Yield / Dilution,-1.95%,-1.41%,-2.50%,-1.07%,-,-,-,-,-,-,-12.21%,Upgrade
20,Total Shareholder Return,-1.95%,-1.41%,-2.50%,-1.07%,-,-,-,-,-,-,-12.21%,Upgrade
