,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+12 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+12 Quarters
0,Market Capitalization,196334294,164296480,186366928,163941936,186584647,188108675,198123721,239490212,224249926,209009639,220766432,270406221,330061056,357058134,340946974,388162642,320069704,294411496,248358301,248358301,180923265,Upgrade
1,Market Cap Growth,-12.66%,-12.66%,-5.93%,-31.55%,-16.80%,-10.00%,-10.26%,-11.43%,-32.06%,-41.46%,-35.25%,-30.34%,3.12%,21.28%,37.28%,56.29%,76.91%,5.54%,-16.97%,-6.50%,-40.97%,Upgrade
2,Enterprise Value,263064115,224993218,251267483,220582919,223944028,226230891,222344570,264125503,237721319,234328453,196573907,293722379,330859275,370923124,344183969,397132563,324489789,313162168,284369840,279061998,201809248,Upgrade
3,Last Close Price,47800.00,40000.00,42800.00,37650.00,42850.00,43200.00,45500.00,55000.00,51500.00,48000.00,50700.00,62100.00,73624.96,79647.06,76053.23,86928.71,71679.35,65933.22,55619.64,55619.64,40517.62,Upgrade
4,PE Ratio,6.59,5.27,9.00,6.96,8.35,5.64,4.78,5.30,6.19,7.25,7.02,9.62,8.69,9.20,8.95,11.77,12.36,10.76,10.91,11.20,6.94,Upgrade
5,Forward PE,5.84,4.97,5.38,4.65,5.85,7.38,5.86,8.04,7.11,5.82,5.01,7.57,9.20,10.73,9.54,12.05,10.31,9.34,8.16,8.83,6.60,Upgrade
6,PS Ratio,2.03,1.59,2.36,2.10,2.26,1.82,1.57,2.16,2.71,3.35,4.05,4.71,4.08,4.20,4.07,4.33,4.10,4.11,3.92,5.20,3.46,Upgrade
7,PB Ratio,0.97,0.75,0.86,0.79,0.95,1.03,1.10,1.41,1.40,1.41,1.58,2.09,2.43,2.72,2.85,3.90,3.38,3.29,3.15,3.26,2.50,Upgrade
8,P/TBV Ratio,0.82,0.82,0.94,0.86,1.03,1.06,1.13,1.45,1.45,1.46,1.66,2.28,2.61,2.92,3.06,4.17,3.63,3.56,3.36,3.68,2.92,Upgrade
9,P/FCF Ratio,-,-,-,-,-,-,76.29,-,-,15.81,-,11.81,-,-433.19,-,18.83,-,13.77,4.58,9.86,-,Upgrade
10,P/OCF Ratio,-,-,-,-,-,-,11.14,-27.40,-,6.63,-,5.46,13.71,20.91,16.98,14.86,-,11.83,4.38,8.34,-,Upgrade
11,PEG Ratio,-,-,0.36,0.31,0.39,0.49,0.40,0.55,0.49,0.74,0.61,0.55,0.99,0.72,0.64,1.12,0.87,0.71,0.63,0.53,0.37,Upgrade
12,EV/Sales Ratio,2.58,2.18,3.19,2.82,2.72,2.18,1.77,2.38,2.87,3.76,3.61,5.12,4.09,4.36,4.10,4.43,4.16,4.38,4.49,5.84,3.86,Upgrade
13,EV/EBITDA Ratio,10.39,8.98,17.33,10.51,8.87,-,4.92,6.69,8.04,8.73,8.35,10.28,8.11,8.53,8.87,11.98,13.14,14.50,12.18,12.75,8.12,Upgrade
14,EV/EBIT Ratio,11.13,9.70,19.61,11.35,9.44,-,5.07,6.91,8.42,9.15,8.78,10.73,8.32,8.75,9.12,12.29,13.53,14.87,12.41,12.98,8.24,Upgrade
15,EV/FCF Ratio,-7.89,-,-,-,-,-,85.62,-,-,17.72,-,12.83,-,-450.01,-,19.27,-,14.65,5.25,11.08,-,Upgrade
16,Debt / Equity Ratio,0.37,0.37,0.34,0.35,0.33,0.33,0.24,0.25,0.25,0.24,0.29,0.25,0.19,0.15,0.18,0.23,0.24,0.28,0.40,0.54,0.37,Upgrade
17,Debt / EBITDA Ratio,3.21,2.28,2.42,2.46,12.54,-,0.77,0.94,1.84,0.64,1.21,4.77,2.40,0.46,0.40,0.41,1.08,1.00,1.04,1.91,2.94,Upgrade
18,Debt / FCF Ratio,-,-,-,-,-,-,16.61,-,-,2.74,-,1.39,-,-24.17,-,1.11,-,1.17,0.59,1.64,-,Upgrade
19,Asset Turnover,0.24,0.26,0.24,0.07,0.08,0.32,0.34,0.32,0.35,0.22,0.06,0.15,0.41,0.38,0.54,0.25,0.41,0.47,0.31,0.13,Upgrade,
20,Inventory Turnover,1.32,1.55,1.57,1.31,0.44,0.56,1.24,1.28,1.35,0.96,0.56,0.22,0.67,1.17,0.82,1.37,0.62,1.21,1.18,0.62,0.23,Upgrade
21,Quick Ratio,0.24,0.21,0.22,0.24,0.22,0.24,0.17,0.24,0.24,0.23,0.23,0.50,0.40,0.43,0.46,0.43,0.35,0.29,0.32,0.24,0.18,Upgrade
22,Current Ratio,0.99,0.99,1.23,1.14,1.19,1.15,1.10,1.04,1.08,1.05,1.00,1.05,1.34,1.25,1.26,1.07,1.01,0.99,1.19,1.16,1.17,Upgrade
23,Return on Equity (ROE),25.85%,16.99%,21.26%,1.91%,2.50%,24.44%,23.60%,30.87%,25.26%,43.24%,2.25%,14.13%,37.31%,40.90%,43.58%,23.82%,52.33%,31.74%,18.40%,44.63%,Upgrade,
24,Return on Assets (ROA),3.86%,3.44%,3.62%,0.47%,-1.16%,8.38%,7.25%,3.44%,9.89%,6.06%,1.12%,2.65%,11.87%,15.08%,16.30%,6.00%,6.91%,8.45%,6.21%,2.71%,Upgrade,
25,Return on Capital (ROIC),7.09%,6.17%,6.43%,0.86%,-2.14%,15.59%,13.57%,6.61%,19.06%,11.72%,1.92%,3.93%,18.27%,24.66%,28.42%,10.96%,13.41%,16.52%,12.28%,5.71%,Upgrade,
26,Return on Capital Employed (ROCE),8.74%,8.58%,4.61%,7.32%,9.51%,-,19.87%,18.59%,15.11%,14.72%,13.76%,18.75%,24.36%,27.34%,27.29%,27.86%,20.95%,18.72%,22.46%,21.43%,29.90%,Upgrade
27,Earnings Yield,16.06%,18.98%,11.11%,14.36%,11.97%,17.74%,20.91%,18.89%,16.15%,13.79%,14.24%,10.40%,11.50%,10.87%,11.17%,8.50%,8.09%,9.29%,9.16%,8.93%,14.40%,Upgrade
28,FCF Yield,-16.98%,-,-21.66%,-11.28%,-7.16%,-4.50%,1.31%,-9.58%,2.20%,6.33%,6.41%,8.47%,0.76%,-0.23%,0.59%,5.31%,6.80%,7.26%,21.81%,10.14%,18.86%,Upgrade
29,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,2.51%,-,-,-,1.75%,-,-,-,Upgrade
30,Payout Ratio,1.92%,-,0.07%,-,67.82%,-,-,-,-,7.39%,-,1306.68%,-,0.61%,45.04%,0.93%,-,0.54%,-,4.59%,-,Upgrade
31,Buyback Yield / Dilution,0.23%,0.92%,-,-,-,-,-,-,-,-,-0.63%,-0.97%,-1.82%,-1.83%,-1.18%,-0.84%,-,1.24%,1.80%,1.79%,1.79%,Upgrade
32,Total Shareholder Return,0.23%,0.92%,-,-,-,-,-,-,-,-,-0.63%,-0.97%,-1.82%,0.68%,-1.18%,-0.84%,-,2.99%,1.80%,1.79%,1.79%,Upgrade
