,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+12 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+12 Quarters
0,Cash & Equivalents,28990635,20621483,17179976,9524619,14103181,2909914,5105285,1889644,10816783,14743348,29813549,5628313,4625760,4504657,8417973,7746445,13713651,13547878,12076753,4439856,Upgrade
1,Short-Term Investments,2433949,7679364,4425700,12169289,11885653,4792666,16958317,13846844,12873844,4505289,34440387,3373060,3404597,5004923,14274078,9887360,2446602,2321814,840775,898412,Upgrade
2,Trading Asset Securities,1500000,-,-,-,-,597632,351887,2553013,2352947,-,218370,-,2326552,3605821,558316,-,359322,1065202,-,-,Upgrade
3,Cash & Short-Term Investments,32924584,28300847,21605676,21693908,25988834,8300212,22415489,18289501,26043574,19248637,64472306,9001373,10356909,13115401,23250367,17633805,16519575,16934894,12917528,5338268,Upgrade
4,Cash Growth,26.69%,240.97%,-3.61%,18.61%,-0.21%,-56.88%,-65.23%,103.19%,151.46%,46.76%,177.30%,-48.95%,-37.31%,-22.55%,79.99%,230.33%,-51.07%,72.38%,-12.33%,62.08%,Upgrade
5,Accounts Receivable,20022749,21435914,21261965,19714298,20089073,20479640,19908624,25264070,15527113,20263293,14929117,17313638,15223884,11258901,11577409,11025236,10665193,15121170,9978945,9964296,Upgrade
6,Other Receivables,7254219,4850709,11310495,5883069,5173341,4041796,4036000,2850069,1985217,1342169,6583638,2086228,6816870,12823804,5945468,3692214,3167002,6252722,7430806,6937502,Upgrade
7,Receivables,44481080,36774164,34013060,43343992,30179414,41602148,28283402,42096828,22509536,27615468,25927761,23426584,25928322,34928568,30426452,22460996,22088688,32943654,32444394,33741890,Upgrade
8,Inventory,49481121,59965680,60274875,60154080,56407794,57098520,57557585,64481963,69478298,61031205,60190596,30916733,29832313,32568900,36324625,42664369,44362074,52905834,64483117,63546915,Upgrade
9,Prepaid Expenses,417093,175571,321828,470868,257593,209532,121664,169845,200586,175078,120475,138706,297193,161625,93972,26886,406183,289628,159902,97162,Upgrade
10,Other Current Assets,160162065,177514233,143513007,129632863,129506954,107847457,89126643,80289524,78303235,71260410,30883360,31405347,28022268,21696979,11638305,11257291,18935589,38155892,34803725,38697225,Upgrade
11,Total Current Assets,287465943,302730495,259728446,255295711,242340589,215057869,197504783,205327661,196535229,179330798,181594498,94888743,94437005,102471473,101733721,94043347,102312109,141229902,144808666,141421460,Upgrade
12,"Property, Plant & Equipment",97386153,96697542,84805523,77323828,71409138,73842035,75327723,63933871,58908485,67213531,60218153,51753577,51304254,40486854,38095738,38970728,38424064,35487636,32452122,29558342,Upgrade
13,Long-Term Investments,12849279,9736355,10374902,8021445,7760265,7323414,7372380,7603129,7491325,11734203,37032351,11833087,10940392,53755553,48539706,49504584,9833775,6399338,2952950,2952950,Upgrade
14,Goodwill,481877,520728,559203,597677,636151,1049517,1101546,1153010,1203909,1255938,2399647,1359365,2526570,2444826,2523705,2601727,1616686,931954,965791,922622,Upgrade
15,Other Intangible Assets,997482,1018072,1017033,1034893,1052378,1065139,1078436,1094549,1114657,1132239,49551,1218322,110215,207966,215577,219645,1388519,73274,74152,59786,Upgrade
16,Long-Term Accounts Receivable,32174847,17321597,16909775,16539927,16239804,15328432,15065474,15016884,14524223,14086318,13317992,14150393,129318,129019,129318,129019,129019,129019,129019,128453,Upgrade
17,Long-Term Deferred Tax Assets,1318779,2423981,943527,1049267,995119,1864475,1788433,1245354,1297097,1111932,1091910,515483,556352,459211,453195,360506,727156,758288,172569,189708,Upgrade
18,Other Long-Term Assets,125983025,89726386,108181381,104381946,103146431,97372843,82030060,80971209,79169722,65396256,22464885,58243614,61574702,19683842,19156533,17885118,57325046,29662078,34988849,22028308,Upgrade
19,Total Assets,560724190,524684352,493450362,464484694,444630675,417039474,396349284,377621667,361812647,341601215,319105330,233962584,230516471,219638744,210849493,207714674,215886374,220509139,225577738,203007149,Upgrade
20,Accounts Payable,18746645,20892938,18473385,19187136,20370329,17697622,18043081,17232666,14666306,11395686,10922959,13164023,12146678,10362786,11335350,10741103,10933995,9608821,8765761,6850200,Upgrade
21,Accrued Expenses,15908717,12855920,9248865,7811252,10222168,8669130,13706266,17266154,15576486,9469157,24064909,3749931,3933441,5705102,6274733,3951446,4036667,11398883,4076865,3291257,Upgrade
22,Short-Term Debt,21277020,16713397,17096771,15604731,14778048,9990266,8669131,10170723,7882301,4450743,1525177,4651330,105170,-,-,564746,590000,3445212,4054936,7330175,Upgrade
23,Current Portion of Long-Term Debt,22029476,8480318,10143836,9263680,6841731,3647484,8711436,8208105,7447796,17132713,17702036,1462890,145650,5988258,9977807,8800291,10407726,8490186,16069752,12338646,Upgrade
24,Current Income Taxes Payable,7276097,9295811,13087562,12389499,12326781,14257345,14322243,11702136,8825666,5488129,1247006,944426,3190130,5551247,3722177,1216139,4207140,3314851,3850087,2671172,Upgrade
25,Current Unearned Revenue,46741437,49817418,47750476,43796650,35300624,38914358,49838894,57370516,61996237,60571507,48977098,6282424,9339347,16376687,23554979,25851588,27477459,34959666,38637036,41725597,Upgrade
26,Other Current Liabilities,158370916,128507768,112150817,106921988,111233550,103082791,77369248,68797831,71367591,70419913,68681911,40418098,46540242,37317012,40053652,42141620,45732290,47259291,49773787,46904782,Upgrade
27,Total Current Liabilities,290350308,246563570,227951712,214974936,211073231,196258996,190660299,190748131,187762383,178927848,173121096,70673122,75400658,81301092,94918698,93266933,103385277,118476910,125228224,121111829,Upgrade
28,Long-Term Debt,37985689,47969250,44599750,39496110,38393923,29488390,25988263,21320072,20876302,18568972,12633753,19352528,19667987,15520443,12884057,13730672,13957735,19874488,21257206,6957612,Upgrade
29,Long-Term Unearned Revenue,472486,532307,577451,910155,770863,864757,935102,999977,917180,929958,1049251,1249324,1251448,1312660,1404622,1411785,3325997,1500869,1358919,1461641,Upgrade
30,Long-Term Deferred Tax Liabilities,1445872,1623862,1313542,1224762,1168679,1103201,1052859,991085,926018,727203,737735,694805,608707,198873,179455,198873,523383,205895,270304,270303,Upgrade
31,Other Long-Term Liabilities,10026795,12029629,12075645,11662490,10587673,8459620,7609204,3144267,2808921,2315503,2054783,5920908,2180260,1763411,2015333,4501734,5328580,1673170,1309652,867185,Upgrade
32,Total Liabilities,340281150,308718618,286518100,268268453,261994369,236174964,226245727,217203532,213290804,201469484,189596618,97890687,99109060,100096479,111402165,113109997,126520972,141731332,149424305,130668570,Upgrade
33,Common Stock,41074120,43543675,43543675,43543675,43543675,43543675,43543675,43543675,43543675,43543675,43543675,43543675,43543675,43543675,33495139,33495139,33495139,33495139,33495139,33495139,Upgrade
34,Additional Paid-In Capital,-,1260023,1260023,1260023,1260023,1260023,1260023,1260023,1260023,1260023,1260023,1260023,1260023,1260023,295000,295000,295000,295000,295000,295000,Upgrade
35,Retained Earnings,166650994,154216100,146351374,136335857,133391779,132283582,121553575,111914769,99933635,90383655,75756844,83893061,79413446,68737523,67057265,61655554,56259405,44835648,38566722,32883509,Upgrade
36,Treasury Stock,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-5549929,-5549929,-5549929,-5549929,-5549929,-5549929,Upgrade
37,Comprehensive Income & Other,-5644294,1111316,1111316,1106316,1106316,480942,478776,473776,475942,529355,529355,524355,524355,529354,524355,1200896,1200896,1826269,1799328,1799328,Upgrade
