,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+12 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+12 Quarters
0,Operating Revenue,33136430,33323142,28375364,8211201,8920226,32724102,32613837,29298557,31193810,17804867,4470436,8923490,23304612,20679434,28015119,12986441,22168443,26482588,16376482,6519224,Upgrade
1,Revenue,33136430,33323142,28375364,8211201,8920226,32724102,32613837,29298557,31193810,17804867,4470436,8923490,23304612,20679434,28015119,12986441,22168443,26482588,16376482,6519224,Upgrade
2,Revenue Growth (YoY),271.48%,1.83%,-13.00%,-71.97%,-71.40%,83.79%,629.54%,228.33%,33.85%,-13.90%,-84.04%,-31.29%,5.13%,-21.91%,71.07%,99.20%,58.51%,142.82%,-21.58%,11.39%,Upgrade
3,Cost of Revenue,21179868,23571916,19687113,6436815,7921204,17767196,19506224,22655499,15679882,8508992,2449880,5057521,9154177,7031668,13566100,6774097,14720810,17367779,9951729,3570342,Upgrade
4,Gross Profit,11956562,9751226,8688251,1774386,999022,14956906,13107613,6643058,15513928,9295875,2020556,3865969,14150435,13647766,14449019,6212344,7447633,9114809,6424753,2948882,Upgrade
5,"Selling, General & Admin",3576435,2737468,1750648,911687,2998129,1318445,1880965,1558189,1599887,1289323,782348,1404150,3467248,660163,805205,1124986,1414337,1576537,1105279,778140,Upgrade
6,Operating Expenses,3576435,2737468,1750648,911687,2998129,1318445,1880965,1558189,1599887,1289323,782348,1404150,3467248,660163,805205,1124986,1414337,1576537,1105279,778140,Upgrade
7,Operating Income,8380127,7013758,6937603,862699,-1999107,13638461,11226648,5084869,13914041,8006552,1238208,2461819,10683187,12987603,13643814,5087358,6033296,7538272,5319474,2170742,Upgrade
8,Interest Expense,-2538701,-1508326,-2042438,-1066079,-10124851,-716341,-679165,-682987,-13136293,-72453,-555857,-476174,-3415228,-502411,-610598,-594679,-8721574,-1088425,-685286,-618346,Upgrade
9,Interest & Investment Income,9793119,5482229,8086899,1852508,-,1799682,1751243,2089087,-,1807237,963297,641273,-,1381214,2312264,558532,-,1013872,1090143,671270,Upgrade
10,Earnings From Equity Investments,915,659,741,896,11141,-2066,1098,527,31544,3542,10598,10700,281,22214,10619,20645,18526,-,-,-,Upgrade
11,Currency Exchange Gain (Loss),-,-,-225936,-,-,-,-931,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Other Non Operating Income (Expenses),-263094,-151699,-541461,-233683,2462044,-513552,-564780,33027,2305153,285414,-22741,74035,1706108,-77114,71436,31553,337272,38759,-1204447,391316,Upgrade
13,EBT Excluding Unusual Items,15372366,10836621,12215408,1416341,-9650773,14206184,11734113,6524523,3114445,10030292,1633505,2711653,8974348,13811506,15427535,5103409,-2332480,7502478,4519884,2614982,Upgrade
14,Gain (Loss) on Sale of Investments,480359,-,96108,-,11079585,-,907721,8549532,9564745,8918391,-274145,3173970,4892715,-,-1981582,1981582,16650247,-,53160,7508566,Upgrade
15,Gain (Loss) on Sale of Assets,-,-,31278,-,-38941,-,-1660,-,-230155,-,-,-,-26536,-,-,-,-,-,-,-,Upgrade
16,Pretax Income,15852725,10836621,12342794,1416341,1389871,14206184,12640174,15074055,12449035,18948683,1359360,5885623,13840527,13811506,13445953,7084991,14317767,7502478,4573044,10123548,Upgrade
17,Income Tax Expense,1749034,1856501,1626918,512102,252585,3482643,2891016,3151165,3335777,4373510,611136,1160686,2137048,2616403,2873819,1607229,3318806,1356220,1156787,2478483,Upgrade
18,Earnings From Continuing Operations,14103691,8980120,10715876,904239,1137286,10723541,9749158,11922890,9113258,14575173,748224,4724937,11703479,11195103,10572134,5477762,10998961,6146258,3416257,7645065,Upgrade
19,Minority Interest in Earnings,-2566871,-1114045,175145,-19542,-65661,-28779,-61462,-5568,17226,-81328,-81750,-184871,36896,-28308,-50891,-81613,15419,-87937,18491,-801234,Upgrade
20,Net Income,11536820,7866075,10891021,884697,1071625,10694762,9687696,11917322,9130484,14493845,666474,4540066,11740375,11166795,10521243,5396149,11014380,6058321,3434748,6843831,Upgrade
21,Net Income to Common,11536820,7866075,10891021,884697,1071625,10694762,9687696,11917322,9130484,14493845,666474,4540066,11740375,11166795,10521243,5396149,11014380,6058321,3434748,6843831,Upgrade
22,Net Income Growth,976.57%,-26.45%,12.42%,-92.58%,-88.26%,-26.21%,1353.57%,162.49%,-22.23%,29.79%,-93.67%,-15.86%,6.59%,84.32%,206.32%,-21.15%,71.46%,10.75%,-53.03%,169.42%,Upgrade
23,Shares Outstanding (Basic),4314,4354,4354,4354,4354,4354,4354,4354,4354,4354,4354,4354,4354,4327,4312,4276,4276,4276,4276,4276,Upgrade
24,Shares Outstanding (Diluted),4314,4354,4354,4354,4354,4354,4354,4354,4354,4354,4354,4354,4354,4327,4312,4276,4276,4276,4276,4276,Upgrade
25,Shares Change (YoY),-0.92%,-,-,-,-,-,-,-,-,0.63%,0.97%,1.82%,1.83%,1.18%,0.84%,-,-1.24%,-1.80%,-1.79%,-1.79%,Upgrade
26,EPS (Basic),2674.21,1806.48,2501.17,203.17,246.10,2456.10,2224.82,2736.87,2096.86,3328.58,153.06,1042.65,2696.23,2580.74,2439.80,1261.85,2575.85,1416.70,803.19,1600.38,Upgrade
27,EPS (Diluted),2674.21,1806.48,2500.83,203.17,246.10,2456.10,2224.82,2736.87,2096.72,3328.58,153.06,1042.65,2696.23,2580.74,2439.80,1261.85,2575.85,1416.70,803.19,1600.38,Upgrade
28,EPS Growth,986.62%,-26.45%,12.41%,-92.58%,-88.26%,-26.21%,1353.57%,162.49%,-22.24%,28.98%,-93.73%,-17.37%,4.67%,82.17%,203.76%,-21.15%,73.60%,12.78%,-52.17%,174.34%,Upgrade
29,Free Cash Flow,-,-11528898,-6978532,-14579154,-7289537,10358865,-1849080,-9691235,3778352,-15172288,26025356,-1410280,4712030,-6425574,5625843,-4736552,7542256,12177770,6765328,-5102820,Upgrade
30,Free Cash Flow Per Share,-,-2647.66,-1602.65,-3348.17,-1674.07,2378.96,-424.65,-2225.64,867.72,-3484.38,5976.84,-323.88,1082.14,-1485.00,1304.59,-1107.61,1763.85,2847.69,1582.03,-1193.26,Upgrade
31,Dividend Per Share,-,-,-,-,-,-,-,-,-,-,-,-,2000.000,-,-,-,1153.846,-,-,-,Upgrade
32,Dividend Growth,-,-,-,-,-,-,-,-,-,-,-,-,73.33%,-,-,-,-,-,-,-,Upgrade
33,Gross Margin,36.08%,29.26%,30.62%,21.61%,11.20%,45.71%,40.19%,22.67%,49.73%,52.21%,45.20%,43.32%,60.72%,66.00%,51.58%,47.84%,33.60%,34.42%,39.23%,45.23%,Upgrade
34,Operating Margin,25.29%,21.05%,24.45%,10.51%,-22.41%,41.68%,34.42%,17.36%,44.61%,44.97%,27.70%,27.59%,45.84%,62.80%,48.70%,39.17%,27.22%,28.47%,32.48%,33.30%,Upgrade
35,Profit Margin,34.82%,23.61%,38.38%,10.77%,12.01%,32.68%,29.70%,40.68%,29.27%,81.40%,14.91%,50.88%,50.38%,54.00%,37.56%,41.55%,49.68%,22.88%,20.97%,104.98%,Upgrade
36,Free Cash Flow Margin,-,-34.60%,-24.59%,-177.55%,-81.72%,31.66%,-5.67%,-33.08%,12.11%,-85.21%,582.17%,-15.80%,20.22%,-31.07%,20.08%,-36.47%,34.02%,45.98%,41.31%,-78.27%,Upgrade
37,EBITDA,8922356,7555987,7295964,1283364,-1632984,14046813,11551124,5397745,14218063,8292324,1669074,2657707,10921732,13327344,13892207,5348371,6238310,7671964,5430305,2263141,Upgrade
38,EBITDA Margin,26.93%,22.67%,25.71%,15.63%,-18.31%,42.92%,35.42%,18.42%,45.58%,46.57%,37.34%,29.78%,46.87%,64.45%,49.59%,41.18%,28.14%,28.97%,33.16%,34.71%,Upgrade
