,Fiscal Quarter,Current,Q4 2024,Q4 2023,Q3 2015,Q2 2015,Q1 2015,Q4 2014,Q3 2014,Q2 2014,Q1 2014,Q4 2013,Q3 2013,Q2 2013,Q1 2013,Q4 2012,Q3 2012,Q2 2012,Q1 2012,Q4 2011,Q3 2011,Q2 2011,+17 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Sep '15 Sep 30, 2015","Jun '15 Jun 30, 2015","Mar '15 Mar 31, 2015","Dec '14 Dec 31, 2014","Sep '14 Sep 30, 2014","Jun '14 Jun 30, 2014","Mar '14 Mar 31, 2014","Dec '13 Dec 31, 2013","Sep '13 Sep 30, 2013","Jun '13 Jun 30, 2013","Mar '13 Mar 31, 2013","Dec '12 Dec 31, 2012","Sep '12 Sep 30, 2012","Jun '12 Jun 30, 2012","Mar '12 Mar 31, 2012","Dec '11 Dec 31, 2011","Sep '11 Sep 30, 2011","Jun '11 Jun 30, 2011",+17 Quarters
0,Market Capitalization,1296131,1119232,963122,341989,349265,334713,332893,367456,316522,425667,327436,231024,225567,227386,221929,211014,254673,243758,212834,246000,250000,Upgrade
1,Market Cap Growth,-19.66%,234.39%,189.32%,-6.93%,10.34%,-21.37%,1.67%,59.06%,40.32%,87.20%,47.54%,9.48%,-11.43%,-6.72%,4.27%,-14.22%,1.87%,-21.37%,-48.84%,-52.87%,-64.29%,Upgrade
2,Enterprise Value,1434209,740518,584407,-45406,4488,-10065,16200,93508,42573,165418,-12912,-115233,-176455,-152529,-117073,-127988,-81610,-69818,-65659,-25592,-19181,Upgrade
3,Last Close Price,47400.00,42300.00,34678.96,6894.84,7041.54,6200.07,6166.38,6806.60,5863.11,7257.67,5582.82,3938.99,3845.94,3378.49,3297.41,3135.24,3783.91,3434.82,2999.06,2914.00,2961.38,Upgrade
4,PE Ratio,15.50,15.32,14.29,6.56,7.40,7.29,7.67,11.39,7.12,10.69,8.30,4.53,5.50,4.83,4.86,5.15,5.75,5.24,4.65,4.60,4.03,Upgrade
5,PS Ratio,3.32,3.26,3.63,1.77,1.85,1.84,1.86,2.26,1.95,2.60,2.14,1.53,1.59,1.71,1.72,1.38,1.75,1.76,1.63,2.05,1.85,Upgrade
6,PB Ratio,2.06,1.77,-,0.75,0.79,0.73,0.72,0.79,0.69,0.89,0.70,0.45,0.46,0.43,0.43,-,0.54,0.51,0.45,0.51,0.51,Upgrade
7,P/TBV Ratio,0.75,1.77,-,0.75,0.79,0.73,0.72,0.79,0.69,0.89,0.70,0.45,0.46,0.44,0.43,-,0.54,0.51,0.45,0.53,0.53,Upgrade
8,P/FCF Ratio,55.06,-,-,-,-825.59,3.72,4.20,-,7.93,-4.35,-,-,-,5.94,5.80,3.58,-,3.06,3.28,11.84,11.04,Upgrade
9,P/OCF Ratio,2.77,-,-,-,4.08,2.00,2.35,-,2.56,-10.48,-,1.63,-,1.42,1.73,2.15,-,1.85,1.89,3.22,3.10,Upgrade
10,EV/Sales Ratio,2.94,2.16,2.20,-,0.02,-,0.09,0.58,0.26,1.01,-,-,-,-,-,-,-,-,-,-,-,Upgrade
11,EV/EBITDA Ratio,7.58,5.46,5.74,-,0.07,-,0.28,1.74,0.78,3.02,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,12.73,9.30,11.08,-,0.21,-,0.80,7.24,2.33,8.65,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,60.93,-,-,-,-10.61,-,0.20,-,1.07,-1.69,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.02,0.21,-,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.02,-,-,-,-,-,-,-,-,-,Upgrade
15,Debt / EBITDA Ratio,0.14,0.65,-,0.14,0.14,0.17,0.17,0.23,0.23,0.20,0.20,0.18,-,-,-,-,-,-,-,-,-,Upgrade
16,Debt / FCF Ratio,0.16,-,-,-,-22.22,0.12,0.14,-,0.31,-0.13,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,-,-,-,-,-,0.18,0.14,0.13,0.15,0.13,0.16,0.15,0.12,-,-,0.12,0.11,0.25,0.13,0.12,Upgrade,
18,Inventory Turnover,1.77,-,-,-,-,-,1.96,1.67,1.54,1.58,1.47,1.47,1.30,1.15,-,-,0.84,1.10,2.34,1.11,1.24,Upgrade
19,Quick Ratio,9.29,0.49,-,9.29,4.09,-,4.84,5.59,4.95,4.02,3.92,8.98,6.02,6.47,6.00,-,2.37,2.47,2.31,2.69,2.40,Upgrade
20,Current Ratio,11.76,1.26,-,11.76,5.02,-,6.20,7.47,6.13,5.27,5.18,11.51,7.78,8.08,7.70,-,3.29,3.36,3.08,3.72,3.15,Upgrade
21,Return on Equity (ROE),-,-,-,10.76%,10.57%,12.18%,6.04%,10.83%,8.10%,2.40%,13.75%,7.82%,7.14%,-,-,13.51%,6.67%,8.26%,8.59%,14.79%,Upgrade,
22,Return on Assets (ROA),-,-,-,-,-,1.33%,0.58%,0.78%,1.56%,-0.17%,1.85%,1.04%,0.41%,-,-,1.23%,0.24%,1.53%,0.51%,0.62%,Upgrade,
23,Return on Capital (ROIC),-,-,-,3.30%,3.24%,3.44%,1.50%,1.93%,3.67%,-0.39%,4.03%,2.25%,0.88%,-,-,2.66%,0.50%,2.95%,0.88%,1.03%,Upgrade,
24,Return on Capital Employed (ROCE),2.00%,4.74%,-,2.00%,1.82%,-,1.75%,1.11%,1.58%,1.78%,-,1.97%,1.25%,1.27%,1.23%,-,1.53%,1.19%,1.39%,2.87%,5.00%,Upgrade
25,Earnings Yield,8.07%,7.33%,7.47%,15.25%,13.00%,13.73%,13.04%,8.78%,13.45%,9.35%,12.04%,22.10%,18.17%,20.69%,20.59%,19.44%,17.39%,19.10%,21.51%,21.74%,24.82%,Upgrade
26,FCF Yield,1.82%,-,-,-,-0.12%,26.86%,23.80%,-0.12%,12.60%,-22.99%,-26.54%,1.26%,5.37%,16.84%,17.23%,27.94%,27.80%,32.71%,30.53%,8.44%,9.06%,Upgrade
27,Dividend Yield,5.87%,-,5.77%,-,-,-,-,-,-,-,16.72%,-,-,-,36.39%,-,-,-,-,-,-,Upgrade
28,Payout Ratio,52.30%,-,-,-,0.00%,0.00%,0.23%,0.12%,200.15%,-,0.28%,0.26%,328.69%,0.01%,0.17%,127.53%,33.39%,-,183.90%,12.09%,102.41%,Upgrade
29,Buyback Yield / Dilution,0.04%,-0.22%,-0.14%,-,0.08%,0.01%,0.07%,-,-111.06%,-,-,-,0.02%,-,3.09%,7.45%,9.03%,9.05%,6.16%,1.67%,-3.40%,Upgrade
30,Total Shareholder Return,5.91%,-0.22%,5.63%,-,0.08%,0.01%,0.07%,-,-111.06%,-,16.72%,-,0.02%,-,39.48%,7.45%,9.03%,9.05%,6.16%,1.67%,-3.40%,Upgrade
