,Fiscal Quarter,Q4 2024,Q4 2023,Q3 2015,Q2 2015,Q1 2015,Q4 2014,Q3 2014,Q2 2014,Q1 2014,Q4 2013,Q3 2013,Q2 2013,Q1 2013,Q4 2012,Q3 2012,Q2 2012,Q1 2012,Q4 2011,Q3 2011,Q2 2011,+17 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Dec '23 Dec 31, 2023","Sep '15 Sep 30, 2015","Jun '15 Jun 30, 2015","Mar '15 Mar 31, 2015","Dec '14 Dec 31, 2014","Sep '14 Sep 30, 2014","Jun '14 Jun 30, 2014","Mar '14 Mar 31, 2014","Dec '13 Dec 31, 2013","Sep '13 Sep 30, 2013","Jun '13 Jun 30, 2013","Mar '13 Mar 31, 2013","Dec '12 Dec 31, 2012","Sep '12 Sep 30, 2012","Jun '12 Jun 30, 2012","Mar '12 Mar 31, 2012","Dec '11 Dec 31, 2011","Sep '11 Sep 30, 2011","Jun '11 Jun 30, 2011",+17 Quarters
0,Cash & Equivalents,51312,-,192114,179495,-,203577,61193,97186,133349,120249,140848,121758,139522,176915,-,111002,76282,63576,140493,146452,Upgrade
1,Short-Term Investments,-,-,195300,217300,-,152000,267000,278500,153500,149500,209500,224500,262500,203000,-,228000,260000,250000,138000,125140,Upgrade
2,Cash & Short-Term Investments,51312,-,387414,396795,355577,355577,328193,375686,286849,269749,350348,346258,402022,379915,-,339002,336282,313576,278493,271592,Upgrade
3,Cash Growth,-85.57%,-,18.04%,5.62%,23.96%,31.82%,-6.32%,8.50%,-28.65%,-29.00%,-,2.14%,19.55%,21.16%,-,24.82%,24.93%,18.59%,1.95%,5.01%,Upgrade
4,Accounts Receivable,14383,-,19660,20326,-,21031,25129,26084,23697,22102,24220,26993,31288,25965,-,29698,33421,40443,20480,18945,Upgrade
5,Other Receivables,33568,-,8982,13783,-,10517,12790,7647,7197,12513,10525,4554,8890,3193,-,11034,7567,3779,4431,2433,Upgrade
6,Receivables,47951,-,28643,34109,-,31548,37920,33731,30894,34615,34745,31547,40178,29158,-,40732,40988,44223,24912,21378,Upgrade
7,Inventory,117314,-,81977,82224,-,81607,81315,80976,80983,85159,84977,88816,90794,91113,-,104985,93747,84597,72566,72574,Upgrade
8,Prepaid Expenses,6613,-,1987,2958,-,1128,1838,3384,1097,115.2,837.74,1191,1588,307.31,-,527.15,629.8,392.15,574.57,650.6,Upgrade
9,Other Current Assets,34486,-,26241,12464,-,25791,40012,13880,16740,12271,22485,20686,17018,24134,-,41023,42037,34431,42276,17516,Upgrade
10,Total Current Assets,257676,-,526362,528551,-,495651,489278,507656,416563,401909,493393,488497,551599,524626,-,526270,513684,477219,418822,383711,Upgrade
11,"Property, Plant & Equipment",501257,-,173580,182727,-,188734,199219,187795,193293,193564,195713,175877,160783,206590,-,165443,166138,168601,170280,168219,Upgrade
12,Long-Term Investments,411796,-,190836,190836,-,190836,190836,190836,190836,190836,167036,160036,160036,160036,-,160036,160036,160036,160036,160036,Upgrade
13,Other Intangible Assets,232.37,-,-,-,-,68.79,75.67,82.55,89.43,116.72,148.81,180.9,226.17,268.05,-,214.22,249.23,284.23,18398,18971,Upgrade
14,Long-Term Accounts Receivable,-,-,8161,-,-,11601,12298,14294,19416,15806,17440,11500,8500,8860,-,3840,2000,-,17527,20028,Upgrade
15,Long-Term Deferred Tax Assets,3784,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Other Long-Term Assets,711170,-,374858,385875,-,347547,331835,338230,334399,341036,248583,256017,237679,185448,-,175808,177766,180780,80125,82829,Upgrade
17,Total Assets,1885915,-,1273797,1287989,-,1234439,1223542,1238894,1154597,1143268,1122313,1092108,1118823,1085829,-,1031611,1019874,986921,865188,833794,Upgrade
18,Accounts Payable,18509,-,8759,22034,-,15076,9815,9391,10047,39026,4979,9774,5179,23720,-,1686,3542,7933,6109,9839,Upgrade
19,Accrued Expenses,68260,-,16514,13012,-,10862,12427,12979,9521,7514,8800,14225,15744,7903,-,126124,128218,118582,100090,102321,Upgrade
20,Current Portion of Long-Term Debt,-,-,750,1450,-,2850,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
21,Current Income Taxes Payable,3130,-,-,-,-,-,-,7858,-,-,787.52,648.7,846.88,932.03,-,2543,2838,7680,2999,3920,Upgrade
22,Current Unearned Revenue,25627,-,17712,27898,-,26946,41605,23608,56809,26911,17891,25899,36714,24304,-,-,30.08,-,-,-,Upgrade
23,Other Current Liabilities,88205,-,1029,40947,-,24265,1678,28929,2598,4111,10403,12226,9818,11311,-,29828,18089,20909,3427,5775,Upgrade
24,Total Current Liabilities,203730,-,44763,105342,-,79998,65525,82765,78976,77562,42860,62772,68302,68170,-,160180,152716,155104,112625,121856,Upgrade
25,Long-Term Debt,130517,-,7950,7950,-,7950,11500,12200,12900,9500,10000,-,-,-,-,-,-,-,-,-,Upgrade
26,Long-Term Unearned Revenue,619415,-,616302,582935,-,551806,561729,562396,457833,457834,472462,447498,436691,409086,-,388059,376512,352917,256122,210958,Upgrade
27,Other Long-Term Liabilities,300669,-,147018,147730,-,134166,119435,123154,124680,127795,85578,87710,90962,94956,-,14260,12333,8498,9742,9948,Upgrade
28,Total Liabilities,1254332,-,816033,843957,-,773920,758189,780515,674389,672691,610900,597980,595954,572213,-,562499,541561,516519,378489,342762,Upgrade
29,Common Stock,291148,-,200000,200000,-,200000,200000,200000,200000,200000,200000,200000,200000,200000,-,200000,200000,200000,200000,200000,Upgrade
30,Additional Paid-In Capital,5486,-,4001,4001,-,4001,4001,4001,4001,4001,4001,4001,4001,4001,-,4001,4001,4001,4001,4001,Upgrade
31,Retained Earnings,357273,-,276576,262844,-,279331,284165,277191,299020,289389,330225,312941,341681,332428,-,287925,297126,289214,297528,287031,Upgrade
