,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,34.76,39.79,57.65,78.78,92.43,121.72,146.92,158.9,27.5,49.41
1,Short-Term Investments,5.09,-,-,-,-,3.17,-,6.5,7.52,4.44
2,Trading Asset Securities,1,-,2,-,-,-,0.5,-,5.38,-
3,Cash & Short-Term Investments,40.85,39.79,59.65,78.78,92.43,124.89,147.42,165.39,40.4,53.85
4,Cash Growth,-31.51%,-49.49%,-35.47%,-36.92%,-37.30%,-24.49%,264.94%,207.16%,-,-
5,Accounts Receivable,14.3,9.5,9.45,5.34,7.18,6.09,3.85,5.13,5.42,8.32
6,Other Receivables,2,1.51,-,0.68,-,1.09,-,0.59,-,0.43
7,Receivables,16.3,11.01,9.45,6.02,7.18,7.19,3.85,5.72,5.42,9.62
8,Inventory,34.51,11.66,11.88,13.55,9.02,14.12,15.13,11.62,6.54,7.89
9,Prepaid Expenses,1.43,1.91,-,2.14,-,1.92,-,4.66,4.58,0.94
10,Other Current Assets,5.79,15.25,39.13,12.07,18.21,2.9,27.38,4.22,28.86,21.01
11,Total Current Assets,98.88,79.62,120.1,112.56,126.84,151.02,193.78,191.61,85.79,93.31
12,"Property, Plant & Equipment",86.98,94.63,80.49,84.01,81.74,80.06,40,44.2,44.8,49.24
13,Long-Term Investments,1.17,0.71,3.16,3.26,3.17,3.35,5.93,5.93,5.91,6
14,Goodwill,44.82,44.82,56.76,56.76,63.13,63.13,20.21,20.21,20.21,20.64
15,Other Intangible Assets,52.3,23.82,28.71,30.47,32.24,34.01,4.78,5.04,0.46,0.4
16,Long-Term Deferred Tax Assets,9.1,9.4,12.83,12.72,9.87,11.43,5.51,5.35,9.96,8.67
17,Other Long-Term Assets,31.64,20.61,3.81,2.88,1.63,1.74,0.7,-,4.66,4.88
18,Total Assets,324.89,273.6,305.86,302.65,318.61,344.73,270.9,272.33,171.8,183.13
19,Accounts Payable,8.38,9.5,9.79,9.17,12.93,12.57,11.48,12.16,10.32,8.48
20,Accrued Expenses,11.37,8.78,0.24,6.94,0.23,8.51,0.01,7.14,9.17,11.48
21,Short-Term Debt,15,7,11.1,5,2,20,13,13,15.01,6.95
22,Current Portion of Leases,10.38,10.34,8.83,8.67,8.18,7.76,6.88,5.08,6.75,6.62
23,Current Income Taxes Payable,11.03,6.9,8.46,7.48,8.12,7.3,7.47,10.45,11.44,14.93
24,Current Unearned Revenue,29.83,20.98,17.88,16.61,7.58,14.69,12.77,8.01,5.68,5.22
25,Other Current Liabilities,51.77,28.66,27.33,22.55,50.23,44.48,17.05,15.64,14.79,16.39
26,Total Current Liabilities,137.76,92.16,83.62,76.41,89.27,115.3,68.65,71.47,73.15,70.07
27,Long-Term Leases,30.42,34.44,32.47,34.56,37.94,39.69,11.97,14.11,17.17,19.77
28,Long-Term Deferred Tax Liabilities,2.18,5.88,6.25,6.63,7,7.38,-,-,0.05,0.03
29,Other Long-Term Liabilities,3.98,8.53,19.18,19.18,-,-,-,-,-,-
30,Total Liabilities,174.34,141.01,141.52,136.77,134.21,162.37,80.61,85.58,90.37,89.86
31,Common Stock,185.75,136.27,136.27,136.27,136.27,136.27,136.27,134.06,0,0
32,Retained Earnings,-41.3,-36.24,-3.98,-3.78,13.61,12.13,24.61,29.85,13.6,25.6
33,Comprehensive Income & Other,13.01,38.09,34.11,33.6,31.81,29.83,28.73,21.96,67.39,67.46
34,Total Common Equity,157.45,138.12,166.39,166.08,181.69,178.22,189.61,185.87,80.99,93.06
35,Minority Interest,-6.91,-5.53,-2.04,-0.2,2.71,4.13,0.68,0.88,0.44,0.22
36,Shareholders' Equity,150.55,132.59,164.35,165.88,184.4,182.35,190.29,186.75,81.43,93.28
37,Total Liabilities & Equity,324.89,273.6,305.86,302.65,318.61,344.73,270.9,272.33,171.8,183.13
38,Total Debt,55.8,51.78,52.4,48.22,48.12,67.45,31.84,32.19,38.92,33.33
39,Net Cash (Debt),-14.95,-11.99,7.25,30.56,44.31,57.44,115.58,133.21,1.47,20.52
40,Net Cash Growth,-,-,-83.64%,-46.80%,-61.66%,-56.88%,7756.90%,549.32%,-,-
41,Net Cash Per Share,-0.03,-0.03,0.02,0.07,0.11,0.14,0.28,0.39,0.00,0.07
42,Filing Date Shares Outstanding,557.08,417.81,417.81,417.81,417.81,417.81,417.81,417.81,411,342.5
43,Total Common Shares Outstanding,557.08,417.81,417.81,417.81,417.81,417.81,417.81,411,342.5,342.5
44,Working Capital,-38.88,-12.54,36.48,36.15,37.57,35.71,125.13,120.14,12.65,23.24
45,Book Value Per Share,0.28,0.33,0.40,0.40,0.43,0.43,0.45,0.45,0.24,0.27
46,Tangible Book Value,60.33,69.47,80.91,78.85,86.32,81.08,164.62,160.62,60.32,72.02
47,Tangible Book Value Per Share,0.11,0.17,0.19,0.19,0.21,0.19,0.39,0.39,0.18,0.21
48,Machinery,-,48.44,-,48.22,-,45.8,-,42.82,37.31,35.86
49,Construction In Progress,-,17.43,-,2.72,-,1.49,-,-,-,-
50,Leasehold Improvements,-,41.33,-,36.15,-,21.56,-,12.48,12.31,12.13
