,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,117.48,91.8,97.58,70.13,94.4,96.88,91.49,105.82,58.73,99.08
1,Revenue Growth (YoY),20.39%,30.91%,3.37%,-27.61%,3.18%,-8.45%,55.78%,6.80%,-36.22%,-
2,Cost of Revenue,69.01,59.34,58.55,47.72,50.02,64.28,54.4,49.93,34.44,45.21
3,Gross Profit,48.47,32.46,39.03,22.41,44.38,32.6,37.1,55.89,24.29,53.86
4,"Selling, General & Admin",43.89,51.08,41.3,42.34,42.83,47.43,41.83,34.69,35.42,33.54
5,Research & Development,0.45,1.6,-,2,-,-,-,-,-,-
6,Operating Expenses,44.34,52.68,41.3,44.34,42.83,47.43,41.83,34.69,35.42,33.54
7,Operating Income,4.13,-20.22,-2.28,-21.93,1.54,-14.83,-4.73,21.2,-11.13,20.33
8,Interest Expense,-1.58,-1.49,-1.31,-1.19,-1.61,-1.35,-1.07,-1.23,-1.21,-1.15
9,Interest & Investment Income,-,0.84,-,0.73,-,1.23,-,0.68,-,0.54
10,Earnings From Equity Investments,-0.04,-1.66,-0.08,0.02,-0.18,-0.15,-,-,-,-
11,Currency Exchange Gain (Loss),-,0.24,-,2.64,-,-,-,-,-,-0.08
12,Other Non Operating Income (Expenses),-4.77,-17.14,0.87,-8.69,2.21,-3.37,0.25,2.4,-0.02,-0.22
13,EBT Excluding Unusual Items,-2.26,-39.44,-2.8,-28.42,1.96,-18.47,-5.55,23.05,-12.35,19.43
14,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,0.1
15,Other Unusual Items,-,7.22,-,4.36,-,1.07,-,0.87,-,-7.92
16,Pretax Income,-2.26,-32.21,-2.8,-24.06,1.96,-17.4,-5.55,23.92,-12.35,11.6
17,Income Tax Expense,0.74,1.47,1.3,-3.75,1.9,-4.57,-0.11,7.23,-0.58,3.53
18,Earnings From Continuing Operations,-3,-33.68,-4.1,-20.31,0.06,-12.83,-5.44,16.69,-11.78,8.07
19,Minority Interest in Earnings,1.38,3.48,1.84,2.91,1.42,0.37,0.2,-0.44,-0.22,-0.37
20,Net Income,-1.62,-30.2,-2.26,-17.39,1.48,-12.45,-5.24,16.25,-12,7.7
21,Net Income to Common,-1.62,-30.2,-2.26,-17.39,1.48,-12.45,-5.24,16.25,-12,7.7
22,Net Income Growth,-,-,-,-,-,-,-,111.08%,-,-
23,Shares Outstanding (Basic),508,418,418,418,418,418,417,344,343,307
24,Shares Outstanding (Diluted),508,418,418,418,418,418,417,344,343,307
25,Shares Change (YoY),21.67%,-,-,-0.00%,0.17%,21.46%,21.78%,11.92%,-,-
26,EPS (Basic),-0.00,-0.07,-0.01,-0.04,0.00,-0.03,-0.01,0.05,-0.04,0.03
27,EPS (Diluted),-0.00,-0.07,-0.01,-0.04,0.00,-0.03,-0.01,0.05,-0.04,0.03
28,EPS Growth,-,-,-,-,-,-,-,88.60%,-,-
29,Free Cash Flow,-2.26,-8.79,-1.19,-12.18,-8.95,0.62,-18.85,16.62,-10.81,4.69
30,Free Cash Flow Per Share,-0.00,-0.02,-0.00,-0.03,-0.02,0.00,-0.05,0.05,-0.03,0.02
31,Operating Margin,3.51%,-22.02%,-2.33%,-31.27%,1.63%,-15.31%,-5.17%,20.03%,-18.95%,20.52%
32,Profit Margin,-1.38%,-32.90%,-2.31%,-24.80%,1.57%,-12.86%,-5.72%,15.36%,-20.43%,7.77%
33,Free Cash Flow Margin,-1.92%,-9.58%,-1.22%,-17.37%,-9.48%,0.64%,-20.60%,15.71%,-18.40%,4.73%
34,EBITDA,13.01,-12.58,5.59,-15.15,8.1,-10.73,-0.86,24.94,-7.45,23.29
35,D&A For EBITDA,8.88,7.64,7.86,6.78,6.56,4.11,3.87,3.74,3.68,2.97
36,EBIT,4.13,-20.22,-2.28,-21.93,1.54,-14.83,-4.73,21.2,-11.13,20.33
