,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Revenue,33.69,35.08,39.39,42.14,45.72,40.22,43.41,37.51,36.14,34.36,Upgrade
1,Revenue Growth (YoY),-14.47%,-16.74%,-13.86%,4.76%,5.33%,7.23%,20.11%,9.16%,-4.78%,-13.28%,Upgrade
2,Cost of Revenue,21.72,23.39,27.06,29.25,32.63,30.09,31.98,27.38,26.32,27.03,Upgrade
3,Gross Profit,11.97,11.7,12.33,12.88,13.09,10.13,11.43,10.13,9.83,7.33,Upgrade
4,"Selling, General & Admin",24.64,25.33,24.47,24.43,21.29,24.52,26.05,30.24,28.11,25.84,Upgrade
5,Other Operating Expenses,-5.43,-5.04,-7.52,-6.84,-7.29,-6.44,-5.46,-0.99,-8.34,-4.57,Upgrade
6,Operating Expenses,19.21,20.29,16.95,17.59,14,18.08,20.59,29.25,19.77,21.27,Upgrade
7,Operating Income,-7.24,-8.59,-4.62,-4.7,-0.91,-7.96,-9.16,-19.12,-9.94,-13.94,Upgrade
8,Interest Expense,-0.09,-0.04,-0.06,-0.01,-0.18,-0.03,-0.09,-0.14,-0.2,-0.26,Upgrade
9,Interest & Investment Income,-,1.96,-,1.35,-,0.77,-,0.98,-,2.26,Upgrade
10,Other Non Operating Income (Expenses),-0,-0.08,-0,0.26,-0,0.02,-0.02,-0.02,-0.03,-0.02,Upgrade
11,EBT Excluding Unusual Items,-7.33,-6.76,-4.69,-3.1,-1.09,-7.2,-9.27,-18.31,-10.17,-11.97,Upgrade
12,Gain (Loss) on Sale of Assets,-,-2.03,-,-,-,0.21,-,0.45,-,-,Upgrade
13,Asset Writedown,-,-,-,-,-,-,-,-,-,10,Upgrade
14,Other Unusual Items,-,-,-,0.31,-,0.27,-,2.27,-,0.92,Upgrade
15,Pretax Income,-7.33,-8.79,-4.69,-2.79,-1.09,-6.73,-9.27,-15.59,-10.17,-1.05,Upgrade
16,Income Tax Expense,-,0.15,0.3,-0.23,0.67,0.26,-,-,-,-,Upgrade
17,Earnings From Continuing Operations,-7.33,-8.94,-4.98,-2.56,-1.75,-6.98,-9.27,-15.59,-10.17,-1.05,Upgrade
18,Minority Interest in Earnings,0.31,-1.91,-0.96,0.02,-2.07,-0.23,-0.58,-0.56,-0.08,0.28,Upgrade
19,Net Income,-7.02,-10.85,-5.94,-2.54,-3.83,-7.21,-9.85,-16.15,-10.25,-0.77,Upgrade
20,Net Income to Common,-7.02,-10.85,-5.94,-2.54,-3.83,-7.21,-9.85,-16.15,-10.25,-0.77,Upgrade
21,Shares Outstanding (Basic),165,165,165,165,165,165,165,165,165,165,Upgrade
22,Shares Outstanding (Diluted),165,165,165,165,165,165,165,165,165,165,Upgrade
23,EPS (Basic),-0.04,-0.07,-0.04,-0.02,-0.02,-0.04,-0.06,-0.10,-0.06,-0.00,Upgrade
24,EPS (Diluted),-0.04,-0.07,-0.04,-0.02,-0.02,-0.04,-0.06,-0.10,-0.06,-0.00,Upgrade
25,Free Cash Flow,-,-1.94,0.25,3.18,4.01,4.47,-4,-7.83,-4.96,43.67,Upgrade
26,Free Cash Flow Per Share,-,-0.01,0.00,0.02,0.02,0.03,-0.02,-0.05,-0.03,0.27,Upgrade
27,Operating Margin,-21.48%,-24.49%,-11.73%,-11.16%,-1.99%,-19.78%,-21.10%,-50.99%,-27.51%,-40.57%,Upgrade
28,Profit Margin,-20.84%,-30.92%,-15.08%,-6.02%,-8.37%,-17.93%,-22.70%,-43.06%,-28.37%,-2.25%,Upgrade
29,Free Cash Flow Margin,-,-5.53%,0.63%,7.54%,8.77%,11.12%,-9.21%,-20.87%,-13.71%,127.10%,Upgrade
30,EBITDA,-3.52,-5.01,-0.77,-0.89,2.97,-3.77,-5.02,-14.6,-5.43,-9.16,Upgrade
31,D&A For EBITDA,3.72,3.59,3.85,3.82,3.88,4.18,4.14,4.53,4.52,4.78,Upgrade
32,EBIT,-7.24,-8.59,-4.62,-4.7,-0.91,-7.96,-9.16,-19.12,-9.94,-13.94,Upgrade
